"","dist_year","dist_type","grove_name","unit_name","landowner","hectares","dist_group"
"266",2020,"lowsev_fire","Wishon","Giant Sequoia National Monument","US Forest Service",1.7,"Wildfire"
"267",2020,"modsev_fire","Mountain Home","Tulare County","County",7.4,"Wildfire"
"268",2020,"modsev_fire","Middle Tule","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",16.4,"Wildfire"
"269",2020,"modsev_fire","Mountain Home","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",197.7,"Wildfire"
"270",2020,"modsev_fire","Silver Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.1,"Wildfire"
"271",2020,"modsev_fire","Board Camp","Sequoia and Kings Canyon National Parks","National Park Service",1.6,"Wildfire"
"272",2020,"modsev_fire","Cedar Flat","Sequoia and Kings Canyon National Parks","National Park Service",0.9,"Wildfire"
"273",2020,"modsev_fire","Dennison","Sequoia and Kings Canyon National Parks","National Park Service",2,"Wildfire"
"274",2020,"modsev_fire","Devil's Canyon","Sequoia and Kings Canyon National Parks","National Park Service",0.3,"Wildfire"
"275",2020,"modsev_fire","Dillonwood","Sequoia and Kings Canyon National Parks","National Park Service",64.1,"Wildfire"
"276",2020,"modsev_fire","Forgotten","Sequoia and Kings Canyon National Parks","National Park Service",0.4,"Wildfire"
"277",2020,"modsev_fire","Garfield","Sequoia and Kings Canyon National Parks","National Park Service",72.1,"Wildfire"
"278",2020,"modsev_fire","Homers Nose","Sequoia and Kings Canyon National Parks","National Park Service",14.5,"Wildfire"
"279",2020,"modsev_fire","Putnam-Francis Tree","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"280",2020,"modsev_fire","South Fork","Sequoia and Kings Canyon National Parks","National Park Service",37.8,"Wildfire"
"281",2020,"modsev_fire","Alder Creek","Save the Redwoods League","Nonprofit",20.1,"Wildfire"
"282",2020,"modsev_fire","Alder Creek","Private","Private",7,"Wildfire"
"283",2020,"modsev_fire","Freeman Creek","Private","Private",0.2,"Wildfire"
"284",2020,"modsev_fire","Mountain Home","Private","Private",8.7,"Wildfire"
"285",2020,"modsev_fire","Alder Creek","Giant Sequoia National Monument","US Forest Service",4.2,"Wildfire"
"286",2020,"modsev_fire","Belknap Camp","Giant Sequoia National Monument","US Forest Service",8.3,"Wildfire"
"287",2020,"modsev_fire","Carr Wilson","Giant Sequoia National Monument","US Forest Service",1.9,"Wildfire"
"288",2020,"modsev_fire","Dennison","Giant Sequoia National Monument","US Forest Service",0,"Wildfire"
"289",2020,"modsev_fire","Dillonwood","Giant Sequoia National Monument","US Forest Service",9.6,"Wildfire"
"290",2020,"modsev_fire","Dillonwood - West","Giant Sequoia National Monument","US Forest Service",0.8,"Wildfire"
"291",2020,"modsev_fire","Freeman Creek","Giant Sequoia National Monument","US Forest Service",123.4,"Wildfire"
"292",2020,"modsev_fire","McIntyre","Giant Sequoia National Monument","US Forest Service",44.7,"Wildfire"
"293",2020,"modsev_fire","Middle Tule","Giant Sequoia National Monument","US Forest Service",7.3,"Wildfire"
"294",2020,"modsev_fire","Mountain Home","Giant Sequoia National Monument","US Forest Service",56.1,"Wildfire"
"295",2020,"modsev_fire","Silver Creek","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"296",2020,"modsev_fire","Upper Tule","Giant Sequoia National Monument","US Forest Service",0.2,"Wildfire"
"297",2020,"modsev_fire","Wheel Meadow","Giant Sequoia National Monument","US Forest Service",40.8,"Wildfire"
"298",2020,"modsev_fire","Wishon","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"299",2020,"undetected_change","Mountain Home","Tulare County","County",22.5,"Wildfire"
"300",2020,"undetected_change","Middle Tule","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",19.4,"Wildfire"
"301",2020,"undetected_change","Mountain Home","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",120.1,"Wildfire"
"302",2020,"undetected_change","Silver Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.1,"Wildfire"
"303",2020,"undetected_change","Clough Cave","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"304",2020,"undetected_change","Dillonwood","Sequoia and Kings Canyon National Parks","National Park Service",61.2,"Wildfire"
"305",2020,"undetected_change","Garfield","Sequoia and Kings Canyon National Parks","National Park Service",56.9,"Wildfire"
"306",2020,"undetected_change","South Fork","Sequoia and Kings Canyon National Parks","National Park Service",0.4,"Wildfire"
"307",2020,"undetected_change","Alder Creek","Save the Redwoods League","Nonprofit",8.1,"Wildfire"
"308",2020,"undetected_change","Alder Creek","Private","Private",6,"Wildfire"
"309",2020,"undetected_change","Mountain Home","Private","Private",4.6,"Wildfire"
"310",2020,"undetected_change","Alder Creek","Giant Sequoia National Monument","US Forest Service",9.2,"Wildfire"
"311",2020,"undetected_change","Belknap Camp","Giant Sequoia National Monument","US Forest Service",3.8,"Wildfire"
"312",2020,"undetected_change","Burro Creek","Giant Sequoia National Monument","US Forest Service",0.5,"Wildfire"
"313",2020,"undetected_change","Carr Wilson","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"314",2020,"undetected_change","Dillonwood","Giant Sequoia National Monument","US Forest Service",6.1,"Wildfire"
"315",2020,"undetected_change","Freeman Creek","Giant Sequoia National Monument","US Forest Service",0.3,"Wildfire"
"316",2020,"undetected_change","Middle Tule","Giant Sequoia National Monument","US Forest Service",10.1,"Wildfire"
"317",2020,"undetected_change","Mountain Home","Giant Sequoia National Monument","US Forest Service",0.7,"Wildfire"
"318",2020,"undetected_change","Silver Creek","Giant Sequoia National Monument","US Forest Service",1.9,"Wildfire"
"319",2020,"undetected_change","Upper Tule","Giant Sequoia National Monument","US Forest Service",0.4,"Wildfire"
"320",2020,"undetected_change","Wishon","Giant Sequoia National Monument","US Forest Service",4.1,"Wildfire"
"321",2021,"highsev_fire","Atwell","Sequoia and Kings Canyon National Parks","National Park Service",10.2,"Wildfire"
"322",2021,"highsev_fire","Castle Creek","Sequoia and Kings Canyon National Parks","National Park Service",13.3,"Wildfire"
"323",2021,"highsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",4.1,"Wildfire"
"324",2021,"highsev_fire","Muir","Sequoia and Kings Canyon National Parks","National Park Service",5,"Wildfire"
"325",2021,"highsev_fire","New Oriole Lake","Sequoia and Kings Canyon National Parks","National Park Service",2.1,"Wildfire"
"326",2021,"highsev_fire","Oriole Lake","Sequoia and Kings Canyon National Parks","National Park Service",0.6,"Wildfire"
"327",2021,"highsev_fire","Pine Ridge","Sequoia and Kings Canyon National Parks","National Park Service",0.2,"Wildfire"
"328",2021,"highsev_fire","Redwood Creek","Sequoia and Kings Canyon National Parks","National Park Service",0.8,"Wildfire"
"329",2021,"highsev_fire","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",224.4,"Wildfire"
"330",2021,"highsev_fire","Skagway","Sequoia and Kings Canyon National Parks","National Park Service",0.7,"Wildfire"
"331",2021,"highsev_fire","Squirrel Creek","Sequoia and Kings Canyon National Parks","National Park Service",0.3,"Wildfire"
"332",2021,"highsev_fire","Suwanee","Sequoia and Kings Canyon National Parks","National Park Service",8.4,"Wildfire"
"333",2021,"highsev_fire","Redwood Mountain","Private","Private",0,"Wildfire"
"334",2021,"highsev_fire","Redwood Mountain","Whittaker's Forest","UC Berkeley Center for Forestry",1.5,"Wildfire"
"335",2021,"highsev_fire","Deer Creek","Giant Sequoia National Monument","US Forest Service",12.1,"Wildfire"
"336",2021,"highsev_fire","Long Meadow","Giant Sequoia National Monument","US Forest Service",27.7,"Wildfire"
"337",2021,"highsev_fire","Packsaddle","Giant Sequoia National Monument","US Forest Service",29.1,"Wildfire"
"338",2021,"highsev_fire","Peyrone","Giant Sequoia National Monument","US Forest Service",18.5,"Wildfire"
"339",2021,"highsev_fire","Redhill","Giant Sequoia National Monument","US Forest Service",69.8,"Wildfire"
"340",2021,"highsev_fire","Redwood Mountain","Giant Sequoia National Monument","US Forest Service",39.8,"Wildfire"
"341",2021,"highsev_fire","South Peyrone","Giant Sequoia National Monument","US Forest Service",5.8,"Wildfire"
"342",2021,"highsev_fire","Starvation Creek","Giant Sequoia National Monument","US Forest Service",9.9,"Wildfire"
"343",2021,"lowsev_fire","Atwell","Sequoia and Kings Canyon National Parks","National Park Service",100.7,"Wildfire"
"344",2021,"lowsev_fire","Big Springs","Sequoia and Kings Canyon National Parks","National Park Service",0.4,"Wildfire"
"345",2021,"lowsev_fire","Castle Creek","Sequoia and Kings Canyon National Parks","National Park Service",29.3,"Wildfire"
"346",2021,"lowsev_fire","Douglass","Sequoia and Kings Canyon National Parks","National Park Service",0.1,"Wildfire"
"347",2021,"lowsev_fire","East Fork","Sequoia and Kings Canyon National Parks","National Park Service",2.2,"Wildfire"
"348",2021,"lowsev_fire","Fenced Tree","Sequoia and Kings Canyon National Parks","National Park Service",0.2,"Wildfire"
"349",2021,"lowsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",119.6,"Wildfire"
"350",2021,"lowsev_fire","Lost","Sequoia and Kings Canyon National Parks","National Park Service",6,"Wildfire"
"351",2021,"lowsev_fire","Muir","Sequoia and Kings Canyon National Parks","National Park Service",69.7,"Wildfire"
"352",2021,"lowsev_fire","New Oriole Lake","Sequoia and Kings Canyon National Parks","National Park Service",1,"Wildfire"
"353",2021,"lowsev_fire","Oriole Lake","Sequoia and Kings Canyon National Parks","National Park Service",49.9,"Wildfire"
"354",2021,"lowsev_fire","Pine Ridge","Sequoia and Kings Canyon National Parks","National Park Service",11.8,"Wildfire"
"355",2021,"lowsev_fire","Redwood Creek","Sequoia and Kings Canyon National Parks","National Park Service",14.1,"Wildfire"
"356",2021,"lowsev_fire","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",234.2,"Wildfire"
"357",2021,"lowsev_fire","Skagway","Sequoia and Kings Canyon National Parks","National Park Service",20.3,"Wildfire"
"358",2021,"lowsev_fire","Squirrel Creek","Sequoia and Kings Canyon National Parks","National Park Service",1.8,"Wildfire"
"359",2021,"lowsev_fire","Suwanee","Sequoia and Kings Canyon National Parks","National Park Service",0.3,"Wildfire"
"360",2021,"lowsev_fire","Black Mountain","Private","Private",3.1,"Wildfire"
"361",2021,"lowsev_fire","Redwood Mountain","Private","Private",1.7,"Wildfire"
"362",2021,"lowsev_fire","Redwood Mountain","Whittaker's Forest","UC Berkeley Center for Forestry",63.4,"Wildfire"
"363",2021,"lowsev_fire","Black Mountain","Giant Sequoia National Monument","US Forest Service",14,"Wildfire"
"364",2021,"lowsev_fire","Cunningham","Giant Sequoia National Monument","US Forest Service",3.1,"Wildfire"
"365",2021,"lowsev_fire","Deer Creek","Giant Sequoia National Monument","US Forest Service",0.6,"Wildfire"
"366",2021,"lowsev_fire","Long Meadow","Giant Sequoia National Monument","US Forest Service",11.7,"Wildfire"
"367",2021,"lowsev_fire","Packsaddle","Giant Sequoia National Monument","US Forest Service",9.3,"Wildfire"
"368",2021,"lowsev_fire","Peyrone","Giant Sequoia National Monument","US Forest Service",23,"Wildfire"
"369",2021,"lowsev_fire","Powderhorn Tree","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"370",2021,"lowsev_fire","Redhill","Giant Sequoia National Monument","US Forest Service",18.1,"Wildfire"
"371",2021,"lowsev_fire","Redwood Mountain","Giant Sequoia National Monument","US Forest Service",27.5,"Wildfire"
"372",2021,"lowsev_fire","South Peyrone","Giant Sequoia National Monument","US Forest Service",0.3,"Wildfire"
"373",2021,"modsev_fire","Atwell","Sequoia and Kings Canyon National Parks","National Park Service",25,"Wildfire"
"374",2021,"modsev_fire","Big Springs","Sequoia and Kings Canyon National Parks","National Park Service",0.5,"Wildfire"
"375",2021,"modsev_fire","Castle Creek","Sequoia and Kings Canyon National Parks","National Park Service",45.8,"Wildfire"
"376",2021,"modsev_fire","Douglass","Sequoia and Kings Canyon National Parks","National Park Service",0.3,"Wildfire"
"377",2021,"modsev_fire","East Fork","Sequoia and Kings Canyon National Parks","National Park Service",0.6,"Wildfire"
"378",2021,"modsev_fire","Fenced Tree","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"379",2021,"modsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",35.3,"Wildfire"
"380",2021,"modsev_fire","Lost","Sequoia and Kings Canyon National Parks","National Park Service",0.3,"Wildfire"
"381",2021,"modsev_fire","Muir","Sequoia and Kings Canyon National Parks","National Park Service",21,"Wildfire"
"382",2021,"modsev_fire","New Oriole Lake","Sequoia and Kings Canyon National Parks","National Park Service",2.9,"Wildfire"
"383",2021,"modsev_fire","Oriole Lake","Sequoia and Kings Canyon National Parks","National Park Service",8.5,"Wildfire"
"384",2021,"modsev_fire","Pine Ridge","Sequoia and Kings Canyon National Parks","National Park Service",5.7,"Wildfire"
"385",2021,"modsev_fire","Redwood Creek","Sequoia and Kings Canyon National Parks","National Park Service",3.7,"Wildfire"
"386",2021,"modsev_fire","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",217.3,"Wildfire"
"387",2021,"modsev_fire","Skagway","Sequoia and Kings Canyon National Parks","National Park Service",2.5,"Wildfire"
"388",2021,"modsev_fire","Squirrel Creek","Sequoia and Kings Canyon National Parks","National Park Service",0.7,"Wildfire"
"389",2021,"modsev_fire","Suwanee","Sequoia and Kings Canyon National Parks","National Park Service",19.2,"Wildfire"
"390",2021,"modsev_fire","Black Mountain","Private","Private",0.2,"Wildfire"
"391",2021,"modsev_fire","Redwood Mountain","Private","Private",0,"Wildfire"
"392",2021,"modsev_fire","Redwood Mountain","Whittaker's Forest","UC Berkeley Center for Forestry",6.4,"Wildfire"
"393",2021,"modsev_fire","Black Mountain","Giant Sequoia National Monument","US Forest Service",0.3,"Wildfire"
"394",2021,"modsev_fire","Cunningham","Giant Sequoia National Monument","US Forest Service",0.2,"Wildfire"
"395",2021,"modsev_fire","Deer Creek","Giant Sequoia National Monument","US Forest Service",1.5,"Wildfire"
"396",2021,"modsev_fire","Long Meadow","Giant Sequoia National Monument","US Forest Service",34.5,"Wildfire"
"397",2021,"modsev_fire","Packsaddle","Giant Sequoia National Monument","US Forest Service",32.4,"Wildfire"
"398",2021,"modsev_fire","Peyrone","Giant Sequoia National Monument","US Forest Service",50.1,"Wildfire"
"399",2021,"modsev_fire","Powderhorn Tree","Giant Sequoia National Monument","US Forest Service",0,"Wildfire"
"400",2021,"modsev_fire","Redhill","Giant Sequoia National Monument","US Forest Service",85.3,"Wildfire"
"401",2021,"modsev_fire","Redwood Mountain","Giant Sequoia National Monument","US Forest Service",15.8,"Wildfire"
"402",2021,"modsev_fire","South Peyrone","Giant Sequoia National Monument","US Forest Service",6.8,"Wildfire"
"403",2021,"modsev_fire","Starvation Creek","Giant Sequoia National Monument","US Forest Service",0.3,"Wildfire"
"404",2021,"undetected_change","Atwell","Sequoia and Kings Canyon National Parks","National Park Service",22.3,"Wildfire"
"405",2021,"undetected_change","East Fork","Sequoia and Kings Canyon National Parks","National Park Service",0.5,"Wildfire"
"406",2021,"undetected_change","Fenced Tree","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"407",2021,"undetected_change","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",50.3,"Wildfire"
"408",2021,"undetected_change","Lost","Sequoia and Kings Canyon National Parks","National Park Service",6.2,"Wildfire"
"409",2021,"undetected_change","Muir","Sequoia and Kings Canyon National Parks","National Park Service",3.4,"Wildfire"
"410",2021,"undetected_change","Oriole Lake","Sequoia and Kings Canyon National Parks","National Park Service",0.5,"Wildfire"
"411",2021,"undetected_change","Pine Ridge","Sequoia and Kings Canyon National Parks","National Park Service",0.1,"Wildfire"
"412",2021,"undetected_change","Redwood Creek","Sequoia and Kings Canyon National Parks","National Park Service",0.2,"Wildfire"
"413",2021,"undetected_change","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",165.9,"Wildfire"
"414",2021,"undetected_change","Skagway","Sequoia and Kings Canyon National Parks","National Park Service",1.1,"Wildfire"
"415",2021,"undetected_change","Squirrel Creek","Sequoia and Kings Canyon National Parks","National Park Service",0.1,"Wildfire"
"416",2021,"undetected_change","Black Mountain","Private","Private",0.3,"Wildfire"
"417",2021,"undetected_change","Redwood Mountain","Private","Private",0.2,"Wildfire"
"418",2021,"undetected_change","Redwood Mountain","Whittaker's Forest","UC Berkeley Center for Forestry",50.4,"Wildfire"
"419",2021,"undetected_change","Black Mountain","Giant Sequoia National Monument","US Forest Service",5.3,"Wildfire"
"420",2021,"undetected_change","Cunningham","Giant Sequoia National Monument","US Forest Service",0.8,"Wildfire"
"421",2021,"undetected_change","Long Meadow","Giant Sequoia National Monument","US Forest Service",1.1,"Wildfire"
"422",2021,"undetected_change","Peyrone","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"423",2021,"undetected_change","Redwood Mountain","Giant Sequoia National Monument","US Forest Service",9.4,"Wildfire"
"424",2022,"highsev_fire","Mariposa","Yosemite National Park","National Park Service",0,"Wildfire"
"425",2022,"lowsev_fire","Mariposa","Yosemite National Park","National Park Service",2,"Wildfire"
"426",2022,"lowsev_fire","Placer County Big Trees","Tahoe National Forest","US Forest Service",0.6,"Wildfire"
"427",2022,"modsev_fire","Mariposa","Yosemite National Park","National Park Service",0.8,"Wildfire"
"428",2022,"undetected_change","Mariposa","Yosemite National Park","National Park Service",0.7,"Wildfire"
"429",2022,"undetected_change","Placer County Big Trees","Tahoe National Forest","US Forest Service",0.3,"Wildfire"
"430",2023,NA,"Granite Creek","Sequoia and Kings Canyon National Parks","National Park Service",0.6,"Wildfire"
"431",2023,NA,"Little Redwood Meadow","Sequoia and Kings Canyon National Parks","National Park Service",11.3,"Wildfire"
"432",2023,NA,"Redwood Meadow","Sequoia and Kings Canyon National Parks","National Park Service",64.2,"Wildfire"
"433",2024,NA,"Coffee Pot","Bureau of Land Management","Bureau of Land Management",3.2,"Wildfire"
"434",2024,NA,"Ladybug","Bureau of Land Management","Bureau of Land Management",0.6,"Wildfire"
"435",2024,NA,"Monache Tubs","Bureau of Land Management","Bureau of Land Management",6.6,"Wildfire"
"436",2024,NA,"Nutmeg","Bureau of Land Management","Bureau of Land Management",9.4,"Wildfire"
"437",2024,NA,"Coffeepot Canyon","Sequoia and Kings Canyon National Parks","National Park Service",2.4,"Wildfire"
"438",2024,NA,"Eden Creek","Sequoia and Kings Canyon National Parks","National Park Service",176,"Wildfire"
"439",2024,NA,"Surprise","Sequoia and Kings Canyon National Parks","National Park Service",9.1,"Wildfire"
"440",2024,NA,"Coffee Pot","Private","Private",11.5,"Wildfire"
"441",2024,NA,"Ladybug","Private","Private",0.3,"Wildfire"
"442",2024,NA,"Monache Tubs","Private","Private",3.6,"Wildfire"
"443",2024,NA,"Nutmeg","Private","Private",17.2,"Wildfire"
"444",2024,NA,"Salt Creek Ridge","Private","Private",11.7,"Wildfire"
"445",2022,"rx_pile","Case Mountain","Bureau of Land Management","Bureau of Land Management",2.7,"Active treatment"
"446",2022,"rx_pile","Case Mountain","Bureau of Land Management","Bureau of Land Management",10.3,"Active treatment"
"447",2020,"mech_under","Case Mountain","Bureau of Land Management","Bureau of Land Management",16.8,"Active treatment"
"448",2023,"mech_under","Coffee Pot","Bureau of Land Management","Bureau of Land Management",2.4,"Active treatment"
"449",2020,"mech_under","Coffee Pot","Bureau of Land Management","Bureau of Land Management",0.6,"Active treatment"
"450",2023,"mech_under","Monache Tubs","Bureau of Land Management","Bureau of Land Management",4.5,"Active treatment"
"451",2023,"mech_under","Nutmeg","Bureau of Land Management","Bureau of Land Management",7.8,"Active treatment"
"452",2023,"rx_pile","Nutmeg","Bureau of Land Management","Bureau of Land Management",0,"Active treatment"
"453",2020,"mech_under","Nutmeg","Bureau of Land Management","Bureau of Land Management",7.8,"Active treatment"
"454",2022,"rx_pile","Calaveras North Grove","Calaveras Big Trees State Park","California State Parks",0.7,"Active treatment"
"455",2022,"rx_pile","Calaveras North Grove","Calaveras Big Trees State Park","California State Parks",6.5,"Active treatment"
"456",2022,"rx_pile","Calaveras North Grove","Calaveras Big Trees State Park","California State Parks",0.3,"Active treatment"
"457",2014,"mech_under","Calaveras North Grove","Calaveras Big Trees State Park","California State Parks",6.5,"Active treatment"
"458",2014,"mech_under","Calaveras North Grove","Calaveras Big Trees State Park","California State Parks",0.7,"Active treatment"
"459",2014,"mech_under","Calaveras North Grove","Calaveras Big Trees State Park","California State Parks",0.3,"Active treatment"
"460",2021,"mech_under","Calaveras North Grove","Calaveras Big Trees State Park","California State Parks",15,"Active treatment"
"461",2023,"rx_pile","Calaveras North Grove","Calaveras Big Trees State Park","California State Parks",15,"Active treatment"
"462",2024,"rx_pile","Calaveras South Grove","Calaveras Big Trees State Park","California State Parks",81.1,"Active treatment"
"463",2018,"mech_under","Abbott","Giant Sequoia National Monument","US Forest Service",1.1,"Active treatment"
"464",2002,"mech_under","Alder Creek","Giant Sequoia National Monument","Private",0.2,"Active treatment"
"465",2022,"mech_under","Alder Creek","Giant Sequoia National Monument","Nonprofit",0.3,"Active treatment"
"466",2024,"mech_under","Alder Creek","Giant Sequoia National Monument","Nonprofit",1.8,"Active treatment"
"467",2024,"mech_under","Alder Creek","Giant Sequoia National Monument","US Forest Service",4.7,"Active treatment"
"468",2024,"mech_under","Alder Creek","Giant Sequoia National Monument","US Forest Service",5,"Active treatment"
"469",1989,"mech_under","Alder Creek","Giant Sequoia National Monument","US Forest Service",6.3,"Active treatment"
"470",1981,"mech_under","Alder Creek","Giant Sequoia National Monument","US Forest Service",0.4,"Active treatment"
"471",2018,"mech_under","Alder Creek","Giant Sequoia National Monument","US Forest Service",13.9,"Active treatment"
"472",1983,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",1.9,"Active treatment"
"473",1983,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",3.7,"Active treatment"
"474",1983,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",1,"Active treatment"
"475",1983,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",3.3,"Active treatment"
"476",1983,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",1.1,"Active treatment"
"477",1983,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",0.7,"Active treatment"
"478",1983,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",0.4,"Active treatment"
"479",2017,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",4.2,"Active treatment"
"480",2018,"rx_pile","Bearskin","Giant Sequoia National Monument","US Forest Service",4.2,"Active treatment"
"481",2020,"rx_pile","Bearskin","Giant Sequoia National Monument","US Forest Service",0.1,"Active treatment"
"482",2017,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",0.1,"Active treatment"
"483",2019,"rx_pile","Bearskin","Giant Sequoia National Monument","US Forest Service",0.1,"Active treatment"
"484",2017,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",6,"Active treatment"
"485",2018,"rx_pile","Bearskin","Giant Sequoia National Monument","US Forest Service",6,"Active treatment"
"486",2022,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",6,"Active treatment"
"487",2022,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",3.7,"Active treatment"
"488",2023,"rx_pile","Bearskin","Giant Sequoia National Monument","US Forest Service",3.7,"Active treatment"
"489",2022,"mech_under","Bearskin","Giant Sequoia National Monument","US Forest Service",3.3,"Active treatment"
"490",2023,"rx_pile","Bearskin","Giant Sequoia National Monument","US Forest Service",3.3,"Active treatment"
"491",2006,"mech_under","Belknap Camp","Giant Sequoia National Monument","US Forest Service",0,"Active treatment"
"492",2009,"rx_pile","Belknap Camp","Giant Sequoia National Monument","US Forest Service",0,"Active treatment"
"493",2011,"mech_under","Belknap Camp","Giant Sequoia National Monument","US Forest Service",0,"Active treatment"
"494",2007,"mech_under","Belknap Camp","Giant Sequoia National Monument","US Forest Service",0.3,"Active treatment"
"495",2003,"rx_pile","Belknap Camp","Giant Sequoia National Monument","US Forest Service",0.8,"Active treatment"
"496",2023,"rx_pile","Belknap Camp","Giant Sequoia National Monument","US Forest Service",25.3,"Active treatment"
"497",2024,"rx_pile","Big Stump","Giant Sequoia National Monument","National Park Service",2.8,"Active treatment"
"498",2017,"rx_pile","Big Stump","Giant Sequoia National Monument","National Park Service",11.2,"Active treatment"
"499",2021,"mech_under","Big Stump","Giant Sequoia National Monument","National Park Service",0.4,"Active treatment"
"500",2016,"mech_under","Big Stump","Giant Sequoia National Monument","National Park Service",11.2,"Active treatment"
"501",2002,"rx_pile","Big Stump","Giant Sequoia National Monument","National Park Service",0.1,"Active treatment"
"502",2019,"mech_under","Big Stump","Giant Sequoia National Monument","US Forest Service",4.5,"Active treatment"
"503",2023,"mech_under","Big Stump","Giant Sequoia National Monument","US Forest Service",20,"Active treatment"
"504",2021,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",20,"Active treatment"
"505",2023,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",20,"Active treatment"
"506",2018,"mech_under","Big Stump","Giant Sequoia National Monument","US Forest Service",5.3,"Active treatment"
"507",2018,"mech_under","Big Stump","Giant Sequoia National Monument","US Forest Service",4.2,"Active treatment"
"508",2019,"mech_under","Big Stump","Giant Sequoia National Monument","US Forest Service",4.2,"Active treatment"
"509",2017,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",10.9,"Active treatment"
"510",2019,"mech_under","Big Stump","Giant Sequoia National Monument","US Forest Service",5.3,"Active treatment"
"511",2016,"mech_under","Big Stump","Giant Sequoia National Monument","US Forest Service",4.5,"Active treatment"
"512",2022,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",11.7,"Active treatment"
"513",2016,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",9.6,"Active treatment"
"514",2023,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",2.4,"Active treatment"
"515",2023,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",0.2,"Active treatment"
"516",2023,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",17.3,"Active treatment"
"517",2023,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",5.6,"Active treatment"
"518",2023,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",0,"Active treatment"
"519",2023,"rx_pile","Big Stump","Giant Sequoia National Monument","US Forest Service",7.1,"Active treatment"
"520",1985,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",0.3,"Active treatment"
"521",1986,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",5.4,"Active treatment"
"522",1987,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",2.6,"Active treatment"
"523",1985,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",9,"Active treatment"
"524",1985,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",1.1,"Active treatment"
"525",1985,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",2.4,"Active treatment"
"526",1987,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",2.5,"Active treatment"
"527",1986,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",9.6,"Active treatment"
"528",1987,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",19.4,"Active treatment"
"529",2016,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",49.4,"Active treatment"
"530",2017,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",0.1,"Active treatment"
"531",2016,"mech_under","Black Mountain","Giant Sequoia National Monument","US Forest Service",12,"Active treatment"
