"","dist_year","dist_type","grove_name","unit_name","landowner","hectares","dist_group"
"1",1985,"undetected_change","Converse Mountain","Giant Sequoia National Monument","US Forest Service",0.4,"Wildfire"
"2",1986,"lowsev_fire","Garfield","Sequoia and Kings Canyon National Parks","National Park Service",61.6,"Wildfire"
"3",1986,"lowsev_fire","Muir","Sequoia and Kings Canyon National Parks","National Park Service",5.8,"Wildfire"
"4",1986,"modsev_fire","Garfield","Sequoia and Kings Canyon National Parks","National Park Service",2,"Wildfire"
"5",1986,"undetected_change","Garfield","Sequoia and Kings Canyon National Parks","National Park Service",73.2,"Wildfire"
"6",1986,"undetected_change","Muir","Sequoia and Kings Canyon National Parks","National Park Service",16.7,"Wildfire"
"7",1987,"highsev_fire","Monache Tubs","Bureau of Land Management","Bureau of Land Management",0,"Wildfire"
"8",1987,"highsev_fire","Nutmeg","Bureau of Land Management","Bureau of Land Management",0,"Wildfire"
"9",1987,"highsev_fire","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",2.7,"Wildfire"
"10",1987,"highsev_fire","Coffee Pot","Private","Private",0.8,"Wildfire"
"11",1987,"highsev_fire","Ladybug","Private","Private",0,"Wildfire"
"12",1987,"highsev_fire","Monache Tubs","Private","Private",2.8,"Wildfire"
"13",1987,"highsev_fire","Nutmeg","Private","Private",1,"Wildfire"
"14",1987,"highsev_fire","Salt Creek Ridge","Private","Private",1.7,"Wildfire"
"15",1987,"highsev_fire","Redwood Mountain","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"16",1987,"lowsev_fire","Case Mountain","Bureau of Land Management","Bureau of Land Management",8.4,"Wildfire"
"17",1987,"lowsev_fire","Coffee Pot","Bureau of Land Management","Bureau of Land Management",0.5,"Wildfire"
"18",1987,"lowsev_fire","Ladybug","Bureau of Land Management","Bureau of Land Management",0.4,"Wildfire"
"19",1987,"lowsev_fire","Monache Tubs","Bureau of Land Management","Bureau of Land Management",4.2,"Wildfire"
"20",1987,"lowsev_fire","Nutmeg","Bureau of Land Management","Bureau of Land Management",2.8,"Wildfire"
"21",1987,"lowsev_fire","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",8.4,"Wildfire"
"22",1987,"lowsev_fire","Coffee Pot","Private","Private",2,"Wildfire"
"23",1987,"lowsev_fire","Ladybug","Private","Private",0.1,"Wildfire"
"24",1987,"lowsev_fire","Monache Tubs","Private","Private",0.1,"Wildfire"
"25",1987,"lowsev_fire","Nutmeg","Private","Private",6,"Wildfire"
"26",1987,"lowsev_fire","Salt Creek Ridge","Private","Private",4,"Wildfire"
"27",1987,"lowsev_fire","Redwood Mountain","Giant Sequoia National Monument","US Forest Service",6.9,"Wildfire"
"28",1987,"modsev_fire","Case Mountain","Bureau of Land Management","Bureau of Land Management",0.5,"Wildfire"
"29",1987,"modsev_fire","Coffee Pot","Bureau of Land Management","Bureau of Land Management",0.2,"Wildfire"
"30",1987,"modsev_fire","Ladybug","Bureau of Land Management","Bureau of Land Management",0.2,"Wildfire"
"31",1987,"modsev_fire","Monache Tubs","Bureau of Land Management","Bureau of Land Management",0.1,"Wildfire"
"32",1987,"modsev_fire","Nutmeg","Bureau of Land Management","Bureau of Land Management",1.2,"Wildfire"
"33",1987,"modsev_fire","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",5.1,"Wildfire"
"34",1987,"modsev_fire","Coffee Pot","Private","Private",1.2,"Wildfire"
"35",1987,"modsev_fire","Ladybug","Private","Private",0.2,"Wildfire"
"36",1987,"modsev_fire","Monache Tubs","Private","Private",0.6,"Wildfire"
"37",1987,"modsev_fire","Nutmeg","Private","Private",6.7,"Wildfire"
"38",1987,"modsev_fire","Salt Creek Ridge","Private","Private",4.3,"Wildfire"
"39",1987,"modsev_fire","Redwood Mountain","Giant Sequoia National Monument","US Forest Service",4,"Wildfire"
"40",1987,"undetected_change","Case Mountain","Bureau of Land Management","Bureau of Land Management",5.9,"Wildfire"
"41",1987,"undetected_change","Monache Tubs","Bureau of Land Management","Bureau of Land Management",2.3,"Wildfire"
"42",1987,"undetected_change","Nutmeg","Bureau of Land Management","Bureau of Land Management",5.4,"Wildfire"
"43",1987,"undetected_change","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",13.4,"Wildfire"
"44",1987,"undetected_change","Coffee Pot","Private","Private",0.3,"Wildfire"
"45",1987,"undetected_change","Monache Tubs","Private","Private",0.1,"Wildfire"
"46",1987,"undetected_change","Nutmeg","Private","Private",3.6,"Wildfire"
"47",1987,"undetected_change","Salt Creek Ridge","Private","Private",0.2,"Wildfire"
"48",1987,"undetected_change","Redwood Mountain","Giant Sequoia National Monument","US Forest Service",6.1,"Wildfire"
"49",1988,"lowsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",4.6,"Wildfire"
"50",1988,"modsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"51",1988,"undetected_change","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",5.8,"Wildfire"
"52",1991,"highsev_fire","East Fork","Sequoia and Kings Canyon National Parks","National Park Service",1.7,"Wildfire"
"53",1991,"lowsev_fire","East Fork","Sequoia and Kings Canyon National Parks","National Park Service",140.3,"Wildfire"
"54",1991,"modsev_fire","East Fork","Sequoia and Kings Canyon National Parks","National Park Service",9,"Wildfire"
"55",1991,"undetected_change","East Fork","Sequoia and Kings Canyon National Parks","National Park Service",60,"Wildfire"
"56",1994,"undetected_change","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",0.9,"Wildfire"
"57",1995,"highsev_fire","Castle Creek","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"58",1995,"lowsev_fire","Castle Creek","Sequoia and Kings Canyon National Parks","National Park Service",29.5,"Wildfire"
"59",1995,"modsev_fire","Castle Creek","Sequoia and Kings Canyon National Parks","National Park Service",1,"Wildfire"
"60",1995,"undetected_change","Castle Creek","Sequoia and Kings Canyon National Parks","National Park Service",17.7,"Wildfire"
"61",1995,"undetected_change","Eden Creek","Sequoia and Kings Canyon National Parks","National Park Service",0.6,"Wildfire"
"62",1996,NA,"Castle Creek","Sequoia and Kings Canyon National Parks","National Park Service",13.2,"Wildfire"
"63",1996,NA,"Redwood Meadow","Sequoia and Kings Canyon National Parks","National Park Service",9.7,"Wildfire"
"64",1997,"undetected_change","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",0.9,"Wildfire"
"65",1999,"undetected_change","New Oriole Lake","Sequoia and Kings Canyon National Parks","National Park Service",0.3,"Wildfire"
"66",2002,"lowsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",0.3,"Wildfire"
"67",2002,"undetected_change","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",5.6,"Wildfire"
"68",2003,"highsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"69",2003,"lowsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",48.9,"Wildfire"
"70",2003,"modsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",2.1,"Wildfire"
"71",2003,"undetected_change","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",44.5,"Wildfire"
"72",2006,"lowsev_fire","Mountain Home","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.3,"Wildfire"
"73",2006,"lowsev_fire","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"74",2006,"undetected_change","Mountain Home","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.4,"Wildfire"
"75",2006,"undetected_change","Redwood Mountain","Sequoia and Kings Canyon National Parks","National Park Service",0.2,"Wildfire"
"76",2008,"highsev_fire","Skagway","Sequoia and Kings Canyon National Parks","National Park Service",0.1,"Wildfire"
"77",2008,"lowsev_fire","Skagway","Sequoia and Kings Canyon National Parks","National Park Service",3.4,"Wildfire"
"78",2008,"modsev_fire","Skagway","Sequoia and Kings Canyon National Parks","National Park Service",0.7,"Wildfire"
"79",2008,"undetected_change","Skagway","Sequoia and Kings Canyon National Parks","National Park Service",1.2,"Wildfire"
"80",2009,"lowsev_fire","Lost","Sequoia and Kings Canyon National Parks","National Park Service",0.1,"Wildfire"
"81",2009,"undetected_change","Lost","Sequoia and Kings Canyon National Parks","National Park Service",2.8,"Wildfire"
"82",2010,"lowsev_fire","Monarch","Giant Sequoia National Monument","US Forest Service",2.7,"Wildfire"
"83",2010,"modsev_fire","Monarch","Giant Sequoia National Monument","US Forest Service",0.2,"Wildfire"
"84",2010,"undetected_change","Monarch","Giant Sequoia National Monument","US Forest Service",0.2,"Wildfire"
"85",2011,"lowsev_fire","Long Meadow","Giant Sequoia National Monument","US Forest Service",4.2,"Wildfire"
"86",2011,"modsev_fire","Long Meadow","Giant Sequoia National Monument","US Forest Service",1.1,"Wildfire"
"87",2011,"undetected_change","Long Meadow","Giant Sequoia National Monument","US Forest Service",1.9,"Wildfire"
"88",2013,NA,"Tuolumne","Yosemite National Park","National Park Service",10.2,"Wildfire"
"89",2015,"highsev_fire","General Grant","Sequoia and Kings Canyon National Parks","National Park Service",3.1,"Wildfire"
"90",2015,"highsev_fire","Abbott","Giant Sequoia National Monument","US Forest Service",0,"Wildfire"
"91",2015,"highsev_fire","Agnew","Giant Sequoia National Monument","US Forest Service",1,"Wildfire"
"92",2015,"highsev_fire","Cabin Creek","Giant Sequoia National Monument","US Forest Service",6.1,"Wildfire"
"93",2015,"highsev_fire","Cherry Gap","Giant Sequoia National Monument","US Forest Service",2.1,"Wildfire"
"94",2015,"highsev_fire","Converse Basin","Giant Sequoia National Monument","US Forest Service",56.3,"Wildfire"
"95",2015,"highsev_fire","Converse Mountain","Giant Sequoia National Monument","US Forest Service",12.9,"Wildfire"
"96",2015,"highsev_fire","Converse Saddle","Giant Sequoia National Monument","US Forest Service",0.5,"Wildfire"
"97",2015,"highsev_fire","Deer Meadow","Giant Sequoia National Monument","US Forest Service",1.5,"Wildfire"
"98",2015,"highsev_fire","Evans","Giant Sequoia National Monument","US Forest Service",62.8,"Wildfire"
"99",2015,"highsev_fire","General Grant","Giant Sequoia National Monument","US Forest Service",5.3,"Wildfire"
"100",2015,"highsev_fire","Hoist Ridge","Giant Sequoia National Monument","US Forest Service",5.6,"Wildfire"
"101",2015,"highsev_fire","Kennedy","Giant Sequoia National Monument","US Forest Service",10.8,"Wildfire"
"102",2015,"highsev_fire","Little Boulder","Giant Sequoia National Monument","US Forest Service",0.2,"Wildfire"
"103",2015,"highsev_fire","Lockwood","Giant Sequoia National Monument","US Forest Service",10.9,"Wildfire"
"104",2015,"highsev_fire","Verplank","Giant Sequoia National Monument","US Forest Service",4.2,"Wildfire"
"105",2015,"lowsev_fire","General Grant","Sequoia and Kings Canyon National Parks","National Park Service",10.3,"Wildfire"
"106",2015,"lowsev_fire","Abbott","Giant Sequoia National Monument","US Forest Service",0.2,"Wildfire"
"107",2015,"lowsev_fire","Agnew","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"108",2015,"lowsev_fire","Boulder Creek","Giant Sequoia National Monument","US Forest Service",6.9,"Wildfire"
"109",2015,"lowsev_fire","Cabin Creek","Giant Sequoia National Monument","US Forest Service",25.8,"Wildfire"
"110",2015,"lowsev_fire","Cherry Gap","Giant Sequoia National Monument","US Forest Service",7.1,"Wildfire"
"111",2015,"lowsev_fire","Converse Basin","Giant Sequoia National Monument","US Forest Service",199.9,"Wildfire"
"112",2015,"lowsev_fire","Converse Saddle","Giant Sequoia National Monument","US Forest Service",4.6,"Wildfire"
"113",2015,"lowsev_fire","Deer Meadow","Giant Sequoia National Monument","US Forest Service",4.7,"Wildfire"
"114",2015,"lowsev_fire","Evans","Giant Sequoia National Monument","US Forest Service",115.4,"Wildfire"
"115",2015,"lowsev_fire","General Grant","Giant Sequoia National Monument","US Forest Service",5.9,"Wildfire"
"116",2015,"lowsev_fire","Hoist Ridge","Giant Sequoia National Monument","US Forest Service",5.6,"Wildfire"
"117",2015,"lowsev_fire","Indian Basin","Giant Sequoia National Monument","US Forest Service",0.6,"Wildfire"
"118",2015,"lowsev_fire","Kennedy","Giant Sequoia National Monument","US Forest Service",28.4,"Wildfire"
"119",2015,"lowsev_fire","Little Boulder","Giant Sequoia National Monument","US Forest Service",17.7,"Wildfire"
"120",2015,"lowsev_fire","Lockwood","Giant Sequoia National Monument","US Forest Service",7.1,"Wildfire"
"121",2015,"lowsev_fire","Verplank","Giant Sequoia National Monument","US Forest Service",3.6,"Wildfire"
"122",2015,"modsev_fire","General Grant","Sequoia and Kings Canyon National Parks","National Park Service",9.3,"Wildfire"
"123",2015,"modsev_fire","Abbott","Giant Sequoia National Monument","US Forest Service",3.1,"Wildfire"
"124",2015,"modsev_fire","Agnew","Giant Sequoia National Monument","US Forest Service",3,"Wildfire"
"125",2015,"modsev_fire","Boulder Creek","Giant Sequoia National Monument","US Forest Service",3,"Wildfire"
"126",2015,"modsev_fire","Cabin Creek","Giant Sequoia National Monument","US Forest Service",27.9,"Wildfire"
"127",2015,"modsev_fire","Cherry Gap","Giant Sequoia National Monument","US Forest Service",15.8,"Wildfire"
"128",2015,"modsev_fire","Converse Basin","Giant Sequoia National Monument","US Forest Service",192.8,"Wildfire"
"129",2015,"modsev_fire","Converse Mountain","Giant Sequoia National Monument","US Forest Service",0.6,"Wildfire"
"130",2015,"modsev_fire","Converse Saddle","Giant Sequoia National Monument","US Forest Service",4.3,"Wildfire"
"131",2015,"modsev_fire","Deer Meadow","Giant Sequoia National Monument","US Forest Service",18.8,"Wildfire"
"132",2015,"modsev_fire","Evans","Giant Sequoia National Monument","US Forest Service",205,"Wildfire"
"133",2015,"modsev_fire","General Grant","Giant Sequoia National Monument","US Forest Service",9,"Wildfire"
"134",2015,"modsev_fire","Hoist Ridge","Giant Sequoia National Monument","US Forest Service",8,"Wildfire"
"135",2015,"modsev_fire","Indian Basin","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"136",2015,"modsev_fire","Kennedy","Giant Sequoia National Monument","US Forest Service",34.1,"Wildfire"
"137",2015,"modsev_fire","Little Boulder","Giant Sequoia National Monument","US Forest Service",9.9,"Wildfire"
"138",2015,"modsev_fire","Lockwood","Giant Sequoia National Monument","US Forest Service",8.6,"Wildfire"
"139",2015,"modsev_fire","Verplank","Giant Sequoia National Monument","US Forest Service",2.9,"Wildfire"
"140",2015,"undetected_change","General Grant","Sequoia and Kings Canyon National Parks","National Park Service",3.4,"Wildfire"
"141",2015,"undetected_change","Boulder Creek","Giant Sequoia National Monument","US Forest Service",0.4,"Wildfire"
"142",2015,"undetected_change","Cabin Creek","Giant Sequoia National Monument","US Forest Service",0.8,"Wildfire"
"143",2015,"undetected_change","Cherry Gap","Giant Sequoia National Monument","US Forest Service",0.7,"Wildfire"
"144",2015,"undetected_change","Converse Basin","Giant Sequoia National Monument","US Forest Service",118.4,"Wildfire"
"145",2015,"undetected_change","Deer Meadow","Giant Sequoia National Monument","US Forest Service",0.2,"Wildfire"
"146",2015,"undetected_change","Evans","Giant Sequoia National Monument","US Forest Service",4.7,"Wildfire"
"147",2015,"undetected_change","General Grant","Giant Sequoia National Monument","US Forest Service",0.4,"Wildfire"
"148",2015,"undetected_change","Hoist Ridge","Giant Sequoia National Monument","US Forest Service",1.1,"Wildfire"
"149",2015,"undetected_change","Little Boulder","Giant Sequoia National Monument","US Forest Service",2.8,"Wildfire"
"150",2015,"undetected_change","Lockwood","Giant Sequoia National Monument","US Forest Service",0,"Wildfire"
"151",2016,NA,"Maggie Mountain","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.5,"Wildfire"
"152",2016,NA,"Middle Tule","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",45,"Wildfire"
"153",2016,NA,"Burro Creek","Giant Sequoia National Monument","US Forest Service",3.7,"Wildfire"
"154",2016,NA,"Cunningham","Giant Sequoia National Monument","US Forest Service",4.1,"Wildfire"
"155",2016,NA,"Long Meadow","Giant Sequoia National Monument","US Forest Service",3.3,"Wildfire"
"156",2016,NA,"Maggie Mountain","Giant Sequoia National Monument","US Forest Service",10.3,"Wildfire"
"157",2016,NA,"Middle Tule","Giant Sequoia National Monument","US Forest Service",29.8,"Wildfire"
"158",2016,NA,"Silver Creek","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"159",2017,"highsev_fire","Black Mountain","Private","Private",4.5,"Wildfire"
"160",2017,"highsev_fire","Nelder","Private","Private",3.5,"Wildfire"
"161",2017,"highsev_fire","Alder Creek","Giant Sequoia National Monument","US Forest Service",0,"Wildfire"
"162",2017,"highsev_fire","Black Mountain","Giant Sequoia National Monument","US Forest Service",86.5,"Wildfire"
"163",2017,"highsev_fire","Nelder","Sierra National Forest","US Forest Service",21,"Wildfire"
"164",2017,"lowsev_fire","Alder Creek","Save the Redwoods League","Nonprofit",0.7,"Wildfire"
"165",2017,"lowsev_fire","Alder Creek","Private","Private",0.7,"Wildfire"
"166",2017,"lowsev_fire","Black Mountain","Private","Private",4.6,"Wildfire"
"167",2017,"lowsev_fire","Alder Creek","Giant Sequoia National Monument","US Forest Service",8.4,"Wildfire"
"168",2017,"lowsev_fire","Black Mountain","Giant Sequoia National Monument","US Forest Service",165.9,"Wildfire"
"169",2017,"lowsev_fire","Nelder","Sierra National Forest","US Forest Service",46.2,"Wildfire"
"170",2017,"modsev_fire","Alder Creek","Save the Redwoods League","Nonprofit",0.2,"Wildfire"
"171",2017,"modsev_fire","Black Mountain","Private","Private",6.3,"Wildfire"
"172",2017,"modsev_fire","Alder Creek","Giant Sequoia National Monument","US Forest Service",1.7,"Wildfire"
"173",2017,"modsev_fire","Black Mountain","Giant Sequoia National Monument","US Forest Service",223.9,"Wildfire"
"174",2017,"modsev_fire","Nelder","Sierra National Forest","US Forest Service",38.9,"Wildfire"
"175",2017,"undetected_change","Alder Creek","Save the Redwoods League","Nonprofit",0.1,"Wildfire"
"176",2017,"undetected_change","Alder Creek","Private","Private",0.1,"Wildfire"
"177",2017,"undetected_change","Black Mountain","Private","Private",1.9,"Wildfire"
"178",2017,"undetected_change","Alder Creek","Giant Sequoia National Monument","US Forest Service",0.3,"Wildfire"
"179",2017,"undetected_change","Black Mountain","Giant Sequoia National Monument","US Forest Service",5.2,"Wildfire"
"180",2017,"undetected_change","Nelder","Sierra National Forest","US Forest Service",3.7,"Wildfire"
"181",2018,"highsev_fire","Silver Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.8,"Wildfire"
"182",2018,"highsev_fire","Eden Creek","Sequoia and Kings Canyon National Parks","National Park Service",0,"Wildfire"
"183",2018,"highsev_fire","Burro Creek","Giant Sequoia National Monument","US Forest Service",0.1,"Wildfire"
"184",2018,"highsev_fire","Silver Creek","Giant Sequoia National Monument","US Forest Service",0.5,"Wildfire"
"185",2018,"lowsev_fire","Burro Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0,"Wildfire"
"186",2018,"lowsev_fire","Maggie Mountain","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0,"Wildfire"
"187",2018,"lowsev_fire","Middle Tule","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.8,"Wildfire"
"188",2018,"lowsev_fire","Silver Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",5.5,"Wildfire"
"189",2018,"lowsev_fire","Eden Creek","Sequoia and Kings Canyon National Parks","National Park Service",86.7,"Wildfire"
"190",2018,"lowsev_fire","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",0.1,"Wildfire"
"191",2018,"lowsev_fire","Burro Creek","Giant Sequoia National Monument","US Forest Service",22.4,"Wildfire"
"192",2018,"lowsev_fire","Silver Creek","Giant Sequoia National Monument","US Forest Service",8.3,"Wildfire"
"193",2018,"lowsev_fire","Wishon","Giant Sequoia National Monument","US Forest Service",1,"Wildfire"
"194",2018,"modsev_fire","Maggie Mountain","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0,"Wildfire"
"195",2018,"modsev_fire","Silver Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",2.5,"Wildfire"
"196",2018,"modsev_fire","Eden Creek","Sequoia and Kings Canyon National Parks","National Park Service",6.1,"Wildfire"
"197",2018,"modsev_fire","Burro Creek","Giant Sequoia National Monument","US Forest Service",1.8,"Wildfire"
"198",2018,"modsev_fire","Silver Creek","Giant Sequoia National Monument","US Forest Service",3.6,"Wildfire"
"199",2018,"undetected_change","Maggie Mountain","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.1,"Wildfire"
"200",2018,"undetected_change","Middle Tule","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.8,"Wildfire"
"201",2018,"undetected_change","Silver Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.8,"Wildfire"
"202",2018,"undetected_change","Coffeepot Canyon","Sequoia and Kings Canyon National Parks","National Park Service",1,"Wildfire"
"203",2018,"undetected_change","Eden Creek","Sequoia and Kings Canyon National Parks","National Park Service",57.4,"Wildfire"
"204",2018,"undetected_change","Giant Forest","Sequoia and Kings Canyon National Parks","National Park Service",0.8,"Wildfire"
"205",2018,"undetected_change","Burro Creek","Giant Sequoia National Monument","US Forest Service",21.1,"Wildfire"
"206",2018,"undetected_change","Maggie Mountain","Giant Sequoia National Monument","US Forest Service",0,"Wildfire"
"207",2018,"undetected_change","Silver Creek","Giant Sequoia National Monument","US Forest Service",0.7,"Wildfire"
"208",2018,"undetected_change","Wishon","Giant Sequoia National Monument","US Forest Service",3.6,"Wildfire"
"209",2020,"highsev_fire","Mountain Home","Tulare County","County",0.2,"Wildfire"
"210",2020,"highsev_fire","Middle Tule","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",2.3,"Wildfire"
"211",2020,"highsev_fire","Mountain Home","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",135,"Wildfire"
"212",2020,"highsev_fire","Silver Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0,"Wildfire"
"213",2020,"highsev_fire","Board Camp","Sequoia and Kings Canyon National Parks","National Park Service",17.8,"Wildfire"
"214",2020,"highsev_fire","Cedar Flat","Sequoia and Kings Canyon National Parks","National Park Service",0.2,"Wildfire"
"215",2020,"highsev_fire","Dillonwood","Sequoia and Kings Canyon National Parks","National Park Service",25.7,"Wildfire"
"216",2020,"highsev_fire","Forgotten","Sequoia and Kings Canyon National Parks","National Park Service",0.2,"Wildfire"
"217",2020,"highsev_fire","Garfield","Sequoia and Kings Canyon National Parks","National Park Service",21.8,"Wildfire"
"218",2020,"highsev_fire","Homers Nose","Sequoia and Kings Canyon National Parks","National Park Service",28.2,"Wildfire"
"219",2020,"highsev_fire","South Fork","Sequoia and Kings Canyon National Parks","National Park Service",2.5,"Wildfire"
"220",2020,"highsev_fire","Alder Creek","Save the Redwoods League","Nonprofit",28.7,"Wildfire"
"221",2020,"highsev_fire","Alder Creek","Private","Private",10.7,"Wildfire"
"222",2020,"highsev_fire","Belknap Camp","Private","Private",1.2,"Wildfire"
"223",2020,"highsev_fire","Freeman Creek","Private","Private",3.5,"Wildfire"
"224",2020,"highsev_fire","Mountain Home","Private","Private",0.5,"Wildfire"
"225",2020,"highsev_fire","Alder Creek","Giant Sequoia National Monument","US Forest Service",39.4,"Wildfire"
"226",2020,"highsev_fire","Belknap Camp","Giant Sequoia National Monument","US Forest Service",13,"Wildfire"
"227",2020,"highsev_fire","Carr Wilson","Giant Sequoia National Monument","US Forest Service",2.1,"Wildfire"
"228",2020,"highsev_fire","Dillonwood","Giant Sequoia National Monument","US Forest Service",40.2,"Wildfire"
"229",2020,"highsev_fire","Dillonwood - West","Giant Sequoia National Monument","US Forest Service",0.9,"Wildfire"
"230",2020,"highsev_fire","Freeman Creek","Giant Sequoia National Monument","US Forest Service",363.8,"Wildfire"
"231",2020,"highsev_fire","McIntyre","Giant Sequoia National Monument","US Forest Service",60.3,"Wildfire"
"232",2020,"highsev_fire","Middle Tule","Giant Sequoia National Monument","US Forest Service",2.5,"Wildfire"
"233",2020,"highsev_fire","Mountain Home","Giant Sequoia National Monument","US Forest Service",61.2,"Wildfire"
"234",2020,"highsev_fire","Wheel Meadow","Giant Sequoia National Monument","US Forest Service",185.9,"Wildfire"
"235",2020,"lowsev_fire","Mountain Home","Tulare County","County",30.1,"Wildfire"
"236",2020,"lowsev_fire","Middle Tule","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",34.4,"Wildfire"
"237",2020,"lowsev_fire","Mountain Home","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",439,"Wildfire"
"238",2020,"lowsev_fire","Silver Creek","Mountain Home Demonstration State Forest","Mountain Home Demonstration State Forest",0.1,"Wildfire"
"239",2020,"lowsev_fire","Board Camp","Sequoia and Kings Canyon National Parks","National Park Service",0.2,"Wildfire"
"240",2020,"lowsev_fire","Cedar Flat","Sequoia and Kings Canyon National Parks","National Park Service",5.1,"Wildfire"
"241",2020,"lowsev_fire","Clough Cave","Sequoia and Kings Canyon National Parks","National Park Service",0.5,"Wildfire"
"242",2020,"lowsev_fire","Dennison","Sequoia and Kings Canyon National Parks","National Park Service",3.2,"Wildfire"
"243",2020,"lowsev_fire","Devil's Canyon","Sequoia and Kings Canyon National Parks","National Park Service",3.3,"Wildfire"
"244",2020,"lowsev_fire","Dillonwood","Sequoia and Kings Canyon National Parks","National Park Service",184.9,"Wildfire"
"245",2020,"lowsev_fire","Forgotten","Sequoia and Kings Canyon National Parks","National Park Service",0.2,"Wildfire"
"246",2020,"lowsev_fire","Garfield","Sequoia and Kings Canyon National Parks","National Park Service",341.1,"Wildfire"
"247",2020,"lowsev_fire","Homers Nose","Sequoia and Kings Canyon National Parks","National Park Service",5.4,"Wildfire"
"248",2020,"lowsev_fire","Putnam-Francis Tree","Sequoia and Kings Canyon National Parks","National Park Service",0.1,"Wildfire"
"249",2020,"lowsev_fire","South Fork","Sequoia and Kings Canyon National Parks","National Park Service",56.9,"Wildfire"
"250",2020,"lowsev_fire","Alder Creek","Save the Redwoods League","Nonprofit",73.4,"Wildfire"
"251",2020,"lowsev_fire","Alder Creek","Private","Private",15.3,"Wildfire"
"252",2020,"lowsev_fire","Mountain Home","Private","Private",17.5,"Wildfire"
"253",2020,"lowsev_fire","Alder Creek","Giant Sequoia National Monument","US Forest Service",3.1,"Wildfire"
"254",2020,"lowsev_fire","Belknap Camp","Giant Sequoia National Monument","US Forest Service",13.6,"Wildfire"
"255",2020,"lowsev_fire","Burro Creek","Giant Sequoia National Monument","US Forest Service",2,"Wildfire"
"256",2020,"lowsev_fire","Carr Wilson","Giant Sequoia National Monument","US Forest Service",1.3,"Wildfire"
"257",2020,"lowsev_fire","Dennison","Giant Sequoia National Monument","US Forest Service",0.2,"Wildfire"
"258",2020,"lowsev_fire","Dillonwood","Giant Sequoia National Monument","US Forest Service",33.2,"Wildfire"
"259",2020,"lowsev_fire","Freeman Creek","Giant Sequoia National Monument","US Forest Service",80.7,"Wildfire"
"260",2020,"lowsev_fire","McIntyre","Giant Sequoia National Monument","US Forest Service",8,"Wildfire"
"261",2020,"lowsev_fire","Middle Tule","Giant Sequoia National Monument","US Forest Service",22.6,"Wildfire"
"262",2020,"lowsev_fire","Mountain Home","Giant Sequoia National Monument","US Forest Service",32.2,"Wildfire"
"263",2020,"lowsev_fire","Silver Creek","Giant Sequoia National Monument","US Forest Service",1.9,"Wildfire"
"264",2020,"lowsev_fire","Upper Tule","Giant Sequoia National Monument","US Forest Service",2.3,"Wildfire"
"265",2020,"lowsev_fire","Wheel Meadow","Giant Sequoia National Monument","US Forest Service",7.1,"Wildfire"
