id,grov_nm,ha_1,ha_2,ha_3,ha_4,ha_total
2018ALDER,Maggie Mountain,0.12502939023196086,0.0550810493047793,0,0,0.18011043953674016
2018ALDER,Silver Creek,5.070706652775627,14.245875600231868,2.7904626691943175,0.5112081822925019,22.61825310449432
2018ALDER,Wishon,4.547326094052345,0.06415012281759098,0,0,4.611476216869936
2018ALDER,Middle Tule,1.409483762670745,0.15202728666240364,0,0,1.5615110493331488
2018EDEN,Coffeepot Canyon,0.9547616578473419,0,0,0,0.9547616578473419
2018EDEN,Eden Creek,109.72632193106739,39.92720957368365,0.515234596871545,0.03266863631573506,150.20143473793834
2018THARPS,Giant Forest,0.9408943259351557,0,0,0,0.9408943259351557
2020CASTLE,Alder Creek,60.802223093648735,73.64030472615212,18.5691355636165,72.3272597656659,225.33892314908326
2020CASTLE,Belknap Camp,9.603893088741337,10.610371084328373,7.314876801841315,12.46586790578202,39.99500888069304
2020CASTLE,Burro Creek,2.2741576705127113,0.22331882886795792,0,0,2.497476499380669
2020CASTLE,Carr Wilson,0.17495672051502625,2.3812326492047844,0.885403221079745,1.9232872123588634,5.364879803158419
2020CASTLE,Dennison,0.39635988863755484,5.011305590607558,0,0,5.407665479245113
2020CASTLE,Dillonwood,186.6832183065227,147.04855008273964,33.87701622688456,57.53407325478242,425.14285787092933
2020CASTLE,Dillonwood - West,0,0.043760569438803944,0.827219013468855,0.7848541426463653,1.6558337255540243
2020CASTLE,Freeman Creek,10.700109744821663,137.35009929668317,76.61675089167731,347.1542109939504,571.8211709271326
2020CASTLE,McIntyre,0.42768194466944337,24.111848412482207,39.557227791492096,48.80851772929815,112.9052758779419
2020CASTLE,Middle Tule,53.10138318134246,48.717199737617214,9.893134373273638,3.376027666435075,115.0877449586684
2020CASTLE,Mountain Home,352.95134746630737,473.30068621764985,147.1086865998724,160.34727027484044,1133.7079905586702
2020CASTLE,Silver Creek,3.13064995316362,0.8166769104894294,0.07680835839395604,0,4.024135222047005
2020CASTLE,Upper Tule,1.2267577539019456,1.5913073097285662,0,0,2.818065063630512
2020CASTLE,Wheel Meadow,0.5077408678231062,21.59636642544995,38.89232794092451,172.75957046145092,233.75600569564847
2020CASTLE,Wishon,5.438185445753116,0.5124813180884176,0,0,5.950666763841534
2020CASTLE,Board Camp,0,0.865945419151822,2.3317169444408563,16.31507451088064,19.512736874473315
2020CASTLE,Cedar Flat,1.3010293860864581,4.4882723057283105,0.23881082437073484,0.12828480168975784,6.156397317875262
2020CASTLE,Clough Cave,0.323841119828471,0.16721980576888673,0,0,0.49106092559735776
2020CASTLE,Devil's Canyon,0.8161786525157957,2.774198251905122,0,0,3.5903769044209177
2020CASTLE,Forgotten,0,0.4177185008931163,0.16201511370427843,0.1597155534921447,0.7394491680895394
2020CASTLE,Garfield,202.42348392720766,248.85183844468614,23.073759766803274,17.538842876951474,491.8879250156486
2020CASTLE,Homers Nose,0.2037242758949358,13.54590316600269,8.343879973885286,26.0143805183485,48.10788793413141
2020CASTLE,Putnam-Francis Tree,0.01601194127358467,0.10388040294729345,0,0,0.11989234422087812
2020CASTLE,South Fork,9.162895190429552,77.5578724088163,9.667392655325642,1.2786695409332771,97.66682979550477
2021KNP_COMP,Redwood Mountain,362.1131804927237,325.84492426210994,140.52961796069073,229.70290165870685,1058.1906243742312
2021KNP_COMP,Atwell,65.16780965499912,74.58478617453878,11.653987374669187,6.813958662137845,158.22054186634492
2021KNP_COMP,Big Springs,0.11337301205358,0.8405939070079825,0.003573780007667314,0,0.9575406990692298
2021KNP_COMP,Castle Creek,4.376449403388618,49.20242994396835,27.43297122632796,7.500824196143472,88.5126747698284
2021KNP_COMP,Douglass,0,0.36254720852652683,0.06700937658301555,0,0.42955658510954237
2021KNP_COMP,East Fork,1.5625351665858456,1.6453002087204642,0.06384420760015347,0,3.2716795829064633
2021KNP_COMP,Fenced Tree,0.008869207002036274,0.2169240664338212,0,0,0.22579327343585748
2021KNP_COMP,Giant Forest,99.31928322989197,95.53621951591917,12.2372563320619,2.1495432775754084,209.24230235544843
2021KNP_COMP,Lost,9.736184530682808,2.6993211603887106,0,0,12.43550569107152
2021KNP_COMP,Muir,28.263144746926276,58.60968136968016,8.430535007442982,3.8424810343732876,99.14584215842271
2021KNP_COMP,New Oriole Lake,0,2.429004371530853,1.908955421753963,1.628487362413611,5.966447155698427
2021KNP_COMP,Oriole Lake,15.69804714146458,41.69525308064036,1.8737953865672914,0.21739027450339668,59.48448588317563
2021KNP_COMP,Pine Ridge,2.493481369208797,13.631491145009802,1.4899556525542197,0.12537253870970455,17.74030070548252
2021KNP_COMP,Redwood Creek,4.771990322538928,12.629868481129376,0.7166355761232535,0.7491292222373188,18.867623602028875
2021KNP_COMP,Skagway,9.5226466756639,14.008963025352557,0.588049103720743,0.5529442864060635,24.672603091143262
2021KNP_COMP,Squirrel Creek,0.932714749263804,1.4304894105231893,0.22698981205751584,0.2386889128079948,2.8288828846525043
2021KNP_COMP,Suwanee,0,7.200516482412603,14.814826207467755,5.90981586984197,27.925158559722327
2021WINDY,Black Mountain,14.567804109109671,8.524119086581532,0.053529222879340616,0,23.145452418570542
2021WINDY,Cunningham,2.3429612002429177,1.6251427468262725,0.11772524168023957,0,4.08582918874943
2021WINDY,Deer Creek,0,0.8586473123218188,1.9764423706033072,11.330632467362886,14.165722150288012
2021WINDY,Long Meadow,2.6692424143707556,28.905530967667765,21.395842969475584,22.108688240788474,75.07930459230258
2021WINDY,Packsaddle,0.14544729078518068,27.07503376208358,20.019729069947722,23.509340889395578,70.74955101221207
2021WINDY,Peyrone,2.2396163833110414,49.067153318387234,27.452731226692553,12.963638310979341,91.72313923937017
2021WINDY,Powderhorn Tree,0,0.14803686869359792,0,0,0.14803686869359792
2021WINDY,Redhill,0.7288568100360066,55.03971935619401,63.54462101126459,53.88072060174552,173.1939177792401
2021WINDY,South Peyrone,0,2.909487676358544,5.548785005338539,4.469988467367739,12.928261149064824
2021WINDY,Starvation Creek,0,0,0.7038790353811022,9.51084512352814,10.214724158909242
2022MOSQUITO,Placer County Big Trees,0.5419592190659509,0.3564319309399236,0,0,0.8983911500058746
2022WASHBURN,Mariposa,1.6232439832330892,1.55530782288643,0.34970095951432406,0,3.528252765633843
2024COFFEE,Coffee Pot,1.6794847458411941,11.247057819587347,1.3250647137985072,0.45434914724776465,14.705956426474813
2024COFFEE,Ladybug,0,0.20766445942344144,0.6822130909415748,0,0.8898775503650163
2024COFFEE,Monache Tubs,0.10344250370715745,4.582694041059323,2.8960008429757407,2.617106427444387,10.199243815186609
2024COFFEE,Nutmeg,1.3994126519533805,15.325920904639887,8.315845277066508,1.5379512273959532,26.57913006105573
2024COFFEE,Salt Creek Ridge,0.5277737574217608,9.776921885024798,1.4156261281131495,0,11.720321770559709
2024COFFEE,Coffeepot Canyon,0.11615592424506323,2.211085858553625,0.07960357913191402,0,2.406845361930602
2024COFFEE,Eden Creek,77.17270666889017,89.93079683261612,8.898314249768012,0.043574237370613264,176.04539198864492
2024COFFEE,Surprise,1.4059162023249882e-4,4.877126243519317,3.9543453483818376,0.26485088093567904,9.096463064457067
