,resist_id,last_trt,area_ha,recent_dist_yr,recent_dist_type,unit_name,grove_name,prior1_dist_yr,prior1_dist_type,prior2_dist_yr,prior2_dist_type,keep,prior1_dist_yr_0,diff.1.to.2,resst_d
659,995,2022,3.1955E-12,2022,rx_pile,Giant Sequoia National Monument,Indian Basin,2021,mech_under,NA,NA,T,2021,1,995
660,996,2022,6.17275E-06,2022,rx_pile,Giant Sequoia National Monument,Indian Basin,2021,mech_under,2019,mech_under,T,2021,1,996
661,997,2023,8.95279E-12,2023,mech_under,Giant Sequoia National Monument,Indian Basin,2022,rx_pile,2021,mech_under,T,2022,1,997
662,998,2023,0.189094525,2023,mech_under,Giant Sequoia National Monument,Indian Basin,2022,rx_pile,2021,mech_under,T,2022,1,998
663,999,2023,4.54747E-17,2023,mech_under,Giant Sequoia National Monument,Indian Basin,2022,rx_pile,2021,mech_under,T,2022,1,999
664,1005,2022,1.00556E-14,2022,rx_pile,Giant Sequoia National Monument,Indian Basin,2021,mech_under,2019,mech_under,T,2021,1,1005
665,1006,2023,0,2023,mech_under,Giant Sequoia National Monument,Indian Basin,2022,rx_pile,2021,mech_under,T,2022,1,1006
666,1014,2016,1.74623E-14,2016,rx_pile,Giant Sequoia National Monument,Indian Basin,NA,NA,NA,NA,T,0,2016,1014
667,1015,2024,2.91038E-15,2024,rx_pile,Giant Sequoia National Monument,Indian Basin,2023,mech_under,2019,mech_under,T,2023,1,1015
668,1042,2024,4.172945175,2024,rx_pile,Giant Sequoia National Monument,Indian Basin,2023,mech_under,2022,rx_pile,T,2023,1,1042
669,1044,2022,4.17799E-16,2022,rx_pile,Giant Sequoia National Monument,Indian Basin,2021,mech_under,2018,rx_pile,T,2021,1,1044
670,1046,2022,8.51337033,2022,rx_pile,Giant Sequoia National Monument,Indian Basin,2021,mech_under,2019,mech_under,T,2021,1,1046
671,1048,2023,3.89802E-07,2023,mech_under,Giant Sequoia National Monument,Indian Basin,2022,rx_pile,2021,mech_under,T,2022,1,1048
672,1054,2024,0.214244555,2024,rx_pile,Giant Sequoia National Monument,Indian Basin,2023,mech_under,2019,mech_under,T,2023,1,1054
673,1070,2019,0.301538752,2019,mech_under,Giant Sequoia National Monument,Indian Basin,2018,rx_pile,2017,mech_under,T,2018,1,1070
674,1072,2023,0.043824591,2023,mech_under,Giant Sequoia National Monument,Indian Basin,2019,mech_under,2018,rx_pile,T,2019,4,1072
675,1074,2018,1.74623E-14,2018,rx_pile,Giant Sequoia National Monument,Indian Basin,NA,NA,NA,NA,T,0,2018,1074
676,1075,2015,39.58956602,2015,lowsev_fire,Giant Sequoia National Monument,Kennedy,NA,NA,NA,NA,T,0,2015,1075
677,1077,2015,27.23033478,2015,modsev_fire,Giant Sequoia National Monument,Kennedy,NA,NA,NA,NA,T,0,2015,1077
678,1079,2015,6.243442181,2015,highsev_fire,Giant Sequoia National Monument,Kennedy,NA,NA,NA,NA,T,0,2015,1079
679,1080,2015,0.247372716,2015,lowsev_fire,Giant Sequoia National Monument,Kennedy,1986,mech_under,NA,NA,T,1986,29,1080
680,1081,1986,1.45519E-15,1986,mech_under,Giant Sequoia National Monument,Kennedy,NA,NA,NA,NA,T,0,1986,1081
681,1082,2023,1.61701799,2023,mech_under,Giant Sequoia National Monument,Landslide,NA,NA,NA,NA,T,0,2023,1082
682,1083,2023,7.49690306,2023,mech_under,Giant Sequoia National Monument,Landslide,2022,mech_under,NA,NA,T,2022,1,1083
683,1084,2022,7.770131167,2022,mech_under,Giant Sequoia National Monument,Landslide,NA,NA,NA,NA,T,0,2022,1084
684,1085,2015,17.44520342,2015,lowsev_fire,Giant Sequoia National Monument,Little Boulder,NA,NA,NA,NA,T,0,2015,1085
685,1087,2015,3.206696916,2015,modsev_fire,Giant Sequoia National Monument,Little Boulder,NA,NA,NA,NA,T,0,2015,1087
686,1089,2015,0.001142957,2015,modsev_fire,Giant Sequoia National Monument,Little Boulder,1983,mech_under,NA,NA,T,1983,32,1089
687,1090,2015,0.001583502,2015,lowsev_fire,Giant Sequoia National Monument,Little Boulder,1983,mech_under,NA,NA,T,1983,32,1090
688,1091,1983,0,1983,mech_under,Giant Sequoia National Monument,Little Boulder,NA,NA,NA,NA,T,0,1983,1091
689,1093,2015,1.508900991,2015,modsev_fire,Giant Sequoia National Monument,Little Boulder,1984,mech_under,NA,NA,T,1984,31,1093
690,1094,2015,0.674494681,2015,lowsev_fire,Giant Sequoia National Monument,Little Boulder,1984,mech_under,NA,NA,T,1984,31,1094
691,1095,1984,5.82077E-15,1984,mech_under,Giant Sequoia National Monument,Little Boulder,NA,NA,NA,NA,T,0,1984,1095
692,1097,2015,2.391227147,2015,modsev_fire,Giant Sequoia National Monument,Little Boulder,1985,mech_under,NA,NA,T,1985,30,1097
693,1098,2015,3.838847197,2015,lowsev_fire,Giant Sequoia National Monument,Little Boulder,1985,mech_under,NA,NA,T,1985,30,1098
694,1099,1985,0.071521248,1985,mech_under,Giant Sequoia National Monument,Little Boulder,NA,NA,NA,NA,T,0,1985,1099
695,1100,2015,0.7498199,2015,lowsev_fire,Giant Sequoia National Monument,Little Boulder,1986,mech_under,NA,NA,T,1986,29,1100
696,1101,2015,3.284664576,2015,lowsev_fire,Giant Sequoia National Monument,Lockwood,NA,NA,NA,NA,T,0,2015,1101
697,1103,2015,6.734026134,2015,modsev_fire,Giant Sequoia National Monument,Lockwood,NA,NA,NA,NA,T,0,2015,1103
698,1105,2015,8.381490644,2015,highsev_fire,Giant Sequoia National Monument,Lockwood,NA,NA,NA,NA,T,0,2015,1105
699,1107,2015,4.687645227,2015,lowsev_fire,Giant Sequoia National Monument,Lockwood,1985,mech_under,NA,NA,T,1985,30,1107
700,1108,2015,1.423338239,2015,modsev_fire,Giant Sequoia National Monument,Lockwood,1985,mech_under,NA,NA,T,1985,30,1108
701,1111,2015,2.141994056,2015,highsev_fire,Giant Sequoia National Monument,Lockwood,1985,mech_under,NA,NA,T,1985,30,1111
702,1112,1985,1.81899E-14,1985,mech_under,Giant Sequoia National Monument,Lockwood,NA,NA,NA,NA,T,0,1985,1112
703,1113,2021,1.16415E-14,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,2011,lowsev_fire,NA,NA,T,2011,10,1113
704,1114,2021,0.000418741,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2021,1114
705,1116,2021,1.13687E-17,2021,modsev_fire,Giant Sequoia National Monument,Long Meadow,2011,modsev_fire,NA,NA,T,2011,10,1116
706,1117,2021,3.32179E-17,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2021,1117
707,1117,2021,3.32179E-17,2021,modsev_fire,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,NA,NA,T,2021,0,1117
708,1118,2021,0.000813771,2021,modsev_fire,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2021,1118
709,1119,2021,1.74623E-14,2021,highsev_fire,Giant Sequoia National Monument,Long Meadow,2011,lowsev_fire,NA,NA,T,2011,10,1119
710,1121,2021,4.65661E-14,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2021,1121
711,1121,2021,4.65661E-14,2021,highsev_fire,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,NA,NA,T,2021,0,1121
712,1123,2021,2.39434E-09,2021,highsev_fire,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2021,1123
713,1124,2016,1.76446E-15,2016,lowsev_fire,Giant Sequoia National Monument,Long Meadow,2011,lowsev_fire,NA,NA,T,2011,5,1124
714,1125,2021,0,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,2016,lowsev_fire,2011,lowsev_fire,T,2016,5,1125
715,1126,2016,4.07454E-14,2016,lowsev_fire,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2016,1126
716,1127,2023,9.09495E-17,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,2016,lowsev_fire,T,2021,2,1127
717,1128,2023,0.036503143,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2016,lowsev_fire,T,2021,2,1128
718,1129,2023,0.105479289,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2016,lowsev_fire,NA,NA,T,2016,7,1129
719,1130,2023,5.82077E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2011,lowsev_fire,NA,NA,T,2011,12,1130
720,1131,2023,0.00107837,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2011,lowsev_fire,T,2021,2,1131
721,1133,2023,0.006318138,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,2011,lowsev_fire,T,2021,2,1133
722,1135,2023,1.28186E-06,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,2021,lowsev_fire,T,2021,2,1135
723,1136,2023,18.42818903,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,NA,NA,T,2021,2,1136
724,1137,2023,3.78061E-06,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,2021,lowsev_fire,T,2021,2,1137
725,1138,2023,12.14215772,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,NA,NA,T,2021,2,1138
726,1139,2023,1.17214E-06,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,2021,modsev_fire,T,2021,2,1139
727,1140,2023,6.089993032,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,NA,NA,T,2021,2,1140
728,1142,2023,0.320606745,2023,mech_under,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2023,1142
729,1146,2023,2.18279E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,1985,mech_under,T,2021,2,1146
730,1147,2023,3.49246E-14,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,1985,mech_under,T,2021,2,1147
731,1149,2023,1.17716E-08,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,2021,lowsev_fire,T,2021,2,1149
732,1150,2023,2.854568907,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,1986,mech_under,T,2021,2,1150
733,1151,2021,0.000516216,2021,modsev_fire,Giant Sequoia National Monument,Long Meadow,1986,mech_under,NA,NA,T,1986,35,1151
734,1152,2023,0.753048225,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,1986,mech_under,T,2021,2,1152
735,1154,2023,2.050233829,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,1986,mech_under,T,2021,2,1154
736,1155,2023,0.072673203,2023,mech_under,Giant Sequoia National Monument,Long Meadow,1986,mech_under,NA,NA,T,1986,37,1155
737,1156,2021,0.000420106,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,1986,mech_under,NA,NA,T,1986,35,1156
738,1157,2021,1.45519E-14,2021,highsev_fire,Giant Sequoia National Monument,Long Meadow,1986,mech_under,NA,NA,T,1986,35,1157
739,1158,2023,0.000139136,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,2018,mech_under,T,2021,2,1158
740,1160,2023,0.069881345,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2018,mech_under,T,2021,2,1160
741,1161,2021,0.000368137,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,2018,mech_under,2016,lowsev_fire,T,2018,3,1161
742,1162,2023,1.104707959,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2018,mech_under,2016,lowsev_fire,T,2018,5,1162
743,1165,2023,0.071930779,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2018,mech_under,2016,modsev_fire,T,2018,5,1165
744,1166,2018,0.264442664,2018,mech_under,Giant Sequoia National Monument,Long Meadow,2016,lowsev_fire,NA,NA,T,2016,2,1166
745,1167,2023,0.083433686,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2018,mech_under,2016,lowsev_fire,T,2018,5,1167
746,1170,2023,0.018010689,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2018,mech_under,T,2021,2,1170
747,1172,2023,0.063148739,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2018,mech_under,2011,lowsev_fire,T,2018,5,1172
748,1173,2023,0.146511114,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2018,mech_under,T,2021,2,1173
749,1175,2023,0.094664708,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2018,mech_under,T,2021,2,1175
750,1179,2023,0.171264406,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,2018,mech_under,T,2021,2,1179
751,1180,2023,0.921877458,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2018,mech_under,NA,NA,T,2018,5,1180
752,1181,2018,1.111349283,2018,mech_under,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2018,1181
753,1182,2023,0.126465664,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2007,mech_under,T,2021,2,1182
754,1183,2021,0.024210887,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,2007,mech_under,NA,NA,T,2007,14,1183
755,1184,2023,0.061533776,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2007,mech_under,NA,NA,T,2007,16,1184
756,1185,2007,0.016993088,2007,mech_under,Giant Sequoia National Monument,Long Meadow,1986,mech_under,NA,NA,T,1986,21,1185
757,1186,2023,0.017033534,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2007,mech_under,1986,mech_under,T,2007,16,1186
758,1187,2023,0.037020817,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2007,mech_under,T,2021,2,1187
759,1188,2021,0.002922915,2021,lowsev_fire,Giant Sequoia National Monument,Long Meadow,2007,mech_under,1986,mech_under,T,2007,14,1188
760,1189,2007,0.115038215,2007,mech_under,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2007,1189
761,1190,2023,0,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2018,mech_under,T,2022,1,1190
762,1191,2023,2.18279E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1191
763,1192,2023,2.94918E-17,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1192
764,1196,2022,5.82077E-15,2022,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,NA,NA,T,2021,1,1196
765,1197,2023,8.94943E-14,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1197
766,1199,2023,0,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,highsev_fire,T,2022,1,1199
767,1203,2022,6.40284E-14,2022,mech_under,Giant Sequoia National Monument,Long Meadow,1986,mech_under,NA,NA,T,1986,36,1203
768,1205,2022,2.91038E-15,2022,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,1986,mech_under,T,2021,1,1205
769,1206,2023,1.66438E-14,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1206
770,1208,2022,7.77156E-20,2022,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,1986,mech_under,T,2021,1,1208
771,1209,2023,7.05768E-14,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,highsev_fire,T,2022,1,1209
772,1210,2023,3.2469E-14,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1210
773,1212,2022,9.57621E-14,2022,mech_under,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2022,1212
774,1213,2023,0.804345512,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,highsev_fire,T,2022,1,1213
775,1213,2023,0.804345512,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1213
776,1214,2023,1.45519E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,1985,mech_under,T,2022,1,1214
777,1214,2023,1.45519E-15,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1214
778,1216,2023,0.227891206,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1216
779,1216,2023,0.227891206,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1216
780,1217,2023,0,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2022,mech_under,1985,mech_under,T,2022,1,1217
781,1218,2023,0.009874773,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,1985,mech_under,T,2021,2,1218
782,1218,2023,0.009874773,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,highsev_fire,T,2023,0,1218
783,1220,2023,2.73736E-08,2023,mech_under,Giant Sequoia National Monument,Long Meadow,1985,mech_under,NA,NA,T,1985,38,1220
784,1220,2023,2.73736E-08,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,1985,mech_under,T,2023,0,1220
785,1221,2023,0.177985404,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,1985,mech_under,T,2021,2,1221
786,1221,2023,0.177985404,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,modsev_fire,T,2023,0,1221
787,1222,2023,0.007659926,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,1985,mech_under,T,2021,2,1222
788,1222,2023,0.007659926,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,lowsev_fire,T,2023,0,1222
789,1224,2023,0,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,1985,mech_under,NA,NA,T,1985,38,1224
790,1225,2023,0.390455128,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2018,mech_under,T,2022,1,1225
791,1225,2023,0.390455128,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1225
792,1226,2023,0.036419075,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1226
793,1226,2023,0.036419075,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1226
794,1228,2023,0.06088577,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2016,lowsev_fire,T,2022,1,1228
795,1228,2023,0.06088577,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1228
796,1229,2023,0.032521321,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1229
797,1229,2023,0.032521321,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1229
798,1232,2023,0.016022743,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1232
799,1232,2023,0.016022743,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1232
800,1233,2023,0.007403911,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2018,mech_under,T,2022,1,1233
801,1233,2023,0.007403911,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1233
802,1237,2023,8.73115E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2018,mech_under,NA,NA,T,2018,5,1237
803,1237,2023,8.73115E-15,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2018,mech_under,T,2023,0,1237
804,1238,2023,1.822846879,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2018,mech_under,T,2021,2,1238
805,1238,2023,1.822846879,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,lowsev_fire,T,2023,0,1238
806,1241,2023,0.035701314,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,NA,NA,T,2021,2,1241
807,1241,2023,0.035701314,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,lowsev_fire,T,2023,0,1241
808,1242,2023,0.113621253,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1242
809,1242,2023,0.113621253,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1242
810,1245,2023,1.24108E-09,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,NA,NA,T,2022,1,1245
811,1245,2023,1.24108E-09,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1245
812,1246,2023,6.47046E-14,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1246
813,1247,2023,1.87514E-08,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,highsev_fire,T,2022,1,1247
814,1247,2023,1.87514E-08,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1247
815,1250,2023,1.367703283,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1250
816,1250,2023,1.367703283,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1250
817,1251,2023,0.075358875,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,NA,NA,T,2021,2,1251
818,1251,2023,0.075358875,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,modsev_fire,T,2023,0,1251
819,1254,2023,0.008511724,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,NA,NA,T,2021,2,1254
820,1254,2023,0.008511724,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,highsev_fire,T,2023,0,1254
821,1255,2023,1.777060378,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,highsev_fire,T,2022,1,1255
822,1255,2023,1.777060378,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1255
823,1256,2023,9.05261E-08,2023,mech_under,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2023,1256
824,1256,2023,9.05261E-08,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,NA,NA,T,2023,0,1256
825,1259,2023,6.227E-05,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1259
826,1261,2023,4.18621E-08,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,highsev_fire,T,2022,1,1261
827,1261,2023,4.18621E-08,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1261
828,1262,2023,3.4197E-14,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1262
829,1262,2023,3.4197E-14,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1262
830,1264,2023,1.6734E-15,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2022,mech_under,1986,mech_under,T,2022,1,1264
831,1266,2023,2.09316E-07,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,1986,mech_under,T,2022,1,1266
832,1266,2023,2.09316E-07,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1266
833,1267,2023,0.000410254,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,highsev_fire,T,2022,1,1267
834,1269,2023,7.86664E-05,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1269
835,1277,2023,1.141707069,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1277
836,1277,2023,1.141707069,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1277
837,1278,2023,1.22849E-07,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1278
838,1278,2023,1.22849E-07,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1278
839,1280,2023,1.82753E-20,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,1986,mech_under,T,2021,2,1280
840,1281,2023,0,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,1986,mech_under,T,2021,2,1281
841,1284,2023,1.541E-08,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,lowsev_fire,T,2022,1,1284
842,1285,2023,6.103319523,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,modsev_fire,T,2022,1,1285
843,1285,2023,6.103319523,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1285
844,1286,2023,4.65661E-14,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,highsev_fire,2021,modsev_fire,T,2021,2,1286
845,1286,2023,4.65661E-14,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,highsev_fire,T,2023,0,1286
846,1287,2023,11.36193559,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2022,mech_under,2021,highsev_fire,T,2022,1,1287
847,1287,2023,11.36193559,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2022,mech_under,T,2023,0,1287
848,1288,2023,2.91038E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,modsev_fire,1986,mech_under,T,2021,2,1288
849,1288,2023,2.91038E-15,2023,rx_pile,Giant Sequoia National Monument,Long Meadow,2023,mech_under,2021,modsev_fire,T,2023,0,1288
850,1290,2023,0,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2018,mech_under,T,2021,2,1290
851,1293,2023,2.91038E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2018,mech_under,T,2021,2,1293
852,1306,2018,6.54836E-15,2018,mech_under,Giant Sequoia National Monument,Long Meadow,2016,mech_under,2016,lowsev_fire,T,2016,2,1306
853,1308,2018,5.86625E-15,2018,mech_under,Giant Sequoia National Monument,Long Meadow,2016,mech_under,NA,NA,T,2016,2,1308
854,1311,2023,0,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2021,lowsev_fire,2016,mech_under,T,2021,2,1311
855,1316,2016,4.00178E-15,2016,mech_under,Giant Sequoia National Monument,Long Meadow,NA,NA,NA,NA,T,0,2016,1316
856,1322,2023,1.45519E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2018,rx_pile,2018,mech_under,T,2018,5,1322
857,1329,2023,6.06195E-15,2023,mech_under,Giant Sequoia National Monument,Long Meadow,2018,rx_pile,2018,mech_under,T,2018,5,1329
