,resist_id,last_trt,area_ha,recent_dist_yr,recent_dist_type,unit_name,grove_name,prior1_dist_yr,prior1_dist_type,prior2_dist_yr,prior2_dist_type,keep,prior1_dist_yr_0,diff.1.to.2,resst_d
2022,3314,2018,4.28308E-12,2018,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1971,mech_under,1951,mech_under,T,1971,47,3314
2023,3314,2018,4.28308E-12,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,2018,rx_pile,1971,mech_under,T,2018,0,3314
2024,3315,2018,2.45904E-11,2018,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1971,mech_under,NA,NA,T,1971,47,3315
2025,3315,2018,2.45904E-11,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,2018,rx_pile,1971,mech_under,T,2018,0,3315
2026,3316,2020,1.76568E-09,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1971,mech_under,T,2018,2,3316
2027,3317,2018,3.67596E-16,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,2016,rx_pile,1989,mech_under,T,2016,2,3317
2028,3319,2018,6.84395E-15,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,1983,mech_under,T,1989,29,3319
2029,3320,2020,0,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1989,mech_under,T,2018,2,3320
2030,3321,2018,0.178801819,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,1983,mech_under,T,1989,29,3321
2031,3322,2018,4.36557E-15,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,1983,mech_under,T,1989,29,3322
2032,3323,2018,2.68484E-14,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,1971,mech_under,T,1989,29,3323
2033,3324,2020,0.258663485,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,2,3324
2034,3325,2018,0.20053692,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1983,mech_under,1971,mech_under,T,1983,35,3325
2035,3326,2020,16.16545658,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1971,mech_under,T,2018,2,3326
2036,3327,2018,6.627743778,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1971,mech_under,NA,NA,T,1971,47,3327
2037,3329,2018,6.93889E-21,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,1971,mech_under,T,1993,25,3329
2038,3335,2018,7.4339E-12,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1951,mech_under,NA,NA,T,1951,67,3335
2039,3337,2020,1.25344174,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1971,mech_under,T,2018,2,3337
2040,3338,2018,0.03464348,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,NA,NA,T,1993,25,3338
2041,3339,2020,0.210064943,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,2,3339
2042,3341,2020,1.746133462,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,2,3341
2043,3346,2020,4.36557E-15,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,2,3346
2044,3347,2018,0,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1983,mech_under,1953,mech_under,T,1983,35,3347
2045,3348,2020,0.24684753,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,2,3348
2046,3350,2020,2.56129E-08,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3350
2047,3350,2020,2.56129E-08,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2020,lowsev_fire,2018,mech_under,T,2020,0,3350
2048,3352,2020,0.010903316,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3352
2049,3353,2018,0.001305669,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,1952,mech_under,T,1993,25,3353
2050,3354,2018,0.327131179,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1983,mech_under,1953,mech_under,T,1983,35,3354
2051,3356,2018,6.86579E-13,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1971,mech_under,1953,mech_under,T,1971,47,3356
2052,3357,2020,0.849646721,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1953,mech_under,T,2018,2,3357
2053,3358,2018,4.122117073,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1953,mech_under,1951,mech_under,T,1953,65,3358
2054,3359,2020,3.84666E-09,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1971,mech_under,T,2018,2,3359
2055,3360,2018,1.98287E-12,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1971,mech_under,1952,mech_under,T,1971,47,3360
2056,3362,2020,0.006438387,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3362
2057,3363,2018,0.461435114,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1953,mech_under,NA,NA,T,1953,65,3363
2058,3365,2020,7.129423929,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,2,3365
2059,3366,2020,6.9421928,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1952,mech_under,T,2018,2,3366
2060,3368,2020,0.741986674,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1952,mech_under,T,2018,2,3368
2061,3369,2018,6.951099895,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1952,mech_under,NA,NA,T,1952,66,3369
2062,3370,2020,0.238692598,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1953,mech_under,T,2018,2,3370
2063,3371,2018,0.003271766,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1992,mech_under,1953,mech_under,T,1992,26,3371
2064,3374,2018,5.82081E-15,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1992,mech_under,1953,mech_under,T,1992,26,3374
2065,3375,2020,0.392785521,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1992,mech_under,T,2018,2,3375
2066,3377,2020,0.451284905,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1992,mech_under,T,2018,2,3377
2067,3378,2020,0.425912644,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3378
2068,3380,2018,2.176362086,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1983,mech_under,1952,mech_under,T,1983,35,3380
2069,3381,2020,0.065169088,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3381
2070,3382,2018,2.91038E-15,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1992,mech_under,1952,mech_under,T,1992,26,3382
2071,3383,2020,0.109051139,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3383
2072,3384,2020,2.758890179,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1962,mech_under,T,2018,2,3384
2073,3387,2018,2.270729032,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1962,mech_under,1952,mech_under,T,1962,56,3387
2074,3388,2020,1.001881847,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,2,3388
2075,3389,2018,1.43141E-10,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1983,mech_under,1962,mech_under,T,1983,35,3389
2076,3390,2018,1.463058365,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1983,mech_under,1962,mech_under,T,1983,35,3390
2077,3392,2018,2.91038E-15,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1962,mech_under,NA,NA,T,1962,56,3392
2078,3393,2020,0.094110376,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1962,mech_under,T,2018,2,3393
2079,3397,2020,0.030721122,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3397
2080,3399,2020,0.068947017,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3399
2081,3400,2020,0.012498549,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3400
2082,3401,2020,0.000115596,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3401
2083,3402,2020,0.276565617,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1992,mech_under,T,2018,2,3402
2084,3403,2018,0.031916738,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1992,mech_under,1962,mech_under,T,1992,26,3403
2085,3408,2020,0.282890405,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3408
2086,3409,2018,4.45406E-06,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1959,mech_under,NA,NA,T,1959,59,3409
2087,3411,2020,0.076612095,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3411
2088,3412,2020,0.016755004,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3412
2089,3413,2018,0.075799887,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1987,mech_under,1959,mech_under,T,1987,31,3413
2090,3414,2020,0.005713634,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3414
2091,3415,2020,0.000157877,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3415
2092,3416,2020,0.226577963,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3416
2093,3419,2020,0.024132696,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1959,mech_under,T,2018,2,3419
2094,3420,2020,0.348219311,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3420
2095,3422,2018,0.060390531,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,1959,mech_under,T,1993,25,3422
2096,3424,2020,0.02756786,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3424
2097,3425,2018,0.000127577,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1987,mech_under,NA,NA,T,1987,31,3425
2098,3427,2018,0.002936649,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,1987,mech_under,T,1993,25,3427
2099,3429,2020,0.063428133,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3429
2100,3430,2020,0.009315015,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3430
2101,3431,2020,0.371481979,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3431
2102,3432,2020,0.267242767,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3432
2103,3434,2018,0.007166153,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1987,mech_under,1959,mech_under,T,1987,31,3434
2104,3435,2018,0,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1959,mech_under,1958,mech_under,T,1959,59,3435
2105,3436,2020,0.015079868,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3436
2106,3438,2020,0.264998644,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3438
2107,3439,2018,4.64595E-05,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1987,mech_under,1958,mech_under,T,1987,31,3439
2108,3440,2020,0.025961615,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3440
2109,3443,2020,0.105910424,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1959,mech_under,T,2018,2,3443
2110,3444,2020,0.014605838,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1987,mech_under,T,2018,2,3444
2111,3445,2020,0.00078107,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,2,3445
2112,3446,2018,0.128884422,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,NA,NA,T,1989,29,3446
2113,3447,2018,1.502150836,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1983,mech_under,NA,NA,T,1983,35,3447
2114,3448,2020,2.081486866,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1994,mech_under,T,2018,2,3448
2115,3449,2018,0.480950882,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1994,mech_under,1971,mech_under,T,1994,24,3449
2116,3450,2020,0.748460932,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,NA,NA,T,2018,2,3450
2117,3453,2020,0.166726869,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,NA,NA,T,2018,2,3453
2118,3455,2020,0.101662463,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1990,mech_under,T,2018,2,3455
2119,3456,2020,1.087200678,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1990,mech_under,T,2018,2,3456
2120,3464,2018,0.34140564,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1990,mech_under,1965,mech_under,T,1990,28,3464
2121,3465,2020,0.024398205,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1990,mech_under,T,2018,2,3465
2122,3467,2020,0.227614174,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1960,mech_under,T,2018,2,3467
2123,3468,2020,0.163742767,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1990,mech_under,T,2018,2,3468
2124,3472,2020,0.448437777,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1960,mech_under,T,2018,2,3472
2125,3473,2018,1.45519E-15,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,1990,mech_under,T,1993,25,3473
2126,3474,2020,1.174010137,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3474
2127,3475,2020,0.365388038,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3475
2128,3476,2020,9.14074E-07,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3476
2129,3476,2020,9.14074E-07,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2020,modsev_fire,2018,mech_under,T,2020,0,3476
2130,3478,2020,4.15903E-07,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3478
2131,3478,2020,4.15903E-07,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2020,lowsev_fire,2018,mech_under,T,2020,0,3478
2132,3482,2020,0.75881339,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3482
2133,3483,2020,0.142145643,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3483
2134,3484,2018,2.07365E-14,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,1990,mech_under,T,1993,25,3484
2135,3486,2020,0.298823285,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3486
2136,3487,2020,0.096192654,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1990,mech_under,T,2018,2,3487
2137,3488,2020,0.16135102,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3488
2138,3491,2020,8.31797E-08,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1961,mech_under,T,2018,2,3491
2139,3491,2020,8.31797E-08,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2020,modsev_fire,2018,mech_under,T,2020,0,3491
2140,3493,2018,0.082572185,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,1965,mech_under,T,1993,25,3493
2141,3494,2020,4.15897E-08,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1961,mech_under,T,2018,2,3494
2142,3494,2020,4.15897E-08,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2020,lowsev_fire,2018,mech_under,T,2020,0,3494
2143,3495,2020,1.462789368,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3495
2144,3497,2020,1.939419046,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3497
2145,3498,2020,0.011565874,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3498
2146,3502,2020,0.100803393,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3502
2147,3503,2020,0.147952742,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3503
2148,3506,2020,0.072446945,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1990,mech_under,T,2018,2,3506
2149,3507,2020,0.60580087,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3507
2150,3509,2020,0.553680005,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1990,mech_under,T,2018,2,3509
2151,3511,2020,0.025612135,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3511
2152,3513,2020,0.934891936,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3513
2153,3514,2020,1.168975818,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1961,mech_under,T,2018,2,3514
2154,3515,2018,0.566409519,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1965,mech_under,1961,mech_under,T,1965,53,3515
2155,3516,2020,0.008435408,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1965,mech_under,T,2018,2,3516
2156,3519,2020,0.308552399,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1965,mech_under,T,2018,2,3519
2157,3521,2020,0.063231378,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1965,mech_under,T,2018,2,3521
2158,3522,2018,0.016084439,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1961,mech_under,NA,NA,T,1961,57,3522
2159,3523,2018,0.04327154,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,1993,mech_under,1961,mech_under,T,1993,25,3523
2160,3526,2020,1.392598565,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1961,mech_under,T,2018,2,3526
2161,3527,2020,0.269097048,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1993,mech_under,T,2018,2,3527
2162,3529,2020,0.022849005,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,2002,mech_under,T,2018,2,3529
2163,3530,2018,0.799960204,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,NA,NA,NA,NA,T,0,2018,3530
2164,3532,2019,4.03379E-12,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1989,mech_under,T,2018,1,3532
2165,3533,2019,3.38004E-08,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1989,mech_under,T,2018,1,3533
2166,3537,2020,2.27374E-13,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,1989,mech_under,T,2019,1,3537
2167,3539,2020,0.209409969,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,NA,NA,T,2019,1,3539
2168,3541,2019,6.54836E-15,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,1964,mech_under,T,1989,30,3541
2169,3542,2020,7.07157E-14,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,1989,mech_under,T,2019,1,3542
2170,3544,2019,3.057E-15,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,1983,mech_under,T,1989,30,3544
2171,3545,2019,4.54855E-09,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1989,mech_under,T,2018,1,3545
2172,3546,2020,1.77319E-15,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,2018,mech_under,T,2019,1,3546
2173,3547,2020,2.50028E-05,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,2018,mech_under,T,2019,1,3547
2174,3548,2020,2.51248E-15,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,2018,mech_under,T,2019,1,3548
2175,3549,2019,1.45519E-15,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1989,mech_under,T,2018,1,3549
2176,3550,2019,4.94857E-15,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,2016,rx_pile,T,2018,1,3550
2177,3551,2019,1.60682E-15,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1989,mech_under,T,2018,1,3551
2178,3553,2019,0.008214316,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1971,mech_under,NA,NA,T,1971,48,3553
2179,3555,2020,5.52069E-08,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,1971,mech_under,T,2019,1,3555
2180,3556,2019,0,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2016,rx_pile,1989,mech_under,T,2016,3,3556
2181,3558,2020,0,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,1983,mech_under,T,2019,1,3558
2182,3559,2019,2.24583E-10,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,NA,NA,T,1989,30,3559
2183,3561,2019,3.52817E-13,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1989,mech_under,T,2018,1,3561
2184,3564,2019,2.18364E-08,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1971,mech_under,T,2018,1,3564
2185,3565,2020,1.45706E-15,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,2018,mech_under,T,2019,1,3565
2186,3566,2019,5.55112E-21,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,1983,mech_under,T,2018,1,3566
2187,3567,2019,1.03323E-12,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,NA,NA,T,2018,1,3567
2188,3568,2020,0.049856593,2020,highsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,NA,NA,T,2019,1,3568
2189,3569,2020,0.318581461,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,NA,NA,T,2019,1,3569
2190,3571,2019,0.123692256,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,NA,NA,NA,NA,T,0,2019,3571
2191,3574,2020,0,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2019,rx_pile,2013,rx_pile,T,2019,1,3574
2192,3576,2020,7.27596E-16,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2013,rx_pile,NA,NA,T,2013,7,3576
2193,3580,2020,0.000334744,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2013,rx_pile,NA,NA,T,2013,7,3580
2194,3581,2020,2.1523E-10,2020,modsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2013,rx_pile,1989,mech_under,T,2013,7,3581
2195,3583,2013,1.2922E-14,2013,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,1964,mech_under,T,1989,24,3583
2196,3584,2013,5.82077E-14,2013,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1964,mech_under,NA,NA,T,1964,49,3584
2197,3585,2020,7.40761E-09,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2013,rx_pile,1989,mech_under,T,2013,7,3585
2198,3587,2019,6.46255E-09,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,2013,rx_pile,T,2018,1,3587
2199,3588,2020,6.04814E-15,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2013,rx_pile,1989,mech_under,T,2013,7,3588
2200,3589,2018,2.75821E-20,2018,mech_under,Mountain Home Demonstration State Forest,Mountain Home,2013,rx_pile,1989,mech_under,T,2013,5,3589
2201,3593,2019,1.25438E-12,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,2013,rx_pile,T,2018,1,3593
2202,3594,2019,0,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,2013,rx_pile,T,2018,1,3594
2203,3596,2013,3.63798E-15,2013,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,1983,mech_under,T,1989,24,3596
2204,3597,2019,9.59482E-15,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2018,mech_under,2013,rx_pile,T,2018,1,3597
2205,3601,2019,5.82077E-15,2019,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,2013,rx_pile,1989,mech_under,T,2013,6,3601
2206,3604,2013,3.51482E-08,2013,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1989,mech_under,NA,NA,T,1989,24,3604
2207,3605,2013,7.27596E-15,2013,rx_pile,Mountain Home Demonstration State Forest,Mountain Home,1971,mech_under,NA,NA,T,1971,42,3605
2208,3610,2020,0.496339233,2020,lowsev_fire,Mountain Home Demonstration State Forest,Mountain Home,2013,rx_pile,2012,mech_under,T,2013,7,3610
