"","dist_year","dist_type","dist_id","Hectares"
"138",2013,"rx_pile",138,36.8149042738515
"139",2014,"mech_under",139,9.59208585425239
"140",2014,"rx_pile",140,68.0926341594347
"141",2015,"mech_under",141,227.866702956761
"142",2015,"rx_pile",142,6.58083265654831
"143",2016,"mech_under",143,321.176509472525
"144",2016,"rx_pile",144,288.550123319303
"145",2017,"mech_under",145,73.025278188369
"146",2017,"rx_pile",146,55.9348514280455
"147",2018,"mech_under",147,310.581977561912
"148",2018,"rx_pile",148,106.060900577302
"149",2019,"mech_under",149,44.2420037788454
"150",2019,"rx_pile",150,155.994047002248
"151",2020,"mech_under",151,66.9295526380597
"152",2020,"rx_pile",152,6.18755197981328
"153",2021,"mech_under",153,74.5431037411485
"154",2021,"rx_pile",154,39.4760278862266
"155",2022,"mech_under",155,263.978688577527
"156",2022,"rx_pile",156,236.19396748916
"157",2023,"mech_under",157,433.163793653381
"158",2023,"rx_pile",158,392.308751452064
"159",2024,"mech_under",159,240.748314216876
"160",2024,"rx_pile",160,145.51382604534
