"","resist_id","combo_fire_mech","highsev_fire","lowsev_fire","mech_under","modsev_fire","rx_pile","last_dist_yr","last_dist_type","area_ha","ever.high","diff.1.to.2"
"1218",4088,0,0,1,1,0,1,2020,"lowsev_fire",0.0000000191686939638766,"never high sev",2
"1219",4089,0,0,1,1,0,1,2020,"lowsev_fire",0.0248917919136975,"never high sev",2
"1220",4092,0,0,1,1,0,1,2020,"lowsev_fire",0.00000000000000691215973347425,"never high sev",4
"1221",4095,0,0,1,1,0,1,2020,"lowsev_fire",0.0000000000000413592715631239,"never high sev",4
"1222",4104,0,0,1,1,0,1,2020,"lowsev_fire",1.41882671303705,"never high sev",8
"1223",4110,0,0,1,1,0,0,2016,"lowsev_fire",1.33826085260783,"never high sev",47
"1224",4114,0,0,1,2,0,0,2020,"lowsev_fire",1.1795492347831,"never high sev",51
"1225",4116,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",33
"1226",4123,0,0,1,2,0,0,2020,"lowsev_fire",0.0289965956576451,"never high sev",51
"1227",4127,0,0,1,1,0,1,2020,"lowsev_fire",0.000295742604206316,"never high sev",2
"1228",4128,0,0,1,1,0,1,2020,"lowsev_fire",0.0388899297103866,"never high sev",2
"1229",4134,0,0,2,1,0,0,2020,"lowsev_fire",0.0159311344718886,"never high sev",4
"1230",4135,0,0,1,1,0,0,2020,"lowsev_fire",2.46617715608183,"never high sev",51
"1231",4138,0,0,1,1,0,0,2016,"lowsev_fire",0.439010121491597,"never high sev",43
"1232",4146,0,0,1,2,0,0,2022,"mech_under",0.00000000679563963785768,"never high sev",4
"1233",4158,0,0,1,1,0,0,2018,"lowsev_fire",2.22337266076221,"never high sev",27
"1234",4164,0,0,1,1,0,0,2016,"lowsev_fire",0.256861989070624,"never high sev",24
"1235",4170,0,0,1,1,0,1,2020,"lowsev_fire",0.000000000188006379175931,"never high sev",8
"1236",4172,0,0,1,1,0,1,2020,"lowsev_fire",0.0000000000000596628524363041,"never high sev",2
"1237",4174,0,0,1,1,0,1,2020,"lowsev_fire",0.000000000149319409627723,"never high sev",4
"1238",4185,0,0,1,1,0,1,2020,"lowsev_fire",0.000798673612116901,"never high sev",4
"1239",4187,0,0,1,1,0,1,2020,"lowsev_fire",0.000000000000000477484718430787,"never high sev",4
"1240",4194,0,0,1,1,0,1,2020,"lowsev_fire",0.0282013709974912,"never high sev",2
"1241",4196,0,0,1,1,0,1,2020,"lowsev_fire",0.31716559950019,"never high sev",8
"1242",4202,0,0,1,1,0,1,2020,"lowsev_fire",0.0109695270009805,"never high sev",2
"1243",4203,0,0,1,2,0,0,2018,"lowsev_fire",0.074735835405389,"never high sev",26
"1244",4205,0,0,1,2,0,0,2020,"lowsev_fire",1.31116170271145,"never high sev",28
"1245",4212,0,0,1,1,0,0,2020,"lowsev_fire",2.83288595685483,"never high sev",28
"1246",4214,0,0,1,1,0,1,2020,"lowsev_fire",0.215578603032812,"never high sev",2
"1247",4216,0,0,1,1,0,1,2020,"lowsev_fire",0.0558592002861667,"never high sev",2
"1248",4221,0,0,1,2,0,0,2020,"lowsev_fire",0.709366890545511,"never high sev",28
"1249",4231,0,0,1,1,0,0,2018,"lowsev_fire",2.22742750094391,"never high sev",26
"1250",4234,0,0,1,2,0,0,2020,"lowsev_fire",0.191373882177882,"never high sev",2
"1251",4239,0,0,1,0,0,2,2020,"lowsev_fire",0.000000000000000556245327576477,"never high sev",2
"1252",4241,0,0,1,1,0,1,2020,"lowsev_fire",0.0245095230303712,"never high sev",2
"1253",4243,0,0,1,2,0,0,2020,"lowsev_fire",0.0580430639526167,"never high sev",27
"1254",4245,0,0,1,2,0,0,2020,"lowsev_fire",0.00931501464113681,"never high sev",2
"1255",4250,0,0,1,1,0,0,2020,"lowsev_fire",1.98394317672155,"never high sev",27
"1256",4254,0,0,1,2,0,0,2020,"lowsev_fire",1.27162207293541,"never high sev",2
"1257",4255,0,0,1,1,0,1,2020,"lowsev_fire",0.00228484438609157,"never high sev",8
"1258",4261,0,0,1,2,0,0,2020,"lowsev_fire",0.101063823276688,"never high sev",27
"1259",4262,0,0,1,2,0,0,2020,"lowsev_fire",0.00103824857128784,"never high sev",27
"1260",4266,0,0,1,2,0,0,2020,"lowsev_fire",0.0154432996572636,"never high sev",27
"1261",4274,0,0,1,2,0,0,2020,"lowsev_fire",0.373882823519254,"never high sev",27
"1262",4275,0,0,1,2,0,0,2020,"lowsev_fire",0.15456428665978,"never high sev",27
"1263",4285,0,0,1,2,0,0,2020,"lowsev_fire",1.3938022738477,"never high sev",18
"1264",4287,0,0,1,2,0,0,2022,"mech_under",0.11127149721039,"never high sev",4
"1265",4300,0,0,1,1,0,0,2020,"lowsev_fire",1.80027132948076,"never high sev",26
"1266",4303,0,0,1,2,0,0,2022,"mech_under",0.229770725197683,"never high sev",4
"1267",4304,0,0,1,2,0,0,2022,"mech_under",0.000231444210460904,"never high sev",4
"1268",4305,0,0,1,2,0,0,2022,"mech_under",0.625541463387751,"never high sev",4
"1269",4312,0,0,1,2,0,0,2018,"lowsev_fire",0.889144087498973,"never high sev",24
"1270",4323,0,0,1,2,0,0,2020,"lowsev_fire",0.0882719457001047,"never high sev",26
"1271",4332,0,0,1,2,0,0,2020,"lowsev_fire",0.0124917089906521,"never high sev",26
"1272",4336,0,0,1,2,0,0,2020,"lowsev_fire",0.0203861816533492,"never high sev",26
"1273",4341,0,0,1,2,0,0,2020,"lowsev_fire",0.801937719419956,"never high sev",26
"1274",4344,0,0,1,2,0,0,2020,"lowsev_fire",0.405723940638025,"never high sev",26
"1275",4345,0,0,1,2,0,0,2020,"lowsev_fire",0.0871882733763603,"never high sev",26
"1276",4347,0,0,1,2,0,0,2020,"lowsev_fire",0.0140603398352025,"never high sev",26
"1277",4351,0,0,1,2,0,0,2020,"lowsev_fire",0.0886924796212808,"never high sev",26
"1278",4362,0,0,1,2,0,0,2020,"lowsev_fire",0.233227814482135,"never high sev",26
"1279",4366,0,0,1,2,0,0,2020,"lowsev_fire",0.000000000000000727595761418343,"never high sev",26
"1280",4372,0,0,1,1,0,1,2020,"lowsev_fire",0.0626334453454176,"never high sev",8
"1281",4375,0,0,1,2,0,0,2020,"lowsev_fire",0.0762331305119908,"never high sev",18
"1282",4377,0,0,1,1,0,0,2018,"lowsev_fire",0.170304629803571,"never high sev",24
"1283",4381,0,0,1,2,0,0,2020,"lowsev_fire",1.57994268629125,"never high sev",8
"1284",4383,0,0,1,1,0,1,2020,"lowsev_fire",0.0281589578784717,"never high sev",1
"1285",4385,0,0,1,0,0,2,2020,"lowsev_fire",0.00494458600327198,"never high sev",1
"1286",4391,0,0,1,1,0,1,2020,"lowsev_fire",0.0326343666584795,"never high sev",2
"1287",4397,0,0,1,1,0,1,2020,"lowsev_fire",0.0000000000000116415321826935,"never high sev",2
"1288",4400,0,0,1,1,0,1,2020,"lowsev_fire",0.00000000000000582076609134674,"never high sev",2
"1289",4403,0,0,1,1,0,1,2020,"lowsev_fire",0,"never high sev",2
"1290",4404,0,0,1,1,0,1,2020,"lowsev_fire",0.000580165116104035,"never high sev",2
"1291",4405,0,0,1,1,0,1,2020,"lowsev_fire",0.000015703177506002,"never high sev",2
"1292",4406,0,0,1,1,0,1,2020,"lowsev_fire",0,"never high sev",2
"1293",4413,0,0,1,1,0,0,2020,"lowsev_fire",0.299453097702945,"never high sev",8
"1294",4416,0,0,1,2,0,0,2020,"lowsev_fire",0.142760951038403,"never high sev",8
"1295",4424,0,0,1,2,0,0,2020,"lowsev_fire",0.447182828268048,"never high sev",8
"1296",4425,0,0,1,2,0,0,2020,"lowsev_fire",0.392512924414942,"never high sev",8
"1297",4426,0,0,1,1,0,1,2020,"lowsev_fire",0.0879743565323737,"never high sev",2
"1298",4431,0,0,1,2,0,0,2020,"lowsev_fire",0.107157223847602,"never high sev",8
"1299",4438,0,0,1,2,0,0,2020,"lowsev_fire",0.0545435273016454,"never high sev",8
"1300",4442,0,0,1,2,0,0,2020,"lowsev_fire",0.104004477788816,"never high sev",8
"1301",4449,0,0,1,2,0,0,2020,"lowsev_fire",0.0025095710311085,"never high sev",8
"1302",4451,0,0,1,2,0,0,2020,"lowsev_fire",0.0978543215755901,"never high sev",8
"1303",4452,0,0,1,2,0,0,2020,"lowsev_fire",1.01921514872179,"never high sev",8
"1304",4453,0,0,1,2,0,0,2020,"lowsev_fire",0.188437210402833,"never high sev",8
"1305",4454,0,0,1,2,0,0,2020,"lowsev_fire",0.689364652116026,"never high sev",8
"1306",4460,0,0,1,2,0,0,2020,"lowsev_fire",0.00633524018567987,"never high sev",8
"1307",4461,0,0,1,2,0,0,2020,"lowsev_fire",0.0343949368129135,"never high sev",8
"1308",4462,0,0,1,2,0,0,2020,"lowsev_fire",0.00388464543980081,"never high sev",8
"1309",4467,0,0,1,1,0,1,2020,"lowsev_fire",0.00000000000000616677486799024,"never high sev",8
"1310",4471,0,0,1,1,0,1,2020,"lowsev_fire",0.0000000000554180587641895,"never high sev",1
"1311",4474,0,0,1,1,0,1,2020,"lowsev_fire",0.0000000000103687789948727,"never high sev",4
"1312",4476,0,0,1,2,0,0,2020,"lowsev_fire",1.41330088063355,"never high sev",8
"1313",4481,0,0,1,0,0,2,2020,"lowsev_fire",0.000000000000193488957278207,"never high sev",1
"1314",4482,0,0,1,1,0,1,2020,"lowsev_fire",0.000043294318244989,"never high sev",1
"1315",4485,0,0,1,1,0,1,2020,"lowsev_fire",0.000000000000872587530392598,"never high sev",2
"1316",4489,0,0,1,2,0,0,2020,"lowsev_fire",0.0000100795296839515,"never high sev",2
"1317",4490,0,0,1,1,0,1,2020,"lowsev_fire",0.00000000000000374029696104117,"never high sev",1
"1318",4491,0,0,1,1,0,1,2020,"lowsev_fire",0.590226026019241,"never high sev",1
"1319",4495,0,0,1,1,0,1,2020,"lowsev_fire",0.0315274122290355,"never high sev",1
