"","X","resist_id","combo_fire_mech","highsev_fire","lowsev_fire","mech_under","modsev_fire","rx_pile","last_dist_yr","last_dist_type","area_ha","ever.high","diff.1.to.2","resist_class"
"559",559,731,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",33,"Moderate resistance"
"560",560,741,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",33,"Moderate resistance"
"561",561,749,0,0,1,2,0,0,2020,"lowsev_fire",1.75,"never high sev",33,"Moderate resistance"
"562",562,753,0,0,1,2,0,0,2020,"lowsev_fire",0.12,"never high sev",33,"Moderate resistance"
"563",563,757,0,0,1,2,0,0,2020,"lowsev_fire",0.42,"never high sev",33,"Moderate resistance"
"564",564,758,0,0,1,2,0,0,2020,"lowsev_fire",0.24,"never high sev",33,"Moderate resistance"
"565",565,773,0,0,1,1,0,0,2021,"lowsev_fire",1.34,"never high sev",34,"Moderate resistance"
"566",566,778,0,0,1,1,0,0,2017,"lowsev_fire",3.98,"never high sev",30,"Moderate resistance"
"567",567,790,0,0,1,1,0,0,2021,"lowsev_fire",0.52,"never high sev",33,"Moderate resistance"
"568",568,802,0,0,1,2,0,0,2020,"lowsev_fire",0.18,"never high sev",31,"Moderate resistance"
"569",569,808,0,0,1,2,0,0,2020,"lowsev_fire",0.22,"never high sev",31,"Moderate resistance"
"570",570,812,0,0,1,2,0,0,2020,"lowsev_fire",2.17,"never high sev",31,"Moderate resistance"
"571",571,813,0,0,1,2,0,0,2020,"lowsev_fire",0.3,"never high sev",31,"Moderate resistance"
"572",572,816,0,0,1,2,0,0,2020,"lowsev_fire",1.27,"never high sev",31,"Moderate resistance"
"573",573,824,0,0,1,1,0,0,2020,"lowsev_fire",3.76,"never high sev",31,"Moderate resistance"
"574",574,827,0,0,1,1,0,0,2017,"lowsev_fire",5.02,"never high sev",28,"Moderate resistance"
"575",575,831,0,0,1,0,0,1,2021,"lowsev_fire",0.18,"never high sev",32,"Moderate resistance"
"576",576,845,0,0,1,2,0,0,2020,"lowsev_fire",4.77,"never high sev",30,"Moderate resistance"
"577",577,849,0,0,1,2,0,0,2020,"lowsev_fire",2.9,"never high sev",30,"Moderate resistance"
"578",578,857,0,0,1,1,1,0,2020,"modsev_fire",0.29,"never high sev",14,"High resistance"
"579",579,863,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",30,"Moderate resistance"
"580",580,877,0,0,1,1,0,0,2020,"lowsev_fire",0.01,"never high sev",30,"Moderate resistance"
"581",581,888,0,0,1,1,0,0,2018,"lowsev_fire",2.22,"never high sev",27,"Moderate resistance"
"582",582,895,0,0,1,1,0,0,2016,"lowsev_fire",0.26,"never high sev",24,"Moderate resistance"
"583",583,898,0,0,1,2,0,0,2020,"lowsev_fire",0.13,"never high sev",28,"Moderate resistance"
"584",584,900,0,0,1,2,0,0,2020,"lowsev_fire",8.45,"never high sev",28,"Moderate resistance"
"585",585,910,0,0,1,2,0,0,2020,"lowsev_fire",0.06,"never high sev",28,"Moderate resistance"
"586",586,918,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",28,"Moderate resistance"
"587",587,923,0,0,1,2,0,0,2020,"lowsev_fire",0.02,"never high sev",28,"Moderate resistance"
"588",588,925,0,0,1,2,0,0,2020,"lowsev_fire",0.04,"never high sev",28,"Moderate resistance"
"589",589,927,0,0,1,2,0,0,2018,"lowsev_fire",0.07,"never high sev",26,"Moderate resistance"
"590",590,932,0,0,1,1,0,0,2020,"lowsev_fire",2.83,"never high sev",28,"Moderate resistance"
"591",591,939,0,0,1,1,0,0,2018,"lowsev_fire",2.23,"never high sev",26,"Moderate resistance"
"592",592,943,0,0,1,2,0,0,2020,"lowsev_fire",1.32,"never high sev",28,"Moderate resistance"
"593",593,949,0,0,1,2,0,0,2020,"lowsev_fire",0.71,"never high sev",28,"Moderate resistance"
"594",594,961,0,0,1,0,0,1,2021,"lowsev_fire",0.25,"never high sev",29,"Moderate resistance"
"595",595,964,0,0,1,0,0,2,2021,"lowsev_fire",0.07,"never high sev",29,"Moderate resistance"
"596",596,972,0,0,1,0,0,1,2015,"lowsev_fire",0.01,"never high sev",23,"Moderate resistance"
"597",597,994,0,0,1,2,0,0,2020,"lowsev_fire",0.13,"never high sev",27,"Moderate resistance"
"598",598,999,0,0,1,2,0,0,2020,"lowsev_fire",0.59,"never high sev",27,"Moderate resistance"
"599",599,1007,0,0,1,1,0,0,2020,"lowsev_fire",1.98,"never high sev",27,"Moderate resistance"
"600",600,1010,0,0,1,2,0,0,2020,"lowsev_fire",0.1,"never high sev",27,"Moderate resistance"
"601",601,1013,0,0,1,2,0,0,2020,"lowsev_fire",0.06,"never high sev",27,"Moderate resistance"
"602",602,1015,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",27,"Moderate resistance"
"603",603,1019,0,0,1,2,0,0,2020,"lowsev_fire",0.02,"never high sev",27,"Moderate resistance"
"604",604,1025,0,0,1,2,0,0,2020,"lowsev_fire",0.15,"never high sev",27,"Moderate resistance"
"605",605,1031,0,0,1,2,0,0,2020,"lowsev_fire",0.39,"never high sev",27,"Moderate resistance"
"606",606,1034,0,0,1,0,0,1,2021,"lowsev_fire",0.03,"never high sev",28,"Moderate resistance"
"607",607,1050,0,0,1,2,0,0,2020,"lowsev_fire",1.21,"never high sev",26,"Moderate resistance"
"608",608,1052,0,0,1,2,0,0,2020,"lowsev_fire",1.88,"never high sev",26,"Moderate resistance"
"609",609,1053,0,0,1,2,0,0,2020,"lowsev_fire",1.28,"never high sev",26,"Moderate resistance"
"610",610,1056,0,0,1,2,0,0,2020,"lowsev_fire",3.09,"never high sev",26,"Moderate resistance"
"611",611,1070,0,0,1,2,0,0,2020,"lowsev_fire",0.1,"never high sev",26,"Moderate resistance"
"612",612,1077,0,0,1,2,0,0,2020,"lowsev_fire",0.05,"never high sev",26,"Moderate resistance"
"613",613,1080,0,0,1,2,0,0,2020,"lowsev_fire",0.01,"never high sev",26,"Moderate resistance"
"614",614,1081,0,0,1,2,0,0,2020,"lowsev_fire",0.54,"never high sev",26,"Moderate resistance"
"615",615,1082,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",26,"Moderate resistance"
"616",616,1094,0,0,1,2,0,0,2020,"lowsev_fire",0.03,"never high sev",26,"Moderate resistance"
"617",617,1110,0,0,1,2,0,0,2018,"lowsev_fire",0.89,"never high sev",24,"Moderate resistance"
"618",618,1120,0,0,1,1,0,0,2020,"lowsev_fire",1.8,"never high sev",26,"Moderate resistance"
"619",619,1126,0,0,1,2,0,0,2020,"lowsev_fire",0.14,"never high sev",26,"Moderate resistance"
"620",620,1131,0,0,1,2,0,0,2020,"lowsev_fire",0.09,"never high sev",26,"Moderate resistance"
"621",621,1141,0,0,1,2,0,0,2020,"lowsev_fire",0.8,"never high sev",26,"Moderate resistance"
"622",622,1147,0,0,1,2,0,0,2020,"lowsev_fire",0.41,"never high sev",26,"Moderate resistance"
"623",623,1148,0,0,1,2,0,0,2020,"lowsev_fire",0.09,"never high sev",26,"Moderate resistance"
"624",624,1150,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",26,"Moderate resistance"
"625",625,1158,0,0,1,2,0,0,2020,"lowsev_fire",0.09,"never high sev",26,"Moderate resistance"
"626",626,1161,0,0,1,2,0,0,2020,"lowsev_fire",0.23,"never high sev",26,"Moderate resistance"
"627",627,1169,0,0,1,2,0,0,2020,"lowsev_fire",0.01,"never high sev",26,"Moderate resistance"
"628",628,1173,0,0,1,2,0,0,2020,"lowsev_fire",0.02,"never high sev",26,"Moderate resistance"
"629",629,1178,0,0,1,2,0,0,2020,"lowsev_fire",2.13,"never high sev",26,"Moderate resistance"
"630",630,1184,0,0,1,1,0,0,2018,"lowsev_fire",0.17,"never high sev",24,"Moderate resistance"
"631",631,1192,0,0,1,0,0,1,2021,"lowsev_fire",0.29,"never high sev",27,"Moderate resistance"
"632",632,1197,0,0,1,0,0,1,2021,"lowsev_fire",3.77,"never high sev",26,"Moderate resistance"
"633",633,1204,0,0,1,0,0,2,2021,"lowsev_fire",0.02,"never high sev",26,"Moderate resistance"
"634",634,1208,0,0,1,0,0,2,2022,"lowsev_fire",0.01,"never high sev",27,"Moderate resistance"
"635",635,1209,0,0,1,0,0,1,2022,"lowsev_fire",0,"never high sev",27,"Moderate resistance"
"636",636,1215,0,0,1,1,0,0,2021,"lowsev_fire",1.64,"never high sev",24,"Moderate resistance"
"637",637,1224,0,0,1,0,0,1,2021,"lowsev_fire",0.34,"never high sev",24,"Moderate resistance"
"638",638,1228,0,0,1,0,0,1,2003,"lowsev_fire",0,"never high sev",6,"No resistance"
"639",639,1235,0,0,1,0,0,1,2021,"lowsev_fire",0.04,"never high sev",23,"Moderate resistance"
"640",640,1241,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",23,"Moderate resistance"
"641",641,1251,0,0,1,0,0,1,1999,"rx_pile",0.44,"never high sev",8,"No resistance"
"642",642,1253,0,0,1,0,0,1,2021,"lowsev_fire",0.05,"never high sev",22,"Moderate resistance"
"643",643,1256,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",22,"Moderate resistance"
"644",644,1257,0,0,1,0,0,2,2003,"lowsev_fire",0.01,"never high sev",4,"No resistance"
"645",645,1258,0,0,1,0,0,1,2003,"lowsev_fire",0.01,"never high sev",4,"No resistance"
"646",646,1287,0,0,1,1,0,0,2021,"lowsev_fire",46.54,"never high sev",20,"Moderate resistance"
"647",647,1292,0,0,1,0,0,1,2021,"lowsev_fire",0.05,"never high sev",20,"Moderate resistance"
"648",648,1295,0,0,1,0,0,2,2021,"lowsev_fire",0.02,"never high sev",20,"Moderate resistance"
"649",649,1296,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",20,"Moderate resistance"
"650",650,1297,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",20,"Moderate resistance"
"651",651,1316,0,0,1,2,0,0,2020,"lowsev_fire",8.73,"never high sev",18,"Moderate resistance"
"652",652,1318,0,0,1,2,0,0,2020,"lowsev_fire",0.42,"never high sev",18,"Moderate resistance"
"653",653,1324,0,0,1,2,0,0,2020,"lowsev_fire",3.31,"never high sev",18,"Moderate resistance"
"654",654,1330,0,0,1,2,0,0,2020,"lowsev_fire",1.39,"never high sev",18,"Moderate resistance"
"655",655,1331,0,0,1,2,0,0,2020,"lowsev_fire",5.3,"never high sev",18,"Moderate resistance"
"656",656,1337,0,0,1,2,0,0,2020,"lowsev_fire",2.01,"never high sev",18,"Moderate resistance"
"657",657,1342,0,0,1,2,0,0,2020,"lowsev_fire",0.09,"never high sev",18,"Moderate resistance"
"658",658,1344,0,0,1,2,0,0,2020,"lowsev_fire",3.04,"never high sev",18,"Moderate resistance"
"659",659,1346,0,0,1,2,0,0,2020,"lowsev_fire",0.24,"never high sev",18,"Moderate resistance"
"660",660,1355,0,0,1,2,0,0,2020,"lowsev_fire",0.2,"never high sev",18,"Moderate resistance"
"661",661,1356,0,0,1,2,0,0,2020,"lowsev_fire",8.02,"never high sev",18,"Moderate resistance"
"662",662,1361,0,0,1,2,0,0,2020,"lowsev_fire",0.81,"never high sev",18,"Moderate resistance"
"663",663,1363,0,0,1,2,0,0,2020,"lowsev_fire",1.92,"never high sev",18,"Moderate resistance"
"664",664,1369,0,0,1,2,0,0,2020,"lowsev_fire",5.63,"never high sev",18,"Moderate resistance"
"665",665,1375,0,0,1,1,0,0,2020,"lowsev_fire",4.12,"never high sev",18,"Moderate resistance"
"666",666,1392,0,0,1,2,0,0,2020,"lowsev_fire",0.08,"never high sev",18,"Moderate resistance"
"667",667,1395,0,0,1,0,0,1,2002,"rx_pile",2.78,"never high sev",11,"No resistance"
"668",668,1396,0,0,1,0,0,1,2021,"lowsev_fire",0.2,"never high sev",19,"Moderate resistance"
"669",669,1404,0,0,1,0,0,1,2020,"lowsev_fire",0.05,"never high sev",17,"Moderate resistance"
"670",670,1408,0,0,1,0,0,2,2021,"lowsev_fire",0.09,"never high sev",18,"Moderate resistance"
"671",671,1416,0,0,1,0,0,2,2021,"lowsev_fire",0.1,"never high sev",18,"Moderate resistance"
"672",672,1427,0,0,1,0,0,1,2021,"lowsev_fire",0.02,"never high sev",18,"Moderate resistance"
"673",673,1433,0,0,1,0,0,2,2021,"lowsev_fire",111.4,"never high sev",18,"Moderate resistance"
"674",674,1445,0,0,1,0,0,1,2003,"lowsev_fire",0.01,"never high sev",22,"No resistance"
"675",675,1447,0,0,1,0,0,0,2003,"lowsev_fire",0,"never high sev",2003,"No resistance"
"676",676,1451,0,0,1,0,0,1,2003,"lowsev_fire",0.03,"never high sev",4,"No resistance"
"677",677,1452,0,0,1,0,0,2,2003,"lowsev_fire",0,"never high sev",4,"No resistance"
"678",678,1482,0,0,1,0,0,1,2018,"lowsev_fire",0,"never high sev",14,"High resistance"
"679",679,1490,0,0,1,0,0,1,2021,"lowsev_fire",1.02,"never high sev",17,"Moderate resistance"
"680",680,1517,0,0,1,0,0,2,2021,"lowsev_fire",2.01,"never high sev",17,"Moderate resistance"
"681",681,1522,0,0,1,0,0,2,2021,"lowsev_fire",0.56,"never high sev",17,"Moderate resistance"
"682",682,1527,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",17,"Moderate resistance"
"683",683,1532,0,0,1,0,0,2,2021,"lowsev_fire",0.27,"never high sev",17,"Moderate resistance"
"684",684,1534,0,0,1,0,0,2,2021,"lowsev_fire",1.48,"never high sev",17,"Moderate resistance"
"685",685,1578,0,0,1,0,0,2,2015,"lowsev_fire",0.05,"never high sev",10,"High resistance"
"686",686,1584,0,0,1,0,0,1,2013,"lowsev_fire",1.24,"never high sev",8,"High resistance"
"687",687,1593,0,0,1,0,0,1,2021,"lowsev_fire",7.54,"never high sev",15,"High resistance"
"688",688,1598,0,0,1,0,0,2,2021,"lowsev_fire",0.03,"never high sev",15,"High resistance"
"689",689,1609,0,0,1,0,0,2,2021,"lowsev_fire",1.48,"never high sev",15,"High resistance"
"690",690,1611,0,0,1,0,0,2,2021,"lowsev_fire",7.57,"never high sev",15,"High resistance"
"691",691,1623,0,0,1,0,0,2,2021,"lowsev_fire",0.02,"never high sev",15,"High resistance"
"692",692,1630,0,0,1,0,0,2,2021,"lowsev_fire",3.05,"never high sev",15,"High resistance"
"693",693,1633,0,0,1,0,0,2,2021,"lowsev_fire",0.05,"never high sev",15,"High resistance"
"694",694,1641,0,0,1,0,0,2,2021,"lowsev_fire",0.11,"never high sev",15,"High resistance"
"695",695,1644,0,0,1,0,0,2,2021,"lowsev_fire",1.82,"never high sev",15,"High resistance"
"696",696,1647,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",15,"High resistance"
"697",697,1648,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",15,"High resistance"
"698",698,1652,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",15,"High resistance"
"699",699,1661,0,0,1,0,0,2,2022,"lowsev_fire",0,"never high sev",16,"Moderate resistance"
"700",700,1674,0,0,1,2,0,0,2021,"lowsev_fire",0.02,"never high sev",14,"High resistance"
"701",701,1679,0,0,1,1,0,0,2020,"lowsev_fire",0.05,"never high sev",13,"High resistance"
"702",702,1682,0,0,1,1,0,0,2021,"lowsev_fire",1.09,"never high sev",14,"High resistance"
"703",703,1687,0,0,1,1,0,0,2017,"lowsev_fire",0.03,"never high sev",10,"High resistance"
"704",704,1694,0,0,1,0,0,2,2021,"lowsev_fire",0.03,"never high sev",13,"High resistance"
"705",705,1699,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",13,"High resistance"
"706",706,1705,0,0,1,0,0,2,2021,"lowsev_fire",0.12,"never high sev",13,"High resistance"
"707",707,1709,0,0,1,0,0,2,2021,"lowsev_fire",0.13,"never high sev",13,"High resistance"
"708",708,1716,0,0,1,0,0,1,2021,"lowsev_fire",0.19,"never high sev",13,"High resistance"
"709",709,1719,0,0,1,0,0,2,2021,"lowsev_fire",1.91,"never high sev",13,"High resistance"
"710",710,1748,0,0,1,1,0,0,2020,"lowsev_fire",17.22,"never high sev",11,"High resistance"
"711",711,1762,0,0,1,0,0,1,2021,"lowsev_fire",26.43,"never high sev",12,"High resistance"
"712",712,1765,0,0,1,0,0,2,2021,"lowsev_fire",0.24,"never high sev",12,"High resistance"
"713",713,1766,0,0,1,0,0,2,2021,"lowsev_fire",0.44,"never high sev",12,"High resistance"
"714",714,1776,0,0,1,0,0,2,2021,"lowsev_fire",0.8,"never high sev",12,"High resistance"
"715",715,1783,0,0,1,0,0,2,2021,"lowsev_fire",2.94,"never high sev",12,"High resistance"
"716",716,1786,0,0,1,0,0,1,2015,"lowsev_fire",0.31,"never high sev",6,"High resistance"
"717",717,1801,0,0,1,0,0,1,2021,"lowsev_fire",1.05,"never high sev",11,"High resistance"
"718",718,1803,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",11,"High resistance"
"719",719,1804,0,0,1,0,1,1,2021,"modsev_fire",0.24,"never high sev",11,"High resistance"
"720",720,1811,0,0,1,0,0,2,2021,"lowsev_fire",0.08,"never high sev",11,"High resistance"
"721",721,1812,0,0,1,0,0,2,2010,"rx_pile",0.19,"never high sev",22,"Moderate resistance"
"722",722,1813,0,0,2,0,0,1,2021,"lowsev_fire",0.03,"never high sev",11,"High resistance"
"723",723,1815,0,0,1,0,0,2,2021,"lowsev_fire",0.04,"never high sev",11,"High resistance"
"724",724,1816,0,0,2,0,0,1,2021,"lowsev_fire",0.01,"never high sev",11,"High resistance"
"725",725,1817,0,0,1,0,0,2,2021,"lowsev_fire",0.02,"never high sev",11,"High resistance"
"726",726,1818,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",11,"High resistance"
"727",727,1821,0,0,1,0,1,1,2021,"modsev_fire",0,"never high sev",11,"High resistance"
"728",728,1822,0,0,1,0,0,2,2021,"lowsev_fire",0.1,"never high sev",11,"High resistance"
"729",729,1824,0,0,1,0,0,2,2021,"lowsev_fire",0.03,"never high sev",11,"High resistance"
"730",730,1825,0,0,1,0,0,2,2021,"lowsev_fire",1.34,"never high sev",11,"High resistance"
"731",731,1827,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",11,"High resistance"
"732",732,1828,0,0,1,0,0,2,2010,"rx_pile",0.07,"never high sev",22,"Moderate resistance"
"733",733,1831,0,0,2,0,0,1,2021,"lowsev_fire",0.22,"never high sev",11,"High resistance"
"734",734,1834,0,0,1,0,0,1,2010,"rx_pile",0.17,"never high sev",22,"Moderate resistance"
"735",735,1841,0,0,2,0,0,1,2021,"lowsev_fire",0.65,"never high sev",11,"High resistance"
"736",736,1862,0,0,1,0,0,2,2021,"lowsev_fire",1.42,"never high sev",11,"High resistance"
"737",737,1863,0,0,1,0,0,2,2010,"rx_pile",0.11,"never high sev",22,"Moderate resistance"
"738",738,1865,0,0,2,0,0,1,2021,"lowsev_fire",1.19,"never high sev",11,"High resistance"
"739",739,1866,0,0,1,0,1,1,2021,"modsev_fire",0.65,"never high sev",11,"High resistance"
"740",740,1867,0,0,1,0,1,1,2021,"modsev_fire",0.26,"never high sev",11,"High resistance"
"741",741,1869,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",11,"High resistance"
"742",742,1871,0,0,2,0,0,1,2021,"lowsev_fire",0.23,"never high sev",11,"High resistance"
"743",743,1872,0,0,1,0,1,1,2021,"modsev_fire",0.17,"never high sev",11,"High resistance"
"744",744,1876,0,0,1,0,0,2,2021,"lowsev_fire",0.02,"never high sev",11,"High resistance"
"745",745,1878,0,0,1,0,0,2,2021,"lowsev_fire",0.1,"never high sev",11,"High resistance"
"746",746,1880,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",11,"High resistance"
"747",747,1884,0,0,1,0,0,2,2021,"lowsev_fire",0.62,"never high sev",11,"High resistance"
"748",748,1902,0,0,1,1,0,1,2020,"lowsev_fire",0.05,"never high sev",9,"High resistance"
"749",749,1906,0,0,1,1,0,1,2020,"lowsev_fire",1.73,"never high sev",9,"High resistance"
"750",750,1945,0,0,1,1,0,1,2021,"lowsev_fire",0,"never high sev",10,"High resistance"
"751",751,1947,0,0,1,1,0,1,2021,"lowsev_fire",0,"never high sev",10,"High resistance"
"752",752,1972,0,0,1,1,0,1,2017,"lowsev_fire",0.01,"never high sev",6,"High resistance"
"753",753,1980,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",10,"High resistance"
"754",754,1988,0,0,1,0,0,1,2021,"lowsev_fire",1.55,"never high sev",10,"High resistance"
"755",755,1994,0,0,1,0,0,2,2021,"lowsev_fire",0.03,"never high sev",10,"High resistance"
"756",756,1995,0,0,1,0,0,2,2021,"lowsev_fire",0.08,"never high sev",10,"High resistance"
"757",757,1996,0,0,1,0,0,2,2021,"lowsev_fire",1.51,"never high sev",10,"High resistance"
"758",758,1997,0,0,1,0,0,2,2021,"lowsev_fire",0.02,"never high sev",10,"High resistance"
"759",759,2005,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",10,"High resistance"
"760",760,2007,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",10,"High resistance"
"761",761,2008,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",10,"High resistance"
"762",762,2009,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",10,"High resistance"
"763",763,2010,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",10,"High resistance"
"764",764,2011,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",10,"High resistance"
"765",765,2012,0,0,1,0,0,2,2021,"lowsev_fire",0.02,"never high sev",10,"High resistance"
"766",766,2013,0,0,1,0,0,2,2021,"lowsev_fire",0.01,"never high sev",10,"High resistance"
"767",767,2014,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",10,"High resistance"
"768",768,2019,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",10,"High resistance"
"769",769,2029,0,0,1,0,0,2,2021,"lowsev_fire",0,"never high sev",10,"High resistance"
"770",770,2030,0,0,1,0,0,2,2021,"lowsev_fire",0.44,"never high sev",10,"High resistance"
"771",771,2045,0,0,1,0,0,2,2011,"rx_pile",0.01,"never high sev",8,"High resistance"
"772",772,2048,0,0,1,0,0,2,2011,"rx_pile",0,"never high sev",8,"High resistance"
"773",773,2051,0,0,1,0,0,2,2011,"rx_pile",0,"never high sev",8,"High resistance"
"774",774,2054,0,0,1,0,0,2,2011,"rx_pile",0,"never high sev",8,"High resistance"
"775",775,2055,0,0,1,0,0,2,2021,"lowsev_fire",0.38,"never high sev",10,"High resistance"
"776",776,2061,0,0,1,0,0,2,2011,"rx_pile",0.05,"never high sev",8,"High resistance"
"777",777,2062,0,0,1,0,0,2,2011,"rx_pile",0,"never high sev",8,"High resistance"
"778",778,2063,0,0,1,0,0,1,2011,"rx_pile",0.01,"never high sev",8,"High resistance"
"779",779,2065,0,0,1,0,0,2,2011,"rx_pile",0,"never high sev",8,"High resistance"
"780",780,2071,0,0,1,0,0,2,2021,"lowsev_fire",4.98,"never high sev",10,"High resistance"
"781",781,2086,0,0,1,0,0,2,2021,"lowsev_fire",0.18,"never high sev",10,"High resistance"
"782",782,2094,0,0,1,0,0,2,2021,"lowsev_fire",0.04,"never high sev",10,"High resistance"
"783",783,2101,0,0,1,0,0,2,2021,"lowsev_fire",0.21,"never high sev",10,"High resistance"
"784",784,2103,0,0,1,0,0,2,2021,"lowsev_fire",0.23,"never high sev",10,"High resistance"
"785",785,2104,0,0,1,0,0,2,2021,"lowsev_fire",0.03,"never high sev",10,"High resistance"
"786",786,2108,0,0,1,0,0,2,2021,"lowsev_fire",4.79,"never high sev",10,"High resistance"
"787",787,2114,0,0,1,0,0,2,2021,"lowsev_fire",24.33,"never high sev",10,"High resistance"
"788",788,2115,0,0,1,0,0,2,2021,"lowsev_fire",0.29,"never high sev",10,"High resistance"
"789",789,2141,0,0,1,2,0,0,2020,"lowsev_fire",0.08,"never high sev",8,"High resistance"
"790",790,2143,0,0,1,2,0,0,2020,"lowsev_fire",1.41,"never high sev",8,"High resistance"
"791",791,2148,0,0,1,2,0,0,2020,"lowsev_fire",0.08,"never high sev",8,"High resistance"
"792",792,2151,0,0,1,2,0,0,2020,"lowsev_fire",1.46,"never high sev",8,"High resistance"
"793",793,2153,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",8,"High resistance"
"794",794,2156,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",8,"High resistance"
"795",795,2158,0,0,1,2,0,0,2020,"lowsev_fire",0.03,"never high sev",8,"High resistance"
"796",796,2159,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",8,"High resistance"
"797",797,2163,0,0,1,2,0,0,2020,"lowsev_fire",0.01,"never high sev",8,"High resistance"
"798",798,2165,0,0,1,2,0,0,2020,"lowsev_fire",0.2,"never high sev",8,"High resistance"
"799",799,2168,0,0,1,2,0,0,2020,"lowsev_fire",0.35,"never high sev",8,"High resistance"
"800",800,2169,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",8,"High resistance"
"801",801,2176,0,0,1,2,0,0,2020,"lowsev_fire",1.58,"never high sev",8,"High resistance"
"802",802,2185,0,0,1,1,0,0,2020,"lowsev_fire",0.3,"never high sev",8,"High resistance"
"803",803,2189,0,0,1,2,0,0,2020,"lowsev_fire",0.45,"never high sev",8,"High resistance"
"804",804,2191,0,0,1,2,0,0,2020,"lowsev_fire",0.39,"never high sev",8,"High resistance"
"805",805,2201,0,0,1,2,0,0,2020,"lowsev_fire",0.11,"never high sev",8,"High resistance"
"806",806,2203,0,0,1,2,0,0,2020,"lowsev_fire",0.14,"never high sev",8,"High resistance"
"807",807,2205,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",8,"High resistance"
"808",808,2211,0,0,1,2,0,0,2020,"lowsev_fire",0.69,"never high sev",8,"High resistance"
"809",809,2214,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",8,"High resistance"
"810",810,2217,0,0,1,2,0,0,2020,"lowsev_fire",0.1,"never high sev",8,"High resistance"
"811",811,2218,0,0,1,2,0,0,2020,"lowsev_fire",1.02,"never high sev",8,"High resistance"
"812",812,2219,0,0,1,2,0,0,2020,"lowsev_fire",0.19,"never high sev",8,"High resistance"
"813",813,2221,0,0,1,2,0,0,2020,"lowsev_fire",0.03,"never high sev",8,"High resistance"
"814",814,2222,0,0,1,2,0,0,2020,"lowsev_fire",0.05,"never high sev",8,"High resistance"
"815",815,2223,0,0,1,2,0,0,2020,"lowsev_fire",0,"never high sev",8,"High resistance"
"816",816,2227,0,0,1,2,0,0,2020,"lowsev_fire",0.1,"never high sev",8,"High resistance"
"817",817,2230,0,0,1,1,0,0,2017,"lowsev_fire",19.11,"never high sev",5,"High resistance"
"818",818,2242,0,0,1,1,0,1,2020,"lowsev_fire",0,"never high sev",8,"High resistance"
"819",819,2253,0,0,1,1,0,1,2020,"lowsev_fire",0.46,"never high sev",8,"High resistance"
"820",820,2256,0,0,1,1,0,1,2020,"lowsev_fire",0.42,"never high sev",8,"High resistance"
"821",821,2258,0,0,1,1,0,1,2020,"lowsev_fire",1.1,"never high sev",8,"High resistance"
"822",822,2259,0,0,1,1,0,1,2020,"lowsev_fire",0.21,"never high sev",8,"High resistance"
"823",823,2261,0,0,1,1,0,1,2020,"lowsev_fire",0.32,"never high sev",8,"High resistance"
"824",824,2263,0,0,1,1,0,1,2020,"lowsev_fire",0.04,"never high sev",8,"High resistance"
"825",825,2264,0,0,1,1,0,1,2020,"lowsev_fire",0.15,"never high sev",8,"High resistance"
"826",826,2273,0,0,1,1,0,1,2020,"lowsev_fire",0.05,"never high sev",8,"High resistance"
