"","X","resist_id","combo_fire_mech","highsev_fire","lowsev_fire","mech_under","modsev_fire","rx_pile","last_trt","area_ha","ever.high","diff.1.to.2","resist_class"
"772",772,1203,0,0,1,2,0,0,2020,5.77,NA,18,"Moderate resistance"
"773",773,1208,0,0,1,2,0,0,2020,2.21,NA,18,"Moderate resistance"
"774",774,1212,0,0,1,2,0,0,2020,0.02,NA,18,"Moderate resistance"
"775",775,1214,0,0,1,2,0,0,2020,2.32,NA,18,"Moderate resistance"
"776",776,1217,0,0,1,2,0,0,2020,0.23,NA,18,"Moderate resistance"
"777",777,1219,0,0,1,2,0,0,2020,9.49,NA,18,"Moderate resistance"
"778",778,1222,0,0,1,2,0,0,2020,1.1,NA,18,"Moderate resistance"
"779",779,1230,0,0,1,2,0,0,2020,0.11,NA,18,"Moderate resistance"
"780",780,1232,0,0,1,2,0,0,2020,7.8,NA,18,"Moderate resistance"
"781",781,1241,0,0,1,0,0,1,2002,0,NA,11,"Faded resistance"
"782",782,1242,0,0,1,0,0,1,2021,0.04,NA,19,"Moderate resistance"
"783",783,1244,0,0,1,0,0,2,2021,0,NA,19,"Moderate resistance"
"784",784,1246,0,0,1,0,0,1,2003,0,NA,1,"Faded resistance"
"785",785,1247,0,0,1,0,0,2,2003,0,NA,1,"Faded resistance"
"786",786,1249,0,0,1,0,0,2,2003,0,NA,1,"Faded resistance"
"787",787,1262,0,0,1,0,0,1,2021,0.03,NA,18,"Moderate resistance"
"788",788,1266,0,0,1,0,0,2,2021,83.6,NA,18,"Moderate resistance"
"789",789,1267,0,0,1,0,0,2,2021,0.1,NA,18,"Moderate resistance"
"790",790,1275,0,0,1,0,0,2,2021,0.18,NA,18,"Moderate resistance"
"791",791,1283,0,0,1,0,0,2,2003,0,NA,2,"Faded resistance"
"792",792,1285,0,0,1,0,0,1,2003,0,NA,18,"Faded resistance"
"793",793,1286,0,0,1,0,0,1,2003,0,NA,1,"Faded resistance"
"794",794,1287,0,0,1,0,0,1,2003,0.01,NA,22,"Faded resistance"
"795",795,1288,0,0,1,0,0,0,2003,0,NA,2003,"Faded resistance"
"796",796,1289,0,0,1,0,0,1,2003,0.03,NA,4,"Faded resistance"
"797",797,1295,0,0,1,0,0,2,2003,0,NA,1,"Faded resistance"
"798",798,1322,0,0,1,0,0,1,2021,2.45,NA,17,"Moderate resistance"
"799",799,1328,0,0,1,0,0,2,2004,0,NA,1,"Faded resistance"
"800",800,1348,0,0,1,0,0,2,2021,0.01,NA,17,"Moderate resistance"
"801",801,1353,0,0,1,0,0,2,2021,4.35,NA,17,"Moderate resistance"
"802",802,1358,0,0,1,0,0,2,2021,3.5,NA,17,"Moderate resistance"
"803",803,1363,0,0,1,0,0,2,2021,0.07,NA,17,"Moderate resistance"
"804",804,1370,0,0,1,0,0,2,2021,0.56,NA,17,"Moderate resistance"
"805",805,1371,0,0,1,0,0,2,2021,0.3,NA,17,"Moderate resistance"
"806",806,1408,0,0,1,0,0,1,2015,0,NA,10,"High resistance"
"807",807,1413,0,0,1,0,0,1,2013,0.07,NA,8,"High resistance"
"808",808,1418,0,0,1,1,0,0,2020,0,NA,14,"High resistance"
"809",809,1426,0,0,1,0,0,1,2021,8.28,NA,15,"High resistance"
"810",810,1432,0,0,1,0,0,2,2021,0.14,NA,15,"High resistance"
"811",811,1434,0,0,1,0,0,0,2006,0,NA,2006,"Faded resistance"
"812",812,1437,0,0,1,0,0,2,2021,2.11,NA,15,"High resistance"
"813",813,1443,0,0,1,0,0,2,2021,8.28,NA,15,"High resistance"
"814",814,1447,0,0,1,0,0,2,2021,0.02,NA,15,"High resistance"
"815",815,1450,0,0,1,0,0,2,2021,0.05,NA,15,"High resistance"
"816",816,1451,0,0,1,0,0,2,2021,3.43,NA,15,"High resistance"
"817",817,1454,0,0,1,0,0,2,2021,0.55,NA,15,"High resistance"
"818",818,1456,0,0,1,0,0,2,2021,0.05,NA,15,"High resistance"
"819",819,1466,0,0,1,0,0,2,2021,0.47,NA,15,"High resistance"
"820",820,1469,0,0,1,0,0,2,2021,0.02,NA,15,"High resistance"
"821",821,1471,0,0,1,0,0,2,2021,5.26,NA,15,"High resistance"
"822",822,1473,0,0,1,0,0,2,2021,0.02,NA,15,"High resistance"
"823",823,1476,0,0,1,0,0,2,2021,0.01,NA,15,"High resistance"
"824",824,1477,0,0,1,0,0,2,2021,0.1,NA,15,"High resistance"
"825",825,1479,0,0,1,0,0,2,2021,0,NA,15,"High resistance"
"826",826,1497,0,0,1,2,0,0,2021,0,NA,14,"High resistance"
"827",827,1501,0,0,1,1,0,0,2020,0.09,NA,13,"High resistance"
"828",828,1507,0,0,1,1,0,0,2021,2.55,NA,14,"High resistance"
"829",829,1517,0,0,1,0,0,2,2021,0,NA,13,"High resistance"
"830",830,1522,0,0,1,0,0,2,2021,0.3,NA,13,"High resistance"
"831",831,1534,0,0,1,0,0,2,2021,0.13,NA,13,"High resistance"
"832",832,1537,0,0,1,0,0,2,2021,0.14,NA,13,"High resistance"
"833",833,1538,0,0,1,0,0,2,2021,2.38,NA,13,"High resistance"
"834",834,1543,0,0,1,0,0,1,2021,0.27,NA,13,"High resistance"
"835",835,1569,0,0,1,1,0,0,2020,16.01,NA,11,"High resistance"
"836",836,1581,0,0,1,0,0,1,2021,41.6,NA,12,"High resistance"
"837",837,1584,0,0,1,0,0,2,2021,0.21,NA,12,"High resistance"
"838",838,1585,0,0,1,0,0,2,2021,0.32,NA,12,"High resistance"
"839",839,1590,0,0,1,0,0,2,2021,1.25,NA,12,"High resistance"
"840",840,1594,0,0,1,0,0,2,2021,5.65,NA,12,"High resistance"
"841",841,1600,0,0,1,0,0,1,2015,0.37,NA,6,"High resistance"
"842",842,1605,0,0,1,2,0,0,2021,0,NA,11,"High resistance"
"843",843,1606,0,0,1,1,0,0,2017,0,NA,7,"High resistance"
"844",844,1615,0,0,1,0,0,1,2021,0.56,NA,11,"High resistance"
"845",845,1618,0,0,1,0,0,2,2021,1.79,NA,11,"High resistance"
"846",846,1620,0,0,1,0,0,2,2021,2.49,NA,11,"High resistance"
"847",847,1624,0,0,1,0,0,2,2021,0.05,NA,11,"High resistance"
"848",848,1626,0,0,1,0,0,2,2021,0.04,NA,11,"High resistance"
"849",849,1627,0,0,1,0,0,2,2021,0.04,NA,11,"High resistance"
"850",850,1629,0,0,1,0,0,2,2021,0.01,NA,11,"High resistance"
"851",851,1630,0,0,1,0,0,2,2021,0.02,NA,11,"High resistance"
"852",852,1638,0,0,2,0,0,1,2021,0.07,NA,11,"High resistance"
"853",853,1639,0,0,2,0,0,1,2021,0.26,NA,11,"High resistance"
"854",854,1640,0,0,1,0,1,1,2021,0.03,NA,11,"High resistance"
"855",855,1642,0,0,2,0,0,1,2021,0.11,NA,11,"High resistance"
"856",856,1643,0,0,1,0,1,1,2021,0,NA,11,"High resistance"
"857",857,1644,0,0,2,0,0,1,2021,0.03,NA,11,"High resistance"
"858",858,1645,0,0,1,0,0,2,2021,0,NA,11,"High resistance"
"859",859,1646,0,0,1,0,0,1,2010,0.07,NA,22,"Moderate resistance"
"860",860,1649,0,0,1,0,0,2,2021,0,NA,11,"High resistance"
"861",861,1650,0,0,1,0,0,2,2021,0.02,NA,11,"High resistance"
"862",862,1656,0,0,1,0,0,2,2021,0,NA,11,"High resistance"
"863",863,1657,0,0,1,0,0,2,2021,0.43,NA,11,"High resistance"
"864",864,1665,0,0,1,1,0,1,2017,0,NA,6,"High resistance"
"865",865,1670,0,0,1,1,0,1,2020,0.17,NA,9,"High resistance"
"866",866,1675,0,0,1,1,0,1,2020,2.98,NA,9,"High resistance"
"867",867,1695,0,0,1,1,0,1,2021,0,NA,10,"High resistance"
"868",868,1700,0,0,1,1,0,1,2021,0,NA,10,"High resistance"
"869",869,1711,0,0,1,1,0,1,2017,0.01,NA,6,"High resistance"
"870",870,1736,0,0,1,0,0,1,2021,1.31,NA,10,"High resistance"
"871",871,1740,0,0,1,0,0,2,2011,0,NA,1,"High resistance"
"872",872,1746,0,0,1,0,0,2,2011,0.01,NA,1,"High resistance"
"873",873,1748,0,0,1,0,0,2,2011,0.01,NA,13,"High resistance"
"874",874,1751,0,0,1,0,0,2,2021,0,NA,10,"High resistance"
"875",875,1756,0,0,1,0,0,2,2021,0.08,NA,10,"High resistance"
"876",876,1759,0,0,1,0,0,2,2021,0,NA,10,"High resistance"
"877",877,1764,0,0,1,0,0,2,2021,0.7,NA,10,"High resistance"
"878",878,1767,0,0,1,0,0,2,2021,0.06,NA,10,"High resistance"
"879",879,1778,0,0,1,0,0,2,2011,0.19,NA,8,"High resistance"
"880",880,1784,0,0,1,0,0,2,2011,0.04,NA,8,"High resistance"
"881",881,1787,0,0,1,0,0,2,2011,0,NA,8,"High resistance"
"882",882,1788,0,0,1,0,0,2,2011,0,NA,8,"High resistance"
"883",883,1789,0,0,1,0,0,2,2011,0,NA,8,"High resistance"
"884",884,1790,0,0,1,0,0,2,2011,0,NA,8,"High resistance"
"885",885,1793,0,0,1,0,0,2,2021,0.23,NA,10,"High resistance"
"886",886,1801,0,0,1,0,0,2,2011,0,NA,8,"High resistance"
"887",887,1802,0,0,1,0,0,2,2011,0.09,NA,8,"High resistance"
"888",888,1803,0,0,1,0,0,2,2011,0,NA,8,"High resistance"
"889",889,1804,0,0,1,0,0,2,2011,0,NA,8,"High resistance"
"890",890,1805,0,0,1,0,0,1,2011,0.06,NA,8,"High resistance"
"891",891,1810,0,0,1,0,0,2,2021,4.42,NA,10,"High resistance"
"892",892,1823,0,0,1,0,0,2,2021,5.88,NA,10,"High resistance"
"893",893,1832,0,0,1,0,0,2,2021,0.46,NA,10,"High resistance"
"894",894,1837,0,0,1,0,0,2,2021,0.02,NA,10,"High resistance"
"895",895,1844,0,0,1,0,0,2,2021,0.16,NA,10,"High resistance"
"896",896,1846,0,0,1,0,0,2,2021,0.42,NA,10,"High resistance"
"897",897,1847,0,0,1,0,0,2,2021,0.03,NA,10,"High resistance"
"898",898,1848,0,0,1,0,0,2,2021,30.69,NA,10,"High resistance"
"899",899,1851,0,0,1,0,0,2,2021,0.11,NA,10,"High resistance"
"900",900,1861,0,0,1,0,0,2,2021,0.67,NA,10,"High resistance"
"901",901,1876,0,0,1,2,0,0,2020,0.08,NA,8,"High resistance"
"902",902,1882,0,0,1,2,0,0,2020,1.39,NA,8,"High resistance"
"903",903,1888,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"904",904,1889,0,0,1,2,0,0,2020,0.49,NA,8,"High resistance"
"905",905,1890,0,0,1,2,0,0,2020,0.2,NA,8,"High resistance"
"906",906,1894,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"907",907,1895,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"908",908,1896,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"909",909,1900,0,0,1,2,0,0,2020,1.15,NA,8,"High resistance"
"910",910,1903,0,0,1,2,0,0,2020,0.03,NA,8,"High resistance"
"911",911,1905,0,0,1,2,0,0,2020,0.44,NA,8,"High resistance"
"912",912,1907,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"913",913,1910,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"914",914,1911,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"915",915,1912,0,0,1,2,0,0,2020,0.03,NA,8,"High resistance"
"916",916,1913,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"917",917,1915,0,0,1,2,0,0,2020,0.01,NA,8,"High resistance"
"918",918,1920,0,0,1,2,0,0,2020,0.01,NA,8,"High resistance"
"919",919,1927,0,0,1,1,0,0,2020,0.6,NA,8,"High resistance"
"920",920,1930,0,0,1,2,0,0,2020,0.21,NA,8,"High resistance"
"921",921,1932,0,0,1,2,0,0,2020,0.32,NA,8,"High resistance"
"922",922,1938,0,0,1,2,0,0,2020,0.25,NA,8,"High resistance"
"923",923,1942,0,0,1,2,0,0,2020,0.05,NA,8,"High resistance"
"924",924,1948,0,0,1,2,0,0,2020,0.04,NA,8,"High resistance"
"925",925,1956,0,0,1,2,0,0,2020,0,NA,8,"High resistance"
"926",926,1957,0,0,1,2,0,0,2020,0.69,NA,8,"High resistance"
"927",927,1958,0,0,1,2,0,0,2020,0.06,NA,8,"High resistance"
"928",928,1969,0,0,1,1,0,0,2017,43.17,NA,5,"High resistance"
"929",929,1973,0,0,1,1,0,1,2020,0.25,NA,8,"High resistance"
"930",930,1981,0,0,1,1,0,1,2020,0.16,NA,8,"High resistance"
"931",931,1982,0,0,1,1,0,1,2020,0.71,NA,8,"High resistance"
"932",932,1986,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"933",933,1991,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"934",934,1993,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"935",935,1995,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"936",936,1997,0,0,1,1,0,1,2020,0.44,NA,8,"High resistance"
"937",937,2000,0,0,1,1,0,1,2020,0.1,NA,8,"High resistance"
"938",938,2001,0,0,1,1,0,1,2020,0.01,NA,8,"High resistance"
"939",939,2002,0,0,1,1,0,1,2020,0.08,NA,8,"High resistance"
"940",940,2004,0,0,1,1,0,1,2020,0.13,NA,8,"High resistance"
"941",941,2007,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"942",942,2010,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"943",943,2013,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"944",944,2020,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"945",945,2022,0,0,1,1,0,1,2020,0.19,NA,8,"High resistance"
"946",946,2025,0,0,1,1,0,1,2020,0.49,NA,8,"High resistance"
"947",947,2039,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"948",948,2040,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"949",949,2042,0,0,1,1,0,1,2020,0.04,NA,8,"High resistance"
"950",950,2046,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"951",951,2048,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"952",952,2049,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"953",953,2050,0,0,1,1,0,1,2020,0.07,NA,8,"High resistance"
"954",954,2052,0,0,1,1,0,1,2020,0.02,NA,8,"High resistance"
"955",955,2054,0,0,1,1,0,1,2020,0.94,NA,8,"High resistance"
"956",956,2060,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"957",957,2063,0,0,1,1,0,1,2020,0.01,NA,8,"High resistance"
"958",958,2067,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"959",959,2069,0,0,1,1,0,1,2020,0.08,NA,8,"High resistance"
"960",960,2073,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"961",961,2075,0,0,1,1,0,1,2020,0.06,NA,8,"High resistance"
"962",962,2076,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"963",963,2077,0,0,1,1,0,1,2020,0.06,NA,8,"High resistance"
"964",964,2079,0,0,1,1,0,1,2020,0.26,NA,8,"High resistance"
"965",965,2080,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"966",966,2083,0,0,1,1,0,1,2020,0.25,NA,8,"High resistance"
"967",967,2084,0,0,1,1,0,1,2020,1.27,NA,8,"High resistance"
"968",968,2093,0,0,1,1,0,1,2020,0.83,NA,8,"High resistance"
"969",969,2101,0,0,1,1,0,1,2020,1.25,NA,8,"High resistance"
"970",970,2106,0,0,1,1,0,1,2020,0.42,NA,8,"High resistance"
"971",971,2108,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"972",972,2110,0,0,1,1,0,1,2020,0.01,NA,8,"High resistance"
"973",973,2114,0,0,1,1,0,1,2020,0.64,NA,8,"High resistance"
"974",974,2118,0,0,1,1,0,1,2020,0.02,NA,8,"High resistance"
"975",975,2124,0,0,1,1,0,1,2020,0.01,NA,8,"High resistance"
"976",976,2130,0,0,1,1,0,1,2020,0.14,NA,8,"High resistance"
"977",977,2133,0,0,1,1,0,1,2020,0.02,NA,8,"High resistance"
"978",978,2153,0,0,1,1,0,1,2020,0.66,NA,8,"High resistance"
"979",979,2159,0,0,1,0,0,1,2020,1.89,NA,8,"High resistance"
"980",980,2162,0,0,1,1,0,1,2020,0.13,NA,8,"High resistance"
"981",981,2164,0,0,1,1,0,1,2020,0.65,NA,8,"High resistance"
"982",982,2167,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"983",983,2171,0,0,1,1,0,1,2020,0.14,NA,8,"High resistance"
"984",984,2172,0,0,1,1,0,1,2020,0,NA,8,"High resistance"
"985",985,2177,0,0,1,1,0,1,2020,0.82,NA,8,"High resistance"
"986",986,2178,0,0,1,1,0,1,2020,0.12,NA,8,"High resistance"
"987",987,2182,0,0,1,1,0,1,2020,0.62,NA,8,"High resistance"
"988",988,2190,0,0,1,1,0,1,2020,0.06,NA,8,"High resistance"
"989",989,2191,0,0,1,1,0,1,2020,0.01,NA,8,"High resistance"
"990",990,2195,0,0,1,1,0,1,2020,0.02,NA,8,"High resistance"
"991",991,2197,0,0,1,1,0,1,2020,0.01,NA,8,"High resistance"
"992",992,2205,0,0,1,0,0,1,2021,10.79,NA,9,"High resistance"
"993",993,2211,0,0,1,0,0,2,2021,0.01,NA,9,"High resistance"
"994",994,2215,0,0,1,0,0,2,2012,0,NA,9,"High resistance"
"995",995,2217,0,0,1,0,0,2,2012,0.09,NA,9,"High resistance"
"996",996,2219,0,0,1,0,0,2,2012,0,NA,9,"High resistance"
"997",997,2220,0,0,1,0,0,2,2012,0.34,NA,9,"High resistance"
"998",998,2231,0,0,1,0,0,2,2021,0.25,NA,9,"High resistance"
"999",999,2236,0,0,1,0,0,2,2021,0,NA,9,"High resistance"
"1000",1000,2238,0,0,1,0,0,2,2021,0.02,NA,9,"High resistance"
"1001",1001,2239,0,0,1,0,0,2,2021,0,NA,9,"High resistance"
"1002",1002,2250,0,0,1,0,0,2,2021,0.62,NA,9,"High resistance"
"1003",1003,2251,0,0,1,0,0,2,2021,0,NA,9,"High resistance"
"1004",1004,2252,0,0,1,0,0,2,2012,0,NA,25,"Moderate resistance"
"1005",1005,2253,0,0,1,0,1,1,2021,0.01,NA,9,"High resistance"
"1006",1006,2255,0,0,2,0,0,1,2021,0.27,NA,9,"High resistance"
"1007",1007,2256,0,0,1,0,0,2,2021,14.14,NA,9,"High resistance"
"1008",1008,2260,0,0,1,0,0,2,2021,0.14,NA,9,"High resistance"
"1009",1009,2264,0,0,1,0,0,2,2021,0.22,NA,9,"High resistance"
"1010",1010,2265,0,0,1,0,0,2,2021,0,NA,9,"High resistance"
"1011",1011,2269,0,0,1,0,0,2,2021,0.01,NA,9,"High resistance"
"1012",1012,2270,0,0,1,0,0,2,2021,0.18,NA,9,"High resistance"
"1013",1013,2276,0,0,1,0,0,2,2021,0.39,NA,9,"High resistance"
"1014",1014,2282,0,0,1,0,0,2,2021,0.71,NA,9,"High resistance"
"1015",1015,2285,0,0,1,0,0,2,2021,0,NA,9,"High resistance"
"1016",1016,2286,0,0,1,0,0,2,2021,0.13,NA,9,"High resistance"
"1017",1017,2287,0,0,1,0,0,2,2021,0.01,NA,9,"High resistance"
"1018",1018,2288,0,0,1,1,0,1,2021,0.17,NA,9,"High resistance"
"1019",1019,2290,0,0,1,0,0,2,2021,0.35,NA,9,"High resistance"
"1020",1020,2291,0,0,1,0,0,2,2021,0,NA,9,"High resistance"
"1021",1021,2305,0,0,1,2,0,0,2020,0,NA,7,"High resistance"
"1022",1022,2313,0,0,1,2,0,0,2020,1.79,NA,7,"High resistance"
"1023",1023,2314,0,0,1,2,0,0,2020,0.24,NA,7,"High resistance"
"1024",1024,2321,0,0,1,1,0,1,2020,0.04,NA,7,"High resistance"
"1025",1025,2322,0,0,1,2,0,0,2020,0.52,NA,7,"High resistance"
"1026",1026,2323,0,0,1,1,0,1,2020,0,NA,7,"High resistance"
"1027",1027,2324,0,0,1,2,0,0,2020,3.26,NA,7,"High resistance"
"1028",1028,2325,0,0,1,1,0,1,2020,0.88,NA,7,"High resistance"
"1029",1029,2326,0,0,1,1,0,1,2020,0.1,NA,7,"High resistance"
"1030",1030,2332,0,0,1,2,0,0,2020,13.92,NA,7,"High resistance"
"1031",1031,2337,0,0,1,2,0,0,2020,1.03,NA,7,"High resistance"
"1032",1032,2343,0,0,1,1,0,1,2020,1.32,NA,7,"High resistance"
"1033",1033,2348,0,0,1,1,0,0,2020,8.83,NA,7,"High resistance"
"1034",1034,2360,0,0,1,1,0,1,2020,4.41,NA,7,"High resistance"
"1035",1035,2362,0,0,1,1,0,1,2020,0.23,NA,7,"High resistance"
"1036",1036,2371,0,0,1,1,0,1,2020,2.66,NA,7,"High resistance"
"1037",1037,2374,0,0,1,0,0,2,2020,0.46,NA,7,"High resistance"
"1038",1038,2375,0,0,1,0,0,2,2020,0,NA,7,"High resistance"
"1039",1039,2379,0,0,1,1,0,1,2020,2.89,NA,7,"High resistance"
"1040",1040,2381,0,0,1,0,0,2,2020,0.27,NA,7,"High resistance"
"1041",1041,2394,0,0,1,0,0,2,2020,0,NA,7,"High resistance"
"1042",1042,2398,0,0,1,0,0,2,2020,0.01,NA,7,"High resistance"
"1043",1043,2399,0,0,1,0,0,2,2020,0,NA,7,"High resistance"
"1044",1044,2407,0,0,1,1,0,1,2020,1.48,NA,7,"High resistance"
"1045",1045,2409,0,0,1,1,0,1,2020,0,NA,7,"High resistance"
"1046",1046,2414,0,0,1,0,0,2,2020,0.21,NA,7,"High resistance"
"1047",1047,2418,0,0,1,1,0,1,2020,0.5,NA,7,"High resistance"
"1048",1048,2439,0,0,1,1,0,0,2015,0.02,NA,1,"High resistance"
"1049",1049,2442,0,0,1,0,0,1,2021,0.22,NA,7,"High resistance"
"1050",1050,2447,0,0,1,0,0,2,2021,0.01,NA,7,"High resistance"
"1051",1051,2448,0,0,1,0,0,2,2021,0.16,NA,7,"High resistance"
"1052",1052,2456,0,0,1,0,0,2,2021,3.5,NA,7,"High resistance"
"1053",1053,2464,0,0,1,0,0,1,2014,0.07,NA,11,"High resistance"
"1054",1054,2479,0,0,1,2,0,0,2017,1.44,NA,2,"High resistance"
"1055",1055,2480,0,0,1,2,0,0,2017,1.97,NA,2,"High resistance"
"1056",1056,2483,0,0,2,1,0,0,2017,0.07,NA,2,"High resistance"
"1057",1057,2484,0,0,2,1,0,0,2017,0.47,NA,2,"High resistance"
"1058",1058,2486,0,0,1,1,0,0,2021,0,NA,6,"High resistance"
"1059",1059,2489,0,0,1,1,0,0,2017,50.71,NA,2,"High resistance"
"1060",1060,2498,0,0,1,0,0,1,2021,0.99,NA,6,"High resistance"
"1061",1061,2499,0,0,1,0,0,2,2021,0.91,NA,6,"High resistance"
"1062",1062,2509,0,0,1,0,0,2,2021,0,NA,6,"High resistance"
"1063",1063,2514,0,0,1,2,0,0,2017,1.46,NA,1,"High resistance"
"1064",1064,2517,0,0,1,2,0,0,2017,2.44,NA,1,"High resistance"
"1065",1065,2524,0,0,1,2,0,0,2017,0.34,NA,1,"High resistance"
"1066",1066,2526,0,0,1,2,0,0,2020,7.74,NA,4,"High resistance"
"1067",1067,2528,0,0,1,1,0,1,2020,1.78,NA,4,"High resistance"
"1068",1068,2530,0,0,1,1,0,1,2020,0,NA,4,"High resistance"
"1069",1069,2536,0,0,1,2,0,0,2020,0.12,NA,4,"High resistance"
"1070",1070,2537,0,0,1,1,0,1,2020,0.18,NA,4,"High resistance"
"1071",1071,2538,0,0,1,1,0,1,2020,0,NA,4,"High resistance"
"1072",1072,2545,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1073",1073,2548,0,0,1,1,0,0,2021,0,NA,5,"High resistance"
"1074",1074,2552,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1075",1075,2559,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1076",1076,2560,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1077",1077,2566,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1078",1078,2568,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1079",1079,2573,0,0,1,1,0,0,2017,14.36,NA,1,"High resistance"
"1080",1080,2574,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1081",1081,2577,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1082",1082,2583,0,0,1,1,0,0,2022,0.19,NA,6,"High resistance"
"1083",1083,2590,0,0,1,1,0,1,2020,0.04,NA,4,"High resistance"
"1084",1084,2597,0,0,1,1,0,1,2020,0.07,NA,4,"High resistance"
"1085",1085,2598,0,0,1,1,0,1,2020,0.3,NA,4,"High resistance"
"1086",1086,2599,0,0,1,1,0,1,2020,0.33,NA,4,"High resistance"
"1087",1087,2601,0,0,1,1,0,1,2020,0.01,NA,4,"High resistance"
"1088",1088,2604,0,0,1,1,0,1,2020,0.14,NA,4,"High resistance"
"1089",1089,2617,0,0,1,1,0,1,2020,0.01,NA,4,"High resistance"
"1090",1090,2621,0,0,1,1,0,1,2020,0.1,NA,4,"High resistance"
"1091",1091,2625,0,0,1,1,0,1,2020,0,NA,4,"High resistance"
"1092",1092,2628,0,0,1,1,0,1,2020,0,NA,4,"High resistance"
"1093",1093,2630,0,0,1,1,0,1,2020,0.01,NA,4,"High resistance"
"1094",1094,2645,0,0,1,1,0,1,2021,0.5,NA,5,"High resistance"
"1095",1095,2648,0,0,1,0,0,1,2021,0,NA,5,"High resistance"
"1096",1096,2654,0,0,1,1,0,1,2021,72.72,NA,5,"High resistance"
"1097",1097,2668,0,0,1,1,0,1,2021,0.22,NA,5,"High resistance"
"1098",1098,2675,0,0,1,1,0,1,2021,0.44,NA,5,"High resistance"
"1099",1099,2681,0,0,1,1,0,1,2021,6.91,NA,5,"High resistance"
"1100",1100,2689,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1101",1101,2690,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1102",1102,2692,0,0,1,0,0,2,2021,0,NA,5,"High resistance"
"1103",1103,2695,0,0,1,1,0,1,2021,0.22,NA,5,"High resistance"
"1104",1104,2702,0,0,1,1,0,1,2021,0.3,NA,5,"High resistance"
"1105",1105,2711,0,0,1,1,0,1,2021,0.08,NA,5,"High resistance"
"1106",1106,2712,0,0,1,1,0,1,2021,0.75,NA,5,"High resistance"
"1107",1107,2713,0,0,1,1,0,1,2021,0.52,NA,5,"High resistance"
"1108",1108,2714,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1109",1109,2726,0,0,1,1,0,1,2021,0.79,NA,5,"High resistance"
"1110",1110,2727,0,0,1,1,0,1,2021,0.16,NA,5,"High resistance"
"1111",1111,2732,0,0,1,1,0,1,2021,0,NA,5,"High resistance"
"1112",1112,2733,0,0,1,1,0,1,2021,0.01,NA,5,"High resistance"
"1113",1113,2734,0,0,1,1,0,1,2021,0.05,NA,5,"High resistance"
"1114",1114,2739,0,0,1,0,0,2,2021,0,NA,5,"High resistance"
"1115",1115,2780,0,0,1,1,0,1,2022,0.36,NA,6,"High resistance"
"1116",1116,2786,0,0,1,1,0,0,2021,0.42,NA,4,"High resistance"
"1117",1117,2794,0,0,2,1,0,0,2021,0,NA,4,"High resistance"
"1118",1118,2795,0,0,1,1,0,1,2021,0,NA,4,"High resistance"
"1119",1119,2796,0,0,1,2,0,0,2021,0,NA,4,"High resistance"
"1120",1120,2801,0,0,1,1,0,0,2017,1.12,NA,2,"High resistance"
"1121",1121,2803,0,0,1,0,0,2,2021,4.82,NA,4,"High resistance"
"1122",1122,2804,0,0,1,0,0,2,2021,0,NA,4,"High resistance"
"1123",1123,2810,0,0,1,1,0,1,2017,1.79,NA,1,"High resistance"
"1124",1124,2857,0,0,1,0,0,2,2022,0.01,NA,5,"High resistance"
