"","X","resist_id","combo_fire_mech","highsev_fire","lowsev_fire","mech_under","modsev_fire","rx_pile","last_trt","area_ha","ever.high","diff.1.to.2","resist_class"
"2556",2556,4825,0,0,0,2,0,1,2023,0.26,NA,4,"High resistance"
"2557",2557,4827,0,0,0,2,0,1,2023,4.93,NA,4,"High resistance"
"2558",2558,4833,0,0,0,1,0,2,2023,0,NA,6,"High resistance"
"2559",2559,4849,0,0,0,1,0,2,2023,0,NA,1,"High resistance"
"2560",2560,4850,0,0,0,2,0,1,2023,6.14,NA,1,"High resistance"
"2561",2561,4852,0,0,0,1,0,2,2023,0.9,NA,1,"High resistance"
"2562",2562,4859,0,0,0,2,0,1,2023,2.48,NA,4,"High resistance"
"2563",2563,4867,0,0,0,2,0,1,2023,0.72,NA,1,"High resistance"
"2564",2564,4868,0,0,0,2,0,1,2023,0.08,"past high sev",1,"High resistance"
"2565",2565,4871,0,0,0,2,0,1,2023,0.33,NA,1,"High resistance"
"2566",2566,4872,0,0,0,2,0,1,2023,0.16,NA,1,"High resistance"
"2567",2567,4876,0,0,0,2,0,1,2023,0.02,NA,1,"High resistance"
"2568",2568,4877,0,0,0,2,0,1,2023,0,NA,1,"High resistance"
"2569",2569,4882,0,0,0,1,0,2,2023,10.62,NA,1,"High resistance"
"2570",2570,4885,0,0,0,1,1,1,2023,0.26,NA,1,"High resistance"
"2571",2571,4892,0,0,0,1,0,1,2023,1.59,NA,1,"High resistance"
"2572",2572,4911,0,0,0,1,0,2,2023,2.33,"past high sev",2,"High resistance"
"2573",2573,4913,0,0,0,1,0,1,2023,14.9,NA,2,"High resistance"
"2574",2574,5012,0,0,0,1,0,2,2023,0.09,NA,1,"High resistance"
"2575",2575,5020,0,0,0,2,1,0,2024,0.03,NA,2,"High resistance"
"2576",2576,5029,0,0,0,2,1,0,2024,0.48,NA,4,"High resistance"
"2577",2577,5032,0,0,0,2,0,0,2024,23.19,NA,22,"Moderate resistance"
"2578",2578,5038,0,0,0,2,1,0,2024,0.16,NA,4,"High resistance"
"2579",2579,5040,0,0,0,2,1,0,2024,0.02,NA,3,"High resistance"
"2580",2580,5043,0,0,0,3,0,0,2024,0,NA,2,"Low resistance"
"2581",2581,5048,0,0,0,2,0,0,2024,0,NA,43,"Moderate resistance"
"2582",2582,5053,0,0,0,2,1,0,2024,0.01,NA,4,"High resistance"
"2583",2583,5055,0,0,0,2,1,0,2024,0,NA,2,"High resistance"
"2584",2584,5058,0,0,0,1,1,0,2024,1.45,NA,4,"High resistance"
"2585",2585,5065,0,0,0,1,1,0,2024,19.94,NA,3,"High resistance"
"2586",2586,5069,0,0,0,2,0,0,2024,7.49,NA,38,"Moderate resistance"
"2587",2587,5070,0,0,0,3,0,0,2024,0,NA,1,"Low resistance"
"2588",2588,5071,0,0,0,2,0,0,2024,0.21,NA,6,"Low resistance"
"2589",2589,5073,0,0,0,2,0,0,2024,2.96,NA,23,"Moderate resistance"
"2590",2590,5075,0,0,0,2,0,1,2024,0.01,NA,2,"High resistance"
"2591",2591,5076,0,0,0,2,1,0,2024,0.39,NA,1,"High resistance"
"2592",2592,5077,0,0,0,2,1,0,2024,0.03,NA,6,"High resistance"
"2593",2593,5078,0,0,0,2,1,0,2024,3.85,NA,9,"High resistance"
"2594",2594,5081,0,0,0,2,1,0,2024,0,NA,1,"High resistance"
"2595",2595,5085,0,0,0,1,1,0,2024,23.59,NA,9,"High resistance"
"2596",2596,5089,0,0,0,2,1,0,2024,0.74,NA,6,"High resistance"
"2597",2597,5094,0,0,0,3,0,0,2024,1.4,NA,6,"Low resistance"
"2598",2598,5099,0,0,0,2,0,1,2024,0.18,NA,2,"High resistance"
"2599",2599,5101,0,0,0,2,0,1,2024,0.09,"past high sev",2,"High resistance"
"2600",2600,5102,0,0,0,2,0,0,2024,7.95,NA,12,"Low resistance"
"2601",2601,5105,0,0,0,1,0,1,2024,0.09,NA,47,"Moderate resistance"
"2602",2602,5106,0,0,0,2,0,1,2024,0,NA,1,"High resistance"
"2603",2603,5107,0,0,0,3,0,0,2024,1.93,NA,9,"Low resistance"
"2604",2604,5108,0,0,0,3,0,0,2024,0,NA,1,"Low resistance"
"2605",2605,5109,0,0,0,3,0,0,2024,0,NA,1,"Low resistance"
"2606",2606,5110,0,0,0,3,0,0,2024,0.14,NA,4,"Low resistance"
"2607",2607,5112,0,0,0,3,0,0,2024,0.02,NA,1,"Low resistance"
"2608",2608,5116,0,0,0,2,0,1,2024,0.01,NA,2,"High resistance"
"2609",2609,5117,0,0,0,3,0,0,2024,1.71,NA,1,"Low resistance"
"2610",2610,5118,0,0,0,2,0,1,2024,0,NA,2,"High resistance"
"2611",2611,5119,0,0,0,3,0,0,2024,0.02,NA,1,"Low resistance"
"2612",2612,5120,0,0,0,1,0,2,2024,0.16,NA,6,"High resistance"
"2613",2613,5121,0,0,0,3,0,0,2024,0.48,NA,1,"Low resistance"
"2614",2614,5123,0,0,0,3,0,0,2024,0.01,NA,1,"Low resistance"
"2615",2615,5124,0,0,0,1,0,0,2024,3.26,NA,2024,"Low resistance"
"2616",2616,5130,0,0,0,1,1,1,2024,0.01,NA,2,"High resistance"
"2617",2617,5133,0,0,0,2,0,1,2024,0,NA,2,"High resistance"
"2618",2618,5138,0,0,0,2,0,1,2024,0,NA,1,"High resistance"
"2619",2619,5140,0,0,0,2,0,1,2024,0.01,NA,1,"High resistance"
"2620",2620,5143,0,0,0,1,1,1,2024,0.08,NA,1,"High resistance"
"2621",2621,5158,0,0,0,2,0,1,2024,2.3,NA,1,"High resistance"
"2622",2622,5172,0,0,0,1,1,1,2024,0.02,NA,4,"High resistance"
"2623",2623,5173,0,0,0,1,0,1,2024,0.03,NA,22,"Moderate resistance"
"2624",2624,5185,0,0,0,2,0,1,2024,0,NA,1,"High resistance"
"2625",2625,5189,0,0,0,1,0,2,2024,0.3,NA,5,"High resistance"
"2626",2626,5191,0,0,0,1,0,2,2024,0.06,NA,4,"High resistance"
"2627",2627,5192,0,0,0,1,0,2,2024,0,NA,5,"High resistance"
"2628",2628,5193,0,0,0,1,0,2,2024,0.02,NA,4,"High resistance"
"2629",2629,5196,0,0,0,1,0,2,2024,0.12,NA,4,"High resistance"
"2630",2630,5200,0,0,0,1,0,1,2024,0.02,NA,23,"Moderate resistance"
"2631",2631,5203,0,0,0,1,0,2,2024,0.29,NA,1,"High resistance"
"2632",2632,5204,0,0,0,1,0,2,2024,0.02,NA,1,"High resistance"
"2633",2633,5205,0,0,0,1,0,2,2024,0.44,NA,1,"High resistance"
"2634",2634,5206,0,0,0,1,0,2,2024,0.62,NA,1,"High resistance"
"2635",2635,5207,0,0,0,1,0,2,2024,0.2,NA,1,"High resistance"
"2636",2636,5208,0,0,0,1,0,2,2024,0.01,NA,1,"High resistance"
"2637",2637,5210,0,0,0,1,0,2,2024,0.46,NA,1,"High resistance"
"2638",2638,5211,0,0,0,1,0,2,2024,0.09,NA,1,"High resistance"
"2639",2639,5212,0,0,0,1,0,2,2024,0.01,NA,1,"High resistance"
"2640",2640,5213,0,0,0,1,0,2,2024,0.04,NA,1,"High resistance"
"2641",2641,5214,0,0,0,1,0,2,2024,3.06,NA,1,"High resistance"
"2642",2642,5215,0,0,0,1,0,2,2024,0.09,NA,1,"High resistance"
"2643",2643,5216,0,0,0,1,0,2,2024,0.01,NA,1,"High resistance"
"2644",2644,5217,0,0,0,2,0,1,2024,0.15,NA,5,"High resistance"
"2645",2645,5218,0,0,0,1,1,1,2024,0.1,NA,1,"High resistance"
"2646",2646,5224,0,0,0,1,0,2,2024,0,NA,1,"High resistance"
"2647",2647,5229,0,0,0,1,0,2,2024,4.17,NA,1,"High resistance"
"2648",2648,5230,0,0,0,1,0,2,2024,0,NA,2,"High resistance"
"2649",2649,5237,0,0,0,2,0,1,2024,0,NA,5,"High resistance"
"2650",2650,5238,0,0,0,2,0,1,2024,0.21,NA,1,"High resistance"
"2651",2651,5244,0,0,0,1,1,1,2024,0.32,NA,2,"High resistance"
"2652",2652,5247,0,0,0,2,0,1,2024,0.04,NA,1,"High resistance"
"2653",2653,5251,0,0,0,1,0,1,2024,3.21,NA,1,"High resistance"
"2654",2654,5256,0,0,0,1,0,2,2024,0,NA,1,"High resistance"
"2655",2655,3,0,0,0,0,1,0,1987,0,NA,1987,"Faded resistance"
"2656",2656,4,0,0,0,0,1,0,1987,0,NA,1987,"Faded resistance"
"2657",2657,10,0,0,0,0,1,0,2018,0,NA,2018,"Moderate resistance"
"2658",2658,11,0,0,0,0,1,0,2018,2.47,NA,2018,"Moderate resistance"
"2659",2659,18,0,0,0,0,1,0,2020,0,NA,2020,"Moderate resistance"
"2660",2660,21,0,0,0,0,1,0,2020,240.12,NA,2020,"Moderate resistance"
"2661",2661,35,0,0,0,0,2,0,2021,0,NA,10,"High resistance"
"2662",2662,37,0,0,0,0,1,0,2021,0,NA,2021,"Moderate resistance"
"2663",2663,38,0,0,0,0,2,0,2021,0.05,NA,34,"Moderate resistance"
"2664",2664,40,0,0,0,0,1,0,2021,136.6,NA,2021,"Moderate resistance"
"2665",2665,54,0,0,0,0,1,0,2022,0,NA,2022,"Moderate resistance"
"2666",2666,55,0,0,0,0,1,0,2022,0.35,NA,2022,"Moderate resistance"
"2667",2667,69,0,0,0,0,2,0,2024,0.06,NA,6,"High resistance"
"2668",2668,78,0,0,0,0,2,0,2024,0.31,NA,37,"Moderate resistance"
"2669",2669,82,0,0,0,0,1,0,2024,9.27,NA,2024,"Moderate resistance"
"2670",2670,102,0,0,0,0,1,0,2010,0.07,NA,2010,"Moderate resistance"
"2671",2671,111,0,0,0,0,1,0,1986,0.03,NA,1986,"Faded resistance"
"2672",2672,121,0,0,0,0,2,0,2021,0.9,NA,26,"Moderate resistance"
"2673",2673,135,0,0,0,0,2,0,2021,0.04,NA,25,"Moderate resistance"
"2674",2674,142,0,0,0,0,1,0,1996,0.3,NA,1996,"Faded resistance"
"2675",2675,145,0,0,0,0,1,0,1991,5.52,NA,1991,"Faded resistance"
"2676",2676,155,0,0,0,0,1,0,2015,381.87,NA,2015,"Moderate resistance"
"2677",2677,168,0,0,0,0,1,0,2016,1.26,NA,2016,"Moderate resistance"
"2678",2678,171,0,0,0,0,1,0,2017,52.18,NA,2017,"Moderate resistance"
"2679",2679,176,0,0,0,0,1,0,2023,0.01,NA,2023,"Moderate resistance"
"2680",2680,341,0,0,0,0,1,1,2021,0.18,NA,52,"Moderate resistance"
"2681",2681,350,0,0,0,0,2,1,2021,0,NA,13,"High resistance"
"2682",2682,361,0,0,0,0,1,1,2021,1.11,NA,51,"Moderate resistance"
"2683",2683,381,0,0,0,0,1,1,2021,0,NA,50,"Moderate resistance"
"2684",2684,388,0,0,0,0,1,1,2021,2.45,NA,49,"Moderate resistance"
"2685",2685,392,0,0,0,0,1,1,2021,0,NA,49,"Moderate resistance"
"2686",2686,398,0,0,0,0,1,1,2021,0.05,NA,47,"Moderate resistance"
"2687",2687,414,0,0,0,0,1,1,2021,1.46,NA,45,"Moderate resistance"
"2688",2688,428,0,0,0,0,1,1,2021,1.86,NA,44,"Moderate resistance"
"2689",2689,436,0,0,0,0,1,2,2021,0.01,NA,44,"Moderate resistance"
"2690",2690,443,0,0,0,0,1,1,2021,1.71,NA,43,"Moderate resistance"
"2691",2691,454,0,0,0,0,1,2,2021,0,NA,43,"Moderate resistance"
"2692",2692,455,0,0,0,0,1,2,2021,0,NA,43,"Moderate resistance"
"2693",2693,460,0,0,0,0,1,1,2015,0,NA,36,"Moderate resistance"
"2694",2694,471,0,0,0,0,1,1,2021,0,NA,40,"Moderate resistance"
"2695",2695,473,0,0,0,0,1,1,2021,0,NA,40,"Moderate resistance"
"2696",2696,479,0,0,0,0,1,1,2021,0,NA,39,"Moderate resistance"
"2697",2697,481,0,0,0,0,1,1,2021,0,NA,39,"Moderate resistance"
"2698",2698,525,0,0,0,0,1,1,2021,0.01,NA,37,"Moderate resistance"
"2699",2699,549,0,0,0,0,1,1,2020,3.58,NA,35,"Moderate resistance"
"2700",2700,551,0,0,0,0,1,1,2020,0,NA,35,"Moderate resistance"
"2701",2701,816,0,0,0,0,1,1,2021,5.65,NA,29,"Moderate resistance"
"2702",2702,817,0,0,0,0,1,1,2021,0,NA,29,"Moderate resistance"
"2703",2703,824,0,0,0,0,1,2,2021,0,NA,29,"Moderate resistance"
"2704",2704,825,0,0,0,0,1,2,2021,8.81,NA,29,"Moderate resistance"
"2705",2705,828,0,0,0,0,1,2,2021,0.09,NA,29,"Moderate resistance"
"2706",2706,831,0,0,0,0,1,1,2015,0.06,NA,23,"Moderate resistance"
"2707",2707,905,0,0,0,0,1,1,2015,0,NA,22,"Moderate resistance"
"2708",2708,1054,0,0,0,0,1,1,2021,0.06,NA,27,"Moderate resistance"
"2709",2709,1060,0,0,0,0,1,1,2021,0.09,NA,26,"Moderate resistance"
"2710",2710,1079,0,0,0,0,1,1,2021,0,NA,24,"Moderate resistance"
"2711",2711,1135,0,0,0,0,1,1,2021,0,NA,20,"Moderate resistance"
"2712",2712,1254,0,0,0,0,1,2,2021,0.08,NA,18,"Moderate resistance"
"2713",2713,1255,0,0,0,0,1,2,2021,0.11,NA,18,"Moderate resistance"
"2714",2714,1260,0,0,0,0,1,1,2021,0.11,NA,18,"Moderate resistance"
"2715",2715,1261,0,0,0,0,1,1,2021,0,NA,18,"Moderate resistance"
"2716",2716,1269,0,0,0,0,1,2,2021,0,NA,18,"Moderate resistance"
"2717",2717,1270,0,0,0,0,1,2,2021,9.46,NA,18,"Moderate resistance"
"2718",2718,1321,0,0,0,0,1,1,2021,0.87,NA,17,"Moderate resistance"
"2719",2719,1323,0,0,0,0,1,1,2021,0,NA,17,"Moderate resistance"
"2720",2720,1347,0,0,0,0,1,2,2021,0.04,NA,17,"Moderate resistance"
"2721",2721,1357,0,0,0,0,1,2,2021,2.76,NA,17,"Moderate resistance"
"2722",2722,1359,0,0,0,0,1,2,2021,1.86,NA,17,"Moderate resistance"
"2723",2723,1368,0,0,0,0,1,2,2021,0.01,NA,17,"Moderate resistance"
"2724",2724,1407,0,0,0,0,1,1,2015,0,NA,10,"High resistance"
"2725",2725,1409,0,0,0,0,1,2,2015,0,NA,10,"High resistance"
"2726",2726,1410,0,0,0,0,1,2,2015,0.05,NA,10,"High resistance"
"2727",2727,1424,0,0,0,0,1,1,2021,1.37,NA,15,"High resistance"
"2728",2728,1425,0,0,0,0,1,1,2021,0,NA,15,"High resistance"
"2729",2729,1433,0,0,0,0,1,2,2021,0.01,NA,15,"High resistance"
"2730",2730,1436,0,0,0,0,1,2,2021,0.55,NA,15,"High resistance"
"2731",2731,1441,0,0,0,0,1,2,2021,0,NA,15,"High resistance"
"2732",2732,1442,0,0,0,0,1,2,2021,5.12,NA,15,"High resistance"
"2733",2733,1449,0,0,0,0,1,2,2021,0.81,NA,15,"High resistance"
"2734",2734,1455,0,0,0,0,1,2,2021,0,NA,15,"High resistance"
"2735",2735,1457,0,0,0,0,1,2,2021,0.13,NA,15,"High resistance"
"2736",2736,1458,0,0,0,0,1,2,2021,0.02,NA,15,"High resistance"
"2737",2737,1463,0,0,0,0,1,2,2021,0.02,NA,15,"High resistance"
"2738",2738,1467,0,0,0,0,1,2,2021,3.46,NA,15,"High resistance"
"2739",2739,1470,0,0,0,0,1,2,2021,0.04,NA,15,"High resistance"
"2740",2740,1472,0,0,0,0,1,2,2021,0.02,NA,15,"High resistance"
"2741",2741,1515,0,0,0,0,1,2,2021,1.89,NA,13,"High resistance"
"2742",2742,1520,0,0,0,0,1,2,2021,0.06,NA,13,"High resistance"
"2743",2743,1521,0,0,0,0,1,2,2021,0,NA,13,"High resistance"
"2744",2744,1529,0,0,0,0,1,2,2021,0.06,NA,13,"High resistance"
"2745",2745,1533,0,0,0,0,1,2,2021,0.02,NA,13,"High resistance"
"2746",2746,1542,0,0,0,0,1,1,2021,0.15,NA,13,"High resistance"
"2747",2747,1579,0,0,0,0,1,1,2021,39.36,NA,12,"High resistance"
"2748",2748,1580,0,0,0,0,1,1,2021,0,NA,12,"High resistance"
"2749",2749,1588,0,0,0,0,1,2,2021,0.34,NA,12,"High resistance"
"2750",2750,1596,0,0,0,0,1,2,2021,6.23,NA,12,"High resistance"
"2751",2751,1614,0,0,0,0,1,1,2021,0,NA,11,"High resistance"
"2752",2752,1622,0,0,0,0,1,2,2021,0.31,NA,11,"High resistance"
"2753",2753,1637,0,0,0,0,1,2,2021,0.31,NA,11,"High resistance"
"2754",2754,1659,0,0,0,0,1,2,2021,0.2,NA,11,"High resistance"
"2755",2755,1734,0,0,0,0,1,1,2021,0.33,NA,10,"High resistance"
"2756",2756,1812,0,0,0,0,1,2,2021,0.55,NA,10,"High resistance"
"2757",2757,1821,0,0,0,0,1,2,2021,1.98,NA,10,"High resistance"
"2758",2758,1822,0,0,0,0,1,2,2021,23.44,NA,10,"High resistance"
"2759",2759,1827,0,0,0,0,1,2,2021,0,NA,10,"High resistance"
"2760",2760,1830,0,0,0,0,1,2,2021,0.2,NA,10,"High resistance"
"2761",2761,1831,0,0,0,0,1,2,2021,0,NA,10,"High resistance"
"2762",2762,1839,0,0,0,0,1,2,2021,0.01,NA,10,"High resistance"
"2763",2763,1840,0,0,0,0,1,2,2021,0.12,NA,10,"High resistance"
"2764",2764,1849,0,0,0,0,1,2,2021,0.14,NA,10,"High resistance"
"2765",2765,1850,0,0,0,0,1,2,2021,0,NA,10,"High resistance"
"2766",2766,1859,0,0,0,0,1,2,2021,0,NA,10,"High resistance"
"2767",2767,1860,0,0,0,0,1,2,2021,0.35,NA,10,"High resistance"
"2768",2768,2147,0,0,0,0,1,1,2020,0.28,NA,8,"High resistance"
"2769",2769,2204,0,0,0,0,1,1,2021,1.17,NA,9,"High resistance"
"2770",2770,2246,0,0,0,0,1,2,2021,0.43,NA,9,"High resistance"
"2771",2771,2247,0,0,0,0,1,2,2021,0,NA,9,"High resistance"
"2772",2772,2257,0,0,0,0,1,2,2021,0,NA,9,"High resistance"
"2773",2773,2259,0,0,0,0,1,2,2021,0,NA,9,"High resistance"
"2774",2774,2262,0,0,0,0,1,2,2021,1.04,NA,9,"High resistance"
"2775",2775,2274,0,0,0,0,1,2,2021,0.12,NA,9,"High resistance"
"2776",2776,2425,0,0,0,0,1,1,2020,0,NA,7,"High resistance"
"2777",2777,2441,0,0,0,0,1,1,2021,0.1,NA,7,"High resistance"
"2778",2778,2443,0,0,0,0,1,1,2021,0,NA,7,"High resistance"
"2779",2779,2457,0,0,0,0,1,2,2021,1.84,NA,7,"High resistance"
"2780",2780,2458,0,0,0,0,1,2,2021,0,NA,7,"High resistance"
"2781",2781,2496,0,0,0,0,1,1,2021,0.41,NA,6,"High resistance"
"2782",2782,2507,0,0,0,0,1,2,2021,0.05,NA,6,"High resistance"
"2783",2783,2666,0,0,0,0,1,2,2021,0,NA,5,"High resistance"
"2784",2784,2724,0,0,0,0,1,2,2021,0,NA,5,"High resistance"
"2785",2785,2737,0,0,0,0,1,2,2021,0,NA,5,"High resistance"
"2786",2786,3393,0,0,0,0,1,1,2020,0.08,NA,2,"High resistance"
"2787",2787,3569,0,0,0,0,1,1,2020,0.7,NA,1,"High resistance"
"2788",2788,3572,0,0,0,0,1,1,2020,0,NA,1,"High resistance"
"2789",2789,3724,0,0,0,0,1,1,2019,0,NA,4,"High resistance"
"2790",2790,4112,0,0,0,0,1,2,2022,0.17,NA,19,"Moderate resistance"
"2791",2791,4123,0,0,0,0,1,2,2022,0.09,NA,19,"Moderate resistance"
"2792",2792,4797,0,0,0,0,1,1,2023,64.56,NA,3,"High resistance"
"2793",2793,5183,0,0,0,0,1,1,2024,0,NA,4,"High resistance"
"2794",2794,5239,0,0,0,0,1,1,2024,1.28,NA,9,"High resistance"
"2795",2795,358,0,0,0,0,0,1,1969,1.22,NA,1969,"Faded resistance"
"2796",2796,366,0,0,0,0,0,1,1970,0,NA,1970,"Faded resistance"
"2797",2797,385,0,0,0,0,0,1,1971,0.33,NA,1971,"Faded resistance"
"2798",2798,394,0,0,0,0,0,1,1972,2.22,NA,1972,"Faded resistance"
"2799",2799,400,0,0,0,0,0,1,1974,0,NA,1974,"Faded resistance"
"2800",2800,403,0,0,0,0,0,1,1975,0.01,NA,1975,"Faded resistance"
"2801",2801,423,0,0,0,0,0,2,1976,0,NA,7,"Faded resistance"
"2802",2802,424,0,0,0,0,0,2,1976,0,NA,5,"Faded resistance"
"2803",2803,425,0,0,0,0,0,1,1976,0,NA,1976,"Faded resistance"
"2804",2804,434,0,0,0,0,0,2,1977,0.77,NA,8,"Faded resistance"
"2805",2805,437,0,0,0,0,0,2,1977,0,NA,1,"Faded resistance"
"2806",2806,438,0,0,0,0,0,1,1977,1.14,NA,1977,"Faded resistance"
"2807",2807,461,0,0,0,0,0,2,1979,0.2,NA,8,"Faded resistance"
"2808",2808,462,0,0,0,0,0,1,1979,0.12,NA,1979,"Faded resistance"
"2809",2809,464,0,0,0,0,0,2,1980,0.08,NA,8,"Faded resistance"
"2810",2810,467,0,0,0,0,0,1,1980,4.88,NA,1980,"Faded resistance"
"2811",2811,477,0,0,0,0,0,1,1981,0.48,NA,1981,"Faded resistance"
"2812",2812,485,0,0,0,0,0,1,1982,9.82,NA,1982,"Faded resistance"
"2813",2813,518,0,0,0,0,0,1,1983,0.53,NA,1983,"Faded resistance"
"2814",2814,530,0,0,0,0,0,2,1984,0.02,NA,15,"Faded resistance"
"2815",2815,531,0,0,0,0,0,2,1984,0,NA,9,"Faded resistance"
"2816",2816,532,0,0,0,0,0,1,1984,0.13,NA,1984,"Faded resistance"
"2817",2817,558,0,0,0,0,0,3,1985,0,NA,1,"Faded resistance"
"2818",2818,559,0,0,0,0,0,2,1985,0,NA,1,"Faded resistance"
"2819",2819,561,0,0,0,0,0,1,1985,38.67,NA,1985,"Faded resistance"
"2820",2820,651,0,0,0,0,0,1,1987,0,NA,1987,"Faded resistance"
"2821",2821,661,0,0,0,0,0,1,1988,0.12,NA,1988,"Faded resistance"
"2822",2822,686,0,0,0,0,0,2,1989,0,NA,7,"Faded resistance"
"2823",2823,687,0,0,0,0,0,2,1989,0.05,NA,5,"Faded resistance"
"2824",2824,689,0,0,0,0,0,2,1989,0.19,NA,14,"Faded resistance"
"2825",2825,690,0,0,0,0,0,1,1989,0.64,NA,1989,"Faded resistance"
"2826",2826,736,0,0,0,0,0,1,1990,0.17,NA,1990,"Faded resistance"
"2827",2827,747,0,0,0,0,0,1,1991,0,NA,1991,"Faded resistance"
"2828",2828,900,0,0,0,0,0,2,1993,0,NA,1,"Faded resistance"
"2829",2829,908,0,0,0,0,0,2,1993,0,NA,9,"Faded resistance"
"2830",2830,912,0,0,0,0,0,1,1993,0.37,NA,1993,"Faded resistance"
"2831",2831,1057,0,0,0,0,0,1,1994,0.25,NA,1994,"Faded resistance"
"2832",2832,1065,0,0,0,0,0,2,1995,0,NA,1,"Faded resistance"
"2833",2833,1067,0,0,0,0,0,2,1995,0.3,NA,24,"Faded resistance"
"2834",2834,1071,0,0,0,0,0,1,1995,1.97,NA,1995,"Faded resistance"
"2835",2835,1072,0,0,0,0,0,1,1996,0.01,NA,1996,"Faded resistance"
"2836",2836,1083,0,0,0,0,0,2,1997,5.22,NA,15,"Faded resistance"
"2837",2837,1084,0,0,0,0,0,2,1997,0,NA,13,"Faded resistance"
"2838",2838,1085,0,0,0,0,0,2,1997,0,NA,7,"Faded resistance"
"2839",2839,1086,0,0,0,0,0,2,1997,0,NA,18,"Faded resistance"
"2840",2840,1087,0,0,0,0,0,2,1997,0,NA,14,"Faded resistance"
"2841",2841,1088,0,0,0,0,0,1,1997,1.42,NA,1997,"Faded resistance"
"2842",2842,1091,0,0,0,0,0,2,1998,0.06,NA,13,"Faded resistance"
"2843",2843,1092,0,0,0,0,0,3,1998,0,NA,1,"Faded resistance"
"2844",2844,1093,0,0,0,0,0,3,1998,0,NA,1,"Faded resistance"
"2845",2845,1094,0,0,0,0,0,2,1998,0,NA,11,"Faded resistance"
"2846",2846,1095,0,0,0,0,0,2,1998,0,NA,19,"Faded resistance"
"2847",2847,1097,0,0,0,0,0,3,1998,0,NA,3,"Faded resistance"
"2848",2848,1098,0,0,0,0,0,3,1998,0,NA,3,"Faded resistance"
"2849",2849,1099,0,0,0,0,0,1,1998,0.06,NA,1998,"Faded resistance"
"2850",2850,1101,0,0,0,0,0,2,1999,0.03,NA,14,"Faded resistance"
"2851",2851,1102,0,0,0,0,0,2,1999,3.87,NA,18,"Faded resistance"
"2852",2852,1103,0,0,0,0,0,2,1999,20.54,NA,17,"Faded resistance"
"2853",2853,1104,0,0,0,0,0,3,1999,0,NA,10,"Faded resistance"
"2854",2854,1107,0,0,0,0,0,3,1999,0.16,NA,2,"Faded resistance"
"2855",2855,1108,0,0,0,0,0,3,1999,3.45,NA,2,"Faded resistance"
"2856",2856,1109,0,0,0,0,0,2,1999,1.22,NA,2,"Faded resistance"
"2857",2857,1110,0,0,0,0,0,2,1999,0.04,NA,15,"Faded resistance"
"2858",2858,1111,0,0,0,0,0,2,1999,0,NA,1,"Faded resistance"
"2859",2859,1112,0,0,0,0,0,2,1999,0,NA,10,"Faded resistance"
"2860",2860,1113,0,0,0,0,0,2,1999,0.02,NA,6,"Faded resistance"
"2861",2861,1114,0,0,0,0,0,2,1999,0,NA,28,"Faded resistance"
"2862",2862,1117,0,0,0,0,0,3,1999,0,NA,6,"Faded resistance"
"2863",2863,1123,0,0,0,0,0,3,1999,0.12,NA,15,"Faded resistance"
"2864",2864,1124,0,0,0,0,0,3,1999,0.16,NA,1,"Faded resistance"
"2865",2865,1125,0,0,0,0,0,3,1999,0,NA,1,"Faded resistance"
"2866",2866,1126,0,0,0,0,0,3,1999,0,NA,1,"Faded resistance"
"2867",2867,1127,0,0,0,0,0,3,1999,0,NA,4,"Faded resistance"
"2868",2868,1128,0,0,0,0,0,3,1999,0,NA,4,"Faded resistance"
"2869",2869,1129,0,0,0,0,0,1,1999,13.83,NA,1999,"Faded resistance"
"2870",2870,1130,0,0,0,0,0,1,2000,0,NA,2000,"Faded resistance"
"2871",2871,1139,0,0,0,0,0,2,2001,0.32,NA,16,"Faded resistance"
"2872",2872,1142,0,0,0,0,0,3,2001,0.04,NA,3,"Faded resistance"
"2873",2873,1143,0,0,0,0,0,3,2001,0.16,NA,3,"Faded resistance"
"2874",2874,1147,0,0,0,0,0,2,2001,0.38,NA,14,"Faded resistance"
"2875",2875,1148,0,0,0,0,0,2,2001,0.05,NA,3,"Faded resistance"
"2876",2876,1149,0,0,0,0,0,1,2001,1.71,NA,2001,"Faded resistance"
"2877",2877,1243,0,0,0,0,0,2,2002,0.06,NA,17,"Faded resistance"
"2878",2878,1245,0,0,0,0,0,2,2002,0.63,NA,22,"Faded resistance"
"2879",2879,1248,0,0,0,0,0,2,2002,0.02,NA,14,"Faded resistance"
"2880",2880,1250,0,0,0,0,0,3,2002,0,NA,3,"Faded resistance"
"2881",2881,1251,0,0,0,0,0,2,2002,0.02,NA,5,"Faded resistance"
"2882",2882,1252,0,0,0,0,0,2,2002,0,NA,3,"Faded resistance"
"2883",2883,1253,0,0,0,0,0,1,2002,64.28,NA,2002,"Faded resistance"
"2884",2884,1257,0,0,0,0,0,3,2003,0,NA,3,"Faded resistance"
"2885",2885,1258,0,0,0,0,0,2,2003,6.32,NA,3,"Faded resistance"
"2886",2886,1265,0,0,0,0,0,2,2003,0,NA,18,"Faded resistance"
"2887",2887,1277,0,0,0,0,0,3,2003,0.01,NA,8,"Faded resistance"
"2888",2888,1278,0,0,0,0,0,3,2003,0,NA,2,"Faded resistance"
"2889",2889,1280,0,0,0,0,0,2,2003,0,NA,7,"Faded resistance"
"2890",2890,1281,0,0,0,0,0,2,2003,0.01,NA,22,"Faded resistance"
