resist_id,lowsev_fire,rx_pile,mech_under,modsev_fire,highsev_fire,last_trt,diff.1.to.2,area_ha,resist_class,,resst_d
1678,0,0,0,1,1,2021,2021,1.63907E-05,Loss of mature forest,,1678
1678,0,0,0,1,1,2021,0,1.63907E-05,Loss of mature forest,,1678
1680,1,0,0,0,1,2021,2021,7.62375E-06,Loss of mature forest,,1680
1680,1,0,0,0,1,2021,0,7.62375E-06,Loss of mature forest,,1680
1681,0,0,0,0,1,2021,2021,52.70055539,Loss of mature forest,,1681
1682,0,0,1,0,1,2021,36,0.01150859,Loss of mature forest,,1682
1683,0,0,1,1,1,2021,14,8.00617E-08,Loss of mature forest,,1683
1683,0,0,1,1,1,2021,0,8.00617E-08,Loss of mature forest,,1683
1684,0,0,1,0,1,2021,14,1.16863248,Loss of mature forest,,1684
1685,0,0,1,1,0,2021,14,1.27636324,High resistance,,1685
1686,1,0,1,0,1,2021,14,4.32693E-08,Loss of mature forest,,1686
1686,1,0,1,0,1,2021,0,4.32693E-08,Loss of mature forest,,1686
1688,1,0,1,1,0,2021,14,9.77218E-07,High resistance,,1688
1688,1,0,1,1,0,2021,0,9.77218E-07,High resistance,,1688
1689,1,0,1,0,0,2021,14,1.625474138,High resistance,,1689
1690,0,0,1,0,0,2007,2007,4.1473E-14,Faded resistance,,1690
1691,1,0,0,0,0,2021,2021,18.11968677,Moderate resistance,,1691
1692,1,0,0,1,0,2021,2021,5.25832E-07,Moderate resistance,,1692
1692,1,0,0,1,0,2021,0,5.25832E-07,High resistance,,1692
1693,0,0,0,1,0,2021,2021,8.292580149,Moderate resistance,,1693
1694,0,0,0,1,1,2021,2021,1.64344E-07,Loss of mature forest,,1694
1694,0,0,0,1,1,2021,0,1.64344E-07,Loss of mature forest,,1694
1695,1,0,0,0,1,2021,2021,2.01996E-07,Loss of mature forest,,1695
1695,1,0,0,0,1,2021,0,2.01996E-07,Loss of mature forest,,1695
1697,0,0,0,0,1,2021,2021,26.47992716,Loss of mature forest,,1697
1698,1,0,0,0,1,2021,34,6.850180036,Loss of mature forest,,1698
1700,1,0,0,1,0,2021,34,0.272586175,Moderate resistance,,1700
1701,2,0,0,0,0,2021,34,0.728451741,Moderate resistance,,1701
1702,1,0,0,0,0,1987,1987,5.82077E-15,Faded resistance,,1702
1704,0,0,0,1,1,2021,34,2.080291367,Loss of mature forest,,1704
1706,0,0,0,2,0,2021,34,0.05117859,Moderate resistance,,1706
1707,0,0,0,1,0,1987,1987,3.81988E-14,Faded resistance,,1707
1709,0,0,0,0,2,2021,34,0.039934934,Loss of mature forest,,1709
1710,1,0,1,0,0,2021,24,0.21883426,Moderate resistance,,1710
1711,0,0,1,0,0,1997,1997,0.026622911,Faded resistance,,1711
1712,1,1,0,0,0,2021,9,0.081804043,High resistance,,1712
1713,0,1,0,0,0,2012,2012,0.015553198,Moderate resistance,,1713
1714,1,1,0,0,0,2021,12,0.002211265,High resistance,,1714
1715,0,1,0,0,0,2009,2009,0.00384338,Faded resistance,,1715
1716,0,1,0,0,1,2021,43,0.000144313,Loss of mature forest,,1716
1717,0,1,0,0,0,1978,1978,9.09495E-17,Faded resistance,,1717
1718,0,1,0,0,1,2021,45,0.00860578,Loss of mature forest,,1718
1720,0,1,0,1,0,2021,45,0.062453048,Moderate resistance,,1720
1721,1,1,0,0,0,2021,45,0.10599603,Moderate resistance,,1721
1722,0,1,0,0,0,1976,1976,4.91127E-15,Faded resistance,,1722
1723,0,0,1,1,0,2021,20,0.03807602,Moderate resistance,,1723
1724,1,0,1,0,0,2021,20,1.068227872,Moderate resistance,,1724
1725,0,0,1,0,0,2001,2001,1.038450129,Faded resistance,,1725
1727,1,0,2,0,0,2024,3,0.062632502,High resistance,,1727
1728,0,0,2,0,0,2024,23,0.157688823,Moderate resistance,,1728
1729,0,0,1,0,0,2024,2024,5.82077E-15,Low resistance,,1729
1730,1,0,1,0,0,2021,38,0.186236054,Moderate resistance,,1730
1731,0,0,1,0,0,1983,1983,2.133722902,Faded resistance,,1731
1732,1,0,1,0,1,2021,34,0.078462925,Loss of mature forest,,1732
1733,0,0,1,0,0,2010,2010,4.36557E-15,Low resistance,,1733
1734,0,0,1,0,1,2021,5,2.32831E-14,Loss of mature forest,,1734
1736,0,0,1,1,0,2021,5,1.45519E-15,High resistance,,1736
1737,1,0,1,0,0,2021,5,5.82077E-15,High resistance,,1737
1738,0,0,2,1,0,2021,5,1.81899E-16,High resistance,,1738
1740,2,0,1,0,0,2021,4,3.63798E-15,High resistance,,1740
1741,0,0,1,0,1,2021,4,9.09495E-17,Loss of mature forest,,1741
1743,0,0,2,1,0,2021,4,6.36646E-16,High resistance,,1743
1745,0,1,1,0,0,2017,5,3.49246E-14,High resistance,,1745
1747,1,0,1,0,0,2021,4,2.91038E-15,High resistance,,1747
1749,0,0,1,0,0,2017,2017,0,Low resistance,,1749
1753,0,1,2,0,1,2021,3,5.82077E-15,Loss of mature forest,,1753
1755,1,1,0,0,0,2021,3,6.55291E-14,High resistance,,1755
1757,0,2,3,0,0,2019,1,1.45519E-15,High resistance,,1757
1759,1,2,4,0,0,2021,2,0.021859689,High resistance,,1759
1765,1,1,2,1,0,2021,2,6.74691E-15,High resistance,,1765
1765,1,1,2,1,0,2021,0,6.74691E-15,High resistance,,1765
1766,0,1,3,1,0,2021,2,4.09273E-15,High resistance,,1766
1772,1,1,2,0,1,2021,2,3.49246E-14,Loss of mature forest,,1772
1772,1,1,2,0,1,2021,0,3.49246E-14,Loss of mature forest,,1772
1777,1,0,1,0,0,2021,2,3.63798E-16,High resistance,,1777
1780,1,0,3,1,0,2021,2,1.16415E-14,High resistance,,1780
1780,1,0,3,1,0,2021,0,1.16415E-14,High resistance,,1780
1782,1,1,2,0,1,2021,2,1.16415E-14,Loss of mature forest,,1782
1782,1,1,2,0,1,2021,0,1.16415E-14,Loss of mature forest,,1782
1783,0,0,2,0,1,2021,2,1.81899E-16,Loss of mature forest,,1783
1789,1,1,4,0,0,2021,2,2.54659E-15,High resistance,,1789
1799,0,1,3,0,0,2019,1,0.001918981,High resistance,,1799
1801,1,1,3,0,0,2021,2,0.028494435,High resistance,,1801
1804,0,0,1,0,0,2019,2019,5.90262E-14,Low resistance,,1804
1810,1,2,1,0,0,2021,1,2.32831E-14,High resistance,,1810
1811,0,1,2,0,0,2020,3,0,High resistance,,1811
1812,0,2,3,0,0,2020,1,0.317390026,High resistance,,1812
1813,1,2,3,0,0,2021,1,1.179981398,High resistance,,1813
1814,1,1,1,0,0,2021,1,3.68032E-14,High resistance,,1814
1815,0,2,4,0,0,2020,1,2.63792E-08,High resistance,,1815
1816,0,3,4,0,0,2020,1,0.019209762,High resistance,,1816
1823,1,3,4,0,0,2021,1,0.053534551,High resistance,,1823
1824,0,1,1,0,0,2020,3,3.63798E-16,High resistance,,1824
1828,0,2,2,0,0,2020,1,2.25555E-14,High resistance,,1828
1830,0,2,3,1,0,2021,1,0.67917872,High resistance,,1830
1833,1,2,3,1,0,2021,1,5.23869E-14,High resistance,,1833
1833,1,2,3,1,0,2021,0,5.23869E-14,High resistance,,1833
1834,0,2,3,1,1,2021,1,0,Loss of mature forest,,1834
1834,0,2,3,1,1,2021,0,0,Loss of mature forest,,1834
1835,1,2,2,0,0,2021,1,2.32831E-14,High resistance,,1835
1838,0,2,2,0,0,2020,1,3.63798E-16,High resistance,,1838
1843,1,2,2,0,1,2021,1,2.32831E-14,Loss of mature forest,,1843
1843,1,2,2,0,1,2021,0,2.32831E-14,Loss of mature forest,,1843
1844,0,2,3,0,1,2021,1,1.139379259,Loss of mature forest,,1844
1845,0,2,1,0,1,2021,1,7.27596E-16,Loss of mature forest,,1845
1860,0,2,4,0,1,2021,1,4.45051E-05,Loss of mature forest,,1860
1866,1,2,3,0,1,2021,1,4.65661E-14,Loss of mature forest,,1866
1866,1,2,3,0,1,2021,0,4.65661E-14,Loss of mature forest,,1866
1867,0,1,3,1,0,2021,1,1.45519E-15,High resistance,,1867
1881,0,1,2,0,1,2021,1,2.32831E-14,Loss of mature forest,,1881
1882,1,1,3,0,0,2021,1,0,High resistance,,1882
1892,1,2,2,0,1,2021,1,4.65661E-14,Loss of mature forest,,1892
1892,1,2,2,0,1,2021,0,4.65661E-14,Loss of mature forest,,1892
1896,0,1,3,0,0,2020,1,1.38243E-14,High resistance,,1896
1899,1,2,4,0,0,2021,1,1.189833293,High resistance,,1899
1900,0,2,4,0,0,2020,1,1.304144884,High resistance,,1900
1902,0,2,4,1,0,2021,1,0.037309498,High resistance,,1902
1905,1,1,2,0,0,2021,1,8.81251E-15,High resistance,,1905
1907,1,1,0,0,0,2021,1,1.72804E-15,High resistance,,1907
1913,0,1,0,0,0,2020,2020,8.43303E-14,Moderate resistance,,1913
1914,1,0,2,0,0,2021,3,1.0991832,High resistance,,1914
1915,2,0,2,0,0,2021,3,0.023963647,High resistance,,1915
1917,0,0,2,0,0,2018,1,0.182259671,Low resistance,,1917
1919,1,1,2,0,0,2021,3,0.00096244,High resistance,,1919
1920,0,0,1,1,0,2021,3,1.81899E-16,High resistance,,1920
1921,0,1,2,1,0,2021,3,0.067099178,High resistance,,1921
1922,0,0,2,1,0,2021,3,0.092392916,High resistance,,1922
1923,0,1,2,0,0,2018,1,0.178284896,High resistance,,1923
1925,1,1,2,0,0,2021,3,0.564970435,High resistance,,1925
1927,0,2,3,0,0,2024,5,0.001565245,High resistance,,1927
1928,0,2,4,0,0,2024,5,0.298406225,High resistance,,1928
1929,0,1,2,0,0,2024,7,3.63798E-15,High resistance,,1929
1930,0,3,4,0,0,2024,4,0.06460129,High resistance,,1930
1931,0,4,4,0,0,2024,4,0.019157973,High resistance,,1931
1937,0,3,3,0,0,2024,4,0.124893951,High resistance,,1937
1939,1,1,0,0,0,2024,3,0.027918477,High resistance,,1939
1940,1,1,1,0,0,2024,3,7.60371E-05,High resistance,,1940
1941,1,0,0,0,0,2018,2018,2.178317523,Moderate resistance,,1941
1943,0,0,0,1,0,2018,2018,1.130609193,Moderate resistance,,1943
1945,0,0,0,0,1,2018,2018,0.177803297,Loss of mature forest,,1945
1946,1,0,0,0,0,2020,2020,0.742116682,Moderate resistance,,1946
1948,0,0,0,1,0,2020,2020,0.024211029,Moderate resistance,,1948
1949,1,0,0,0,0,2016,2016,0.068136266,Moderate resistance,,1949
1950,1,0,1,0,0,2018,24,0.443254069,Moderate resistance,,1950
1951,0,0,1,1,0,2018,24,0.220338187,Moderate resistance,,1951
1952,0,0,1,0,0,1994,1994,3.07773E-13,Faded resistance,,1952
1953,1,0,1,0,0,2018,27,0.750581658,Moderate resistance,,1953
1954,0,0,1,1,0,2018,27,0.024735737,Moderate resistance,,1954
1956,0,0,2,0,0,1994,3,0.124812629,Faded resistance,,1956
1957,1,0,2,0,0,2018,24,1.329985343,Moderate resistance,,1957
1958,0,0,2,1,0,2018,24,0.049863554,Moderate resistance,,1958
1959,0,0,1,0,0,1991,1991,0.215934585,Faded resistance,,1959
1960,1,0,2,0,0,2018,24,1.45519E-15,Moderate resistance,,1960
1961,1,0,3,0,0,2018,24,1.45519E-15,Moderate resistance,,1961
1962,1,0,1,0,0,2022,4,2.856003408,High resistance,,1962
1963,0,0,1,1,0,2022,4,0.135628974,High resistance,,1963
1966,0,0,1,0,1,2022,4,0.005285563,Loss of mature forest,,1966
1968,1,0,3,0,0,2022,4,0.084299948,High resistance,,1968
1969,0,0,3,0,0,2022,28,0.145470777,Moderate resistance,,1969
1970,0,0,2,0,0,2022,30,4.87489E-14,Moderate resistance,,1970
1971,1,0,4,0,0,2022,4,0.000231444,High resistance,,1971
1972,1,0,2,0,0,2022,4,0.082020719,High resistance,,1972
1973,0,0,2,0,0,2022,28,0.047991295,Moderate resistance,,1973
1974,1,0,3,0,0,2022,4,0.559391131,High resistance,,1974
1975,0,0,3,0,0,2022,28,0.223114316,Moderate resistance,,1975
1977,1,0,2,0,0,2022,4,6.79564E-09,High resistance,,1977
1978,0,0,1,0,0,2022,2022,1.225985307,Low resistance,,1978
1979,1,0,0,0,0,2021,2021,2.909487635,Moderate resistance,,1979
1981,0,0,0,1,0,2021,2021,5.548784838,Moderate resistance,,1981
1982,0,0,0,1,1,2021,2021,1.67265E-07,Loss of mature forest,,1982
1982,0,0,0,1,1,2021,0,1.67265E-07,Loss of mature forest,,1982
1984,1,0,0,0,1,2021,2021,4.18159E-08,Loss of mature forest,,1984
1984,1,0,0,0,1,2021,0,4.18159E-08,Loss of mature forest,,1984
1985,0,0,0,0,1,2021,2021,4.469988258,Loss of mature forest,,1985
1986,0,0,0,1,0,2021,2021,0.63736675,Moderate resistance,,1986
1988,0,0,0,0,1,2021,2021,8.873041836,Loss of mature forest,,1988
1989,0,0,1,1,0,2021,37,0.066512286,Moderate resistance,,1989
1991,0,0,1,0,1,2021,37,0.637803287,Loss of mature forest,,1991
1993,1,0,0,0,0,2020,2020,1.59130731,Moderate resistance,,1993
1994,1,0,0,0,0,2015,2015,2.757521721,Moderate resistance,,1994
1996,0,0,0,1,0,2015,2015,2.72434188,Moderate resistance,,1996
2000,0,0,0,0,1,2015,2015,1.104801601,Loss of mature forest,,2000
2001,0,0,1,0,1,2018,3,0.112532204,Loss of mature forest,,2001
2002,0,0,1,0,0,2018,2018,1.16415E-14,Low resistance,,2002
2006,0,1,1,1,0,2022,4,0.778422309,High resistance,,2006
2008,0,1,1,0,1,2022,4,3.139671399,Loss of mature forest,,2008
2010,0,1,0,0,0,2022,2022,3.39469E-14,Moderate resistance,,2010
2014,1,0,0,0,0,2020,2020,14.0802082,Moderate resistance,,2014
2015,1,0,0,1,0,2020,2020,3.97817E-07,Moderate resistance,,2015
2015,1,0,0,1,0,2020,0,3.97817E-07,High resistance,,2015
2023,0,0,0,1,0,2020,2020,18.92858042,Moderate resistance,,2023
2024,0,0,0,1,1,2020,2020,1.24713E-05,Loss of mature forest,,2024
2024,0,0,0,1,1,2020,0,1.24713E-05,Loss of mature forest,,2024
2026,1,0,0,0,1,2020,2020,5.47732E-06,Loss of mature forest,,2026
2026,1,0,0,0,1,2020,0,5.47732E-06,Loss of mature forest,,2026
2028,0,0,0,0,1,2020,2020,68.44365859,Loss of mature forest,,2028
2030,1,0,2,0,0,2023,1,0.221392272,High resistance,,2030
2031,0,0,2,0,0,2023,1,1.89175E-14,Low resistance,,2031
2033,0,0,2,1,0,2023,1,0.022007571,High resistance,,2033
2036,0,0,2,0,1,2023,1,0.001672654,Loss of mature forest,,2036
2037,0,0,1,0,1,2020,14,0,Loss of mature forest,,2037
2038,0,0,1,1,0,2020,14,1.45519E-15,High resistance,,2038
2039,1,0,1,1,0,2020,14,0,High resistance,,2039
2039,1,0,1,1,0,2020,0,0,High resistance,,2039
2040,0,0,1,0,0,2006,2006,0,Faded resistance,,2040
2044,1,1,1,1,0,2020,11,0,High resistance,,2044
2044,1,1,1,1,0,2020,0,0,High resistance,,2044
2045,0,1,1,0,0,2009,3,4.27953E-14,Faded resistance,,2045
2046,0,1,0,0,0,2009,2009,1.74623E-14,Faded resistance,,2046
2050,1,0,1,1,0,2020,9,0,High resistance,,2050
2050,1,0,1,1,0,2020,0,0,High resistance,,2050
2054,1,1,1,1,0,2020,9,4.65662E-14,High resistance,,2054
2054,1,1,1,1,0,2020,0,4.65662E-14,High resistance,,2054
2056,1,1,2,0,0,2020,9,2.976171176,High resistance,,2056
2057,1,1,2,1,0,2020,9,6.44572E-07,High resistance,,2057
2057,1,1,2,1,0,2020,0,6.44572E-07,High resistance,,2057
2060,0,1,2,1,0,2020,9,0.773153419,High resistance,,2060
2061,0,1,2,1,1,2020,9,2.32831E-14,Loss of mature forest,,2061
2061,0,1,2,1,1,2020,0,2.32831E-14,Loss of mature forest,,2061
2062,0,1,2,0,0,2011,2,8.26561E-07,High resistance,,2062
2064,0,1,2,0,1,2020,9,0.813636389,Loss of mature forest,,2064
2065,0,0,2,0,0,2011,5,4.65661E-14,Low resistance,,2065
2067,1,1,2,0,1,2020,9,1.66774E-07,Loss of mature forest,,2067
2067,1,1,2,0,1,2020,0,1.66774E-07,Loss of mature forest,,2067
2069,0,0,1,1,0,2020,13,0.011774365,High resistance,,2069
2071,1,0,1,0,0,2020,13,0.083378538,High resistance,,2071
2076,1,1,3,0,0,2020,9,0.171096038,High resistance,,2076
2081,0,1,3,1,0,2020,9,0.023694853,High resistance,,2081
2082,0,0,1,0,0,2007,2007,1.20053E-14,Faded resistance,,2082
2085,0,1,0,0,1,2023,3,103.5005847,Loss of mature forest,,2085
2086,0,1,0,1,1,2023,3,2.32831E-14,Loss of mature forest,,2086
2087,0,1,0,1,0,2023,3,19.08843439,High resistance,,2087
2088,1,1,0,1,0,2023,3,2.32831E-14,High resistance,,2088
2089,1,1,0,0,0,2023,3,3.967379841,High resistance,,2089
2099,0,1,1,1,0,2023,3,0.044669409,High resistance,,2099
2102,1,1,1,0,0,2023,3,0.077894471,High resistance,,2102
2105,1,2,3,0,0,2023,3,0.017705656,High resistance,,2105
2108,1,2,2,0,0,2023,3,0.001133549,High resistance,,2108
2109,0,1,0,0,0,2023,2023,1.59123E-07,Moderate resistance,,2109
2110,1,0,0,0,0,2018,2018,2.91038E-15,Moderate resistance,,2110
2111,1,0,0,0,0,2020,2020,8.73115E-15,Moderate resistance,,2111
2112,1,0,1,0,0,2022,4,0.064150123,High resistance,,2112
2113,1,0,1,0,0,2022,2,0.512481318,High resistance,,2113
2114,0,0,1,0,0,2022,2022,5.374035323,Low resistance,,2114
2116,1,0,0,0,0,2018,2018,4.44334E-05,Moderate resistance,,2116
2117,1,0,0,0,0,2018,2018,0.055081049,Moderate resistance,,2117
2118,2,0,0,0,0,2016,2016,0.000533031,Moderate resistance,,2118
2118,2,0,0,0,0,2016,0,0.000533031,High resistance,,2118
2119,1,0,0,0,0,2016,2016,0.406983776,Moderate resistance,,2119
2124,0,0,0,2,0,2016,2016,0.000142642,Moderate resistance,,2124
2124,0,0,0,2,0,2016,0,0.000142642,High resistance,,2124
2125,0,0,0,1,0,2016,2016,0.058552428,Moderate resistance,,2125
2126,1,0,0,0,0,2018,2018,0.053828777,Moderate resistance,,2126
2127,2,0,0,0,0,2020,2020,0.005966396,Moderate resistance,,2127
2127,2,0,0,0,0,2020,0,0.005966396,High resistance,,2127
2128,1,0,0,0,0,2020,2020,13.37051941,Moderate resistance,,2128
2136,0,0,0,1,0,2020,2020,1.432202773,Moderate resistance,,2136
2138,0,0,0,0,1,2020,2020,0.184783512,Loss of mature forest,,2138
2139,2,0,0,0,0,2020,4,0.06751669,High resistance,,2139
2140,2,0,0,0,0,2016,2016,0.006153958,Moderate resistance,,2140
2140,2,0,0,0,0,2016,0,0.006153958,High resistance,,2140
2141,1,0,0,0,0,2016,2016,6.120147837,Moderate resistance,,2141
2143,0,0,0,1,0,2016,2016,0.167768547,Moderate resistance,,2143
2145,1,0,1,0,0,2020,59,0.037201272,Moderate resistance,,2145
2146,0,0,1,0,0,1961,1961,0.030887667,Faded resistance,,2146
2148,0,0,1,1,0,2020,58,0.516418712,Moderate resistance,,2148
2150,0,0,1,0,1,2020,58,0.672041937,Loss of mature forest,,2150
2151,1,0,1,0,0,2020,58,1.740967469,Moderate resistance,,2151
2152,0,0,1,0,0,1962,1962,1.16415E-14,Faded resistance,,2152
2153,1,0,2,0,0,2020,51,0.761791864,Moderate resistance,,2153
2154,0,0,2,0,0,1969,8,0.633408529,Faded resistance,,2154
2155,0,0,2,1,0,2020,51,0.0075125,Moderate resistance,,2155
2158,1,0,2,0,0,2020,51,0.000319741,Moderate resistance,,2158
2159,0,0,1,1,0,2020,51,1.677578469,Moderate resistance,,2159
2161,0,0,2,0,0,1969,7,0.854402934,Faded resistance,,2161
2162,0,0,1,0,1,2020,51,0.055178665,Loss of mature forest,,2162
2164,1,0,1,0,0,2020,51,4.800615264,Moderate resistance,,2164
2165,1,0,2,0,0,2016,47,0.066494149,Moderate resistance,,2165
2166,0,0,1,1,0,2016,47,0.760597252,Moderate resistance,,2166
2168,1,0,1,0,0,2016,47,2.061111884,Moderate resistance,,2168
2169,2,0,1,0,0,2020,4,0.062770151,High resistance,,2169
2170,0,0,1,0,0,1969,1969,3.447078735,Faded resistance,,2170
2171,1,0,1,0,0,2016,43,0.33997024,Moderate resistance,,2171
2172,0,0,1,0,0,1973,1973,7.914194729,Faded resistance,,2172
2173,0,0,2,0,0,1993,24,0.009120761,Faded resistance,,2173
2175,1,0,2,0,1,2020,27,8.28086E-09,Loss of mature forest,,2175
2175,1,0,2,0,1,2020,0,8.28086E-09,Loss of mature forest,,2175
2176,1,0,2,0,0,2020,27,0.184733067,Moderate resistance,,2176
2178,1,0,3,0,0,2020,27,0.367124203,Moderate resistance,,2178
2179,1,0,2,0,0,2020,27,0.145443526,Moderate resistance,,2179
2180,0,0,2,1,0,2020,27,0.383674295,Moderate resistance,,2180
2182,0,0,2,0,1,2020,27,0.271279146,Loss of mature forest,,2182
2184,0,0,3,0,0,1993,24,0.030917443,Faded resistance,,2184
2187,0,0,1,0,0,1993,1993,2.55568E-14,Faded resistance,,2187
2188,0,0,2,0,0,1994,25,0.010474265,Faded resistance,,2188
2189,1,0,3,0,0,2020,26,0.087188273,Moderate resistance,,2189
2190,1,0,4,0,0,2020,26,0.127476898,Moderate resistance,,2190
2192,0,0,3,1,1,2020,26,2.32831E-14,Loss of mature forest,,2192
2192,0,0,3,1,1,2020,0,2.32831E-14,Loss of mature forest,,2192
2195,0,0,2,0,0,1994,1,5.82077E-15,Faded resistance,,2195
2197,0,0,3,0,1,2020,26,0.225688954,Loss of mature forest,,2197
2198,1,0,3,0,1,2020,26,0,Loss of mature forest,,2198
2198,1,0,3,0,1,2020,0,0,Loss of mature forest,,2198
2199,0,0,3,1,0,2020,26,0.063246827,Moderate resistance,,2199
2203,1,0,3,0,0,2020,26,0.206925471,Moderate resistance,,2203
2204,1,0,2,0,0,2020,26,0.547720195,Moderate resistance,,2204
2205,0,0,2,1,0,2020,26,0.167602328,Moderate resistance,,2205
2206,1,0,3,0,0,2020,26,0.006722829,Moderate resistance,,2206
2207,0,0,3,0,0,1994,25,0.013663352,Faded resistance,,2207
2209,0,0,1,0,0,1994,1994,4.36557E-15,Faded resistance,,2209
2210,1,0,1,0,0,2018,27,0.09819851,Moderate resistance,,2210
2211,0,0,2,0,0,1991,18,1.59427E-08,Faded resistance,,2211
2212,0,0,1,0,0,1991,1991,0.295208063,Faded resistance,,2212
2214,0,0,3,0,0,1992,23,0.864115297,Faded resistance,,2214
2215,1,0,3,0,0,2020,28,0.711324739,Moderate resistance,,2215
2216,0,0,4,0,0,1994,2,0.051386509,Faded resistance,,2216
2217,1,0,4,0,0,2020,26,0.139759951,Moderate resistance,,2217
2221,0,0,4,1,0,2020,26,0.000297389,Moderate resistance,,2221
2224,0,0,3,0,0,1994,2,0.075330261,Faded resistance,,2224
2225,0,0,3,1,0,2020,26,0.308764347,Moderate resistance,,2225
2226,1,0,3,0,0,2020,26,1.351529234,Moderate resistance,,2226
2227,0,0,2,0,0,1992,23,0.76326572,Faded resistance,,2227
2228,0,0,2,0,0,1993,1,6.27551E-15,Faded resistance,,2228
2230,0,0,4,0,1,2020,26,0.030479823,Loss of mature forest,,2230
2232,0,0,4,1,0,2020,26,0.316034606,Moderate resistance,,2232
2234,1,0,4,0,0,2020,26,0.445349779,Moderate resistance,,2234
2235,0,0,3,1,0,2020,27,0.219875307,Moderate resistance,,2235
2237,1,0,2,0,0,2020,28,0.011882545,Moderate resistance,,2237
2238,0,0,3,0,1,2020,27,0.006721962,Loss of mature forest,,2238
2240,0,0,4,0,0,1994,2,0.000758767,Faded resistance,,2240
2241,1,0,3,0,0,2020,27,0.358858233,Moderate resistance,,2241
2242,1,0,4,0,0,2020,26,0.011928221,Moderate resistance,,2242
2243,1,0,2,0,0,2020,28,0.963968264,Moderate resistance,,2243
2245,0,0,2,1,0,2020,28,0.183314618,Moderate resistance,,2245
2247,0,0,2,1,0,2020,28,0.056147198,Moderate resistance,,2247
2250,1,0,1,0,0,2020,28,0.137922056,Moderate resistance,,2250
2251,0,0,1,0,0,1992,1992,0.503631444,Faded resistance,,2251
2252,0,1,1,0,0,2018,57,0.009019294,Moderate resistance,,2252
2253,0,1,2,0,0,2018,49,0.000295743,Moderate resistance,,2253
2254,0,1,3,0,0,2018,26,0.010969527,Moderate resistance,,2254
2255,0,1,1,0,0,2018,27,0.149079066,Moderate resistance,,2255
2256,0,1,1,0,0,2018,26,1.038144007,Moderate resistance,,2256
2257,0,1,2,0,0,2018,26,0.061434687,Moderate resistance,,2257
2258,0,1,1,0,0,2018,49,0.395379676,Moderate resistance,,2258
2259,0,1,2,0,0,2018,27,0.495561206,Moderate resistance,,2259
2260,1,1,1,0,0,2020,2,0.003867107,High resistance,,2260
2262,0,1,0,1,0,2020,2,0.072453315,High resistance,,2262
2263,0,1,1,0,0,2018,45,0.843487286,Moderate resistance,,2263
2264,1,1,0,0,0,2020,2,2.822457311,High resistance,,2264
2269,0,1,0,0,0,2018,2018,11.0405388,Moderate resistance,,2269
2270,0,1,2,0,0,2018,1,0.013889894,High resistance,,2270
2271,0,0,2,0,0,2017,44,0.000229202,Moderate resistance,,2271
2272,0,1,1,0,0,2018,1,0.217624869,High resistance,,2272
2273,0,0,1,0,0,2017,2017,5.30005E-08,Low resistance,,2273
2274,0,2,1,0,0,2018,1,0,High resistance,,2274
2275,0,2,2,0,0,2018,1,1.11038E-07,High resistance,,2275
2276,0,1,2,0,0,2017,26,1.151575663,Moderate resistance,,2276
2277,0,1,3,0,0,2017,26,0.325308493,Moderate resistance,,2277
2277,0,1,3,0,0,2017,0,0.325308493,High resistance,,2277
2278,0,1,2,0,0,2017,26,0.098427608,Moderate resistance,,2278
2278,0,1,2,0,0,2017,0,0.098427608,High resistance,,2278
2279,0,1,1,0,0,2017,26,1.03803E-12,Moderate resistance,,2279
2280,0,2,1,0,0,2018,1,5.20928E-08,High resistance,,2280
2281,0,1,1,0,0,2017,2017,1.312252869,Moderate resistance,,2281
2281,0,1,1,0,0,2017,0,1.312252869,High resistance,,2281
2282,0,1,2,0,0,2017,44,2.06227807,Moderate resistance,,2282
2282,0,1,2,0,0,2017,0,2.06227807,High resistance,,2282
2284,0,1,1,0,0,2017,44,0.485097292,Moderate resistance,,2284
2285,0,2,0,0,0,2018,1,2.08704E-08,High resistance,,2285
2286,0,1,0,0,0,2017,2017,0.326474218,Moderate resistance,,2286
2288,1,0,1,0,1,2020,8,2.07869E-08,Loss of mature forest,,2288
2288,1,0,1,0,1,2020,0,2.07869E-08,Loss of mature forest,,2288
2289,0,0,3,0,0,2012,43,0.239012896,Moderate resistance,,2289
2290,1,0,3,0,0,2020,8,0.208169932,High resistance,,2290
2291,1,0,4,0,0,2020,8,0.319023912,High resistance,,2291
2292,0,0,4,0,0,2012,20,0.28573726,Moderate resistance,,2292
2294,0,0,4,0,0,2012,18,0.15332623,Moderate resistance,,2294
2297,0,0,3,1,0,2020,8,0.000685992,High resistance,,2297
2298,0,0,3,0,0,2012,20,0.130845205,Moderate resistance,,2298
2299,1,0,3,0,0,2020,8,0.114007574,High resistance,,2299
2301,0,0,3,0,0,2012,19,0.044052691,Moderate resistance,,2301
2302,0,0,2,0,0,2012,43,1.246156502,Moderate resistance,,2302
2303,1,0,3,0,0,2020,8,0.145447709,High resistance,,2303
2304,1,0,4,0,0,2020,8,0.034394937,High resistance,,2304
2305,0,0,4,0,0,2012,19,0.118603496,Moderate resistance,,2305
2306,1,0,5,0,0,2020,8,0.027389132,High resistance,,2306
2307,1,0,4,0,0,2020,8,0.674202354,High resistance,,2307
2309,1,0,2,0,0,2020,8,0.253457877,High resistance,,2309
2311,1,0,2,0,0,2020,8,0.829075609,High resistance,,2311
