id,grove,survey_year,postfire_status,prefire_status,source,survey_fire,gps_offset_m,dbh_cm,gps_offset_deg,total_offset_m,gps_reset_radians,geometry
LDW046,Lockwood,2020,Live,unknown,"Shive etal, Mortality Study",Rough,NA,144,NA,NA,NA,"c(101816.755329178, -134403.335190509)"
LDW046.5,Lockwood,2020,Live,unknown,"Shive etal, Mortality Study",Rough,NA,245,NA,NA,NA,"c(101740.156393057, -134344.845481327)"
LDW047,Lockwood,2020,Live,unknown,"Shive etal, Mortality Study",Rough,NA,375.5,NA,NA,NA,"c(101713.430162641, -134266.936145997)"
LDW048,Lockwood,2020,Live,unknown,"Shive etal, Mortality Study",Rough,NA,363.8,NA,NA,NA,"c(101844.176517195, -134328.131369909)"
LDW049,Lockwood,2020,Live,unknown,"Shive etal, Mortality Study",Rough,NA,140,NA,NA,NA,"c(101871.138280889, -134337.527901913)"
LDW050,Lockwood,2020,Live,unknown,"Shive etal, Mortality Study",Rough,NA,293.5,NA,NA,NA,"c(101913.660950067, -134347.867166732)"
LDW051,Lockwood,2020,Live,unknown,"Shive etal, Mortality Study",Rough,NA,830.1,NA,NA,NA,"c(101383.633085682, -134765.877070759)"
LDW052,Lockwood,2020,Dead,unknown,"Shive etal, Mortality Study",Rough,NA,311.5,NA,NA,NA,"c(102329.234279615, -134290.922216522)"
NELD-010,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,579,NA,NA,NA,"c(37511.4492653347, -64234.4141603927)"
NELD-012,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,509.55,NA,NA,NA,"c(37294.9374873453, -64292.1500564199)"
NELD-013,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,533.76,NA,NA,NA,"c(37254.1825940709, -64421.6980913905)"
NELD-014,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,349.36,NA,NA,NA,"c(37262.9803100019, -64453.2441032859)"
NELD-015,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,328.03,NA,NA,NA,"c(37142.9910757746, -64186.8213140643)"
NELD-016,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,350.32,NA,NA,NA,"c(37057.313716138, -63999.6636694022)"
NELD-017,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,143.31,NA,NA,NA,"c(36997.0074793962, -64431.0828515594)"
NELD-018,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,401.27,NA,NA,NA,"c(36640.3067292064, -65194.5407530321)"
NELD-019,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,455.41,NA,NA,NA,"c(34990.3002070115, -64418.8232778572)"
NELD-020,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,528.66,NA,NA,NA,"c(34923.6755301068, -64428.4348636023)"
NELD-021,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,496.82,NA,NA,NA,"c(34846.5499396167, -64393.2916392111)"
NELD-022,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,582.8,NA,NA,NA,"c(34814.7650663658, -64406.7503430052)"
NELD-023,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,328.03,NA,NA,NA,"c(34837.6088483834, -64564.6156443902)"
NELD-024,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,439.49,NA,NA,NA,"c(34749.6776690387, -63964.5020908024)"
NELD-026,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,356.69,NA,NA,NA,"c(34882.5089190848, -63985.3376022964)"
NELD-027,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,601.91,NA,NA,NA,"c(35002.578561785, -64003.7738309302)"
NELD-028,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,493.63,NA,NA,NA,"c(35069.2742351947, -64041.2099193488)"
NELD-029,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,404.46,NA,NA,NA,"c(35028.8280639166, -64047.0115193962)"
NELD-031,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,426.75,NA,NA,NA,"c(35107.5906054976, -63597.536126669)"
NELD-032,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,334.39,NA,NA,NA,"c(35201.354336595, -63660.5381941409)"
NELD-033,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,353.5,NA,NA,NA,"c(35279.4398269514, -63717.7034930824)"
NELD-034,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,382.17,NA,NA,NA,"c(35322.3997366644, -63747.6960619679)"
NELD-035,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,449.04,NA,NA,NA,"c(35481.7909612429, -63809.2914037942)"
NELD-036,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,343.95,NA,NA,NA,"c(35462.719757158, -63864.7762971567)"
NELD-037,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,643.31,NA,NA,NA,"c(35515.9692278835, -64036.2610540655)"
NELD-038,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,605.1,NA,NA,NA,"c(35405.5191737653, -64034.0007453277)"
NELD-039,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,541.4,NA,NA,NA,"c(35243.9999203455, -64001.99997595)"
NELD-040,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,433.12,NA,NA,NA,"c(35244.2918254717, -64097.0660015601)"
NELD-041,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,484.08,NA,NA,NA,"c(35286.2101846448, -64206.2814773819)"
NELD-042,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,378.98,NA,NA,NA,"c(35152.0048775907, -64141.8091961294)"
NELD-043,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,455.41,NA,NA,NA,"c(35587.3352222887, -64000.0057575721)"
NELD-044,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,560,NA,NA,NA,"c(35534.3592261629, -64153.0901691956)"
NELD-045,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,439.49,NA,NA,NA,"c(35073.7321981537, -64419.5468178601)"
NELD-046,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,697.45,NA,NA,NA,"c(35658.9636585615, -63844.9916445799)"
NELD-047,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,343.95,NA,NA,NA,"c(35638.0131933803, -63818.6105310898)"
NELD-048,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,429.94,NA,NA,NA,"c(35656.7010384523, -63701.2335933852)"
NELD-049,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,429.94,NA,NA,NA,"c(35580.8696300879, -63658.9845388425)"
NELD-050,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,462.74,NA,NA,NA,"c(35654.4672907136, -63641.2468604282)"
NELD-051,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,484.08,NA,NA,NA,"c(35670.3292170875, -63587.130186961)"
NELD-052,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,398.73,NA,NA,NA,"c(35667.3869272885, -63524.5767361843)"
NELD-053,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,489.17,NA,NA,NA,"c(35655.5238644863, -63520.6482337848)"
NELD-054,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,79.62,NA,NA,NA,"c(35498.0132004769, -63617.9965269091)"
NELD-055,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,337.58,NA,NA,NA,"c(35470.1426427835, -63531.4437567708)"
NELD-056,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,292.99,NA,NA,NA,"c(35451.5127579357, -63527.7871878608)"
NELD-057,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,533.76,NA,NA,NA,"c(35875.2272705054, -63539.2882249085)"
NELD-058,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,342.36,NA,NA,NA,"c(36035.004634319, -63437.4275826612)"
NELD-059,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,391.08,NA,NA,NA,"c(36022.6767250171, -63520.9704071791)"
NELD-060,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,382.17,NA,NA,NA,"c(36038.4668128495, -63539.6760808267)"
NELD-061,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,427.07,NA,NA,NA,"c(36048.3438772744, -63597.4786679889)"
NELD-062,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,345.54,NA,NA,NA,"c(36119.2725111106, -63632.211001595)"
NELD-063,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,377.39,NA,NA,NA,"c(36055.7887469982, -63737.1613059524)"
NELD-064,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,414.01,NA,NA,NA,"c(36025.8699818112, -63629.2735217419)"
NELD-065,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,483.12,NA,NA,NA,"c(36010.097094885, -63802.88086524)"
NELD-066,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,449.04,NA,NA,NA,"c(35894.0991648893, -63848.2757157916)"
NELD-067,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,512.74,NA,NA,NA,"c(35840.7216985832, -63806.6670769728)"
NELD-068,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,487.26,NA,NA,NA,"c(35821.2703699126, -63791.633577927)"
NELD-069,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,458.6,NA,NA,NA,"c(35731.4490064986, -63803.4850853737)"
NELD-070,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,NA,NA,NA,NA,"c(35817.33714679, -63721.0818106923)"
NELD-071,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,551.59,NA,NA,NA,"c(35840.1677798513, -63920.0934543354)"
NELD-072,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,431.53,NA,NA,NA,"c(35775.697125852, -63949.5569923567)"
NELD-073,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,359.87,NA,NA,NA,"c(35807.1665914104, -64129.6389872488)"
NELD-074,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,248.41,NA,NA,NA,"c(35756.3383893934, -64258.4366682754)"
NELD-075,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,385.35,NA,NA,NA,"c(35805.3345264398, -64320.5709701297)"
NELD-076,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,273.89,NA,NA,NA,"c(35787.7628139282, -64340.0158493216)"
NELD-077,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,270.7,NA,NA,NA,"c(35788.2268119416, -64376.6310144626)"
NELD-078,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,378.98,NA,NA,NA,"c(35814.6524477842, -64405.7240734543)"
NELD-079,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,292.99,NA,NA,NA,"c(35815.0597061674, -64410.9006890915)"
NELD-080,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,334.39,NA,NA,NA,"c(35755.3987180297, -64458.5462136297)"
NELD-081,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,315.29,NA,NA,NA,"c(35715.5225536919, -64399.4827568829)"
NELD-082,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,235.67,NA,NA,NA,"c(35718.3148585764, -64395.8473470123)"
NELD-083,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,347.13,NA,NA,NA,"c(35706.1603303946, -64407.7601231853)"
NELD-084,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,181.53,NA,NA,NA,"c(35691.7465481552, -64343.8557304675)"
NELD-085,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,391.72,NA,NA,NA,"c(35685.5490565258, -64287.969157075)"
NELD-086,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,304.6,NA,NA,NA,"c(35761.4646146386, -65607.2398975431)"
NELD-087,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,268.15,NA,NA,NA,"c(35825.4812009071, -65307.9524789788)"
NELD-088,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,305.73,NA,NA,NA,"c(35841.7016264057, -65274.1815110291)"
NELD-089,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,257.96,NA,NA,NA,"c(35866.7995107531, -65265.5300144539)"
NELD-090,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,464.97,NA,NA,NA,"c(35844.86561734, -64824.8754996238)"
NELD-091,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,356.69,NA,NA,NA,"c(35784.5109725528, -64767.8158567925)"
NELD-093,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,226.11,NA,NA,NA,"c(35713.5501485455, -64777.4759794036)"
NELD-094,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,280.25,NA,NA,NA,"c(35716.1164917777, -64844.2912922883)"
NELD-095,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,528.66,NA,NA,NA,"c(35845.0644706969, -64865.1922349059)"
NELD-096,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,477.71,NA,NA,NA,"c(35836.7117590958, -64837.3685786799)"
NELD-097,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,401.27,NA,NA,NA,"c(35768.9230346681, -64873.4875587928)"
NELD-098,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,455.41,NA,NA,NA,"c(35847.6050057095, -65100.1510827411)"
NELD-099,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,436.31,NA,NA,NA,"c(35854.1812255163, -65223.6561500411)"
NELD-100,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,484.08,NA,NA,NA,"c(35739.2734583831, -65177.7574875895)"
NELD-101,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,264.8,NA,NA,NA,"c(35736.1412352874, -65488.8532033986)"
NELD-102,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,407.64,NA,NA,NA,"c(35755.7527059556, -64950.983433282)"
NELD-103,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,363.06,NA,NA,NA,"c(35658.7097871451, -64944.0811239854)"
NELD-104,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,350.32,NA,NA,NA,"c(35658.8934637238, -64900.2522962694)"
NELD-105,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,624,NA,NA,NA,"c(35602.0926415229, -64921.290364821)"
NELD-106,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,318.47,NA,NA,NA,"c(35574.984336087, -64944.2376349266)"
NELD-107,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,302.55,NA,NA,NA,"c(35640.4171966588, -64830.7943450436)"
NELD-108,Nelder,2018,Dead,unknown,"Shive etal, Mortality Study",Railroad,NA,285.9,NA,NA,NA,"c(35723.7465310791, -64801.2074625082)"
NELD-109,Nelder,2018,Live,unknown,"Shive etal, Mortality Study",Railroad,NA,156.05,NA,NA,NA,"c(36990.3576791519, -64417.742622898)"
SRLAC101,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,307.3,NA,NA,NA,"c(123361.767815606, -201891.957222202)"
AC099,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,331,NA,NA,NA,"c(123314.869393316, -202854.38053063)"
SRLAC124,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,363.4,NA,NA,NA,"c(123356.965849574, -201930.185099261)"
SRLAC412,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,225.4,NA,NA,NA,"c(123277.822223292, -201891.579471686)"
SRLAC413,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,337.4,NA,NA,NA,"c(123260.508475829, -201881.099131482)"
AC082,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,83.5,NA,NA,NA,"c(122489.040706235, -202134.719697272)"
SRLAC1101,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,364.5,NA,NA,NA,"c(123812.599559955, -201929.947393775)"
SRLAC128,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,509.4,NA,NA,NA,"c(123732.176110415, -202458.536858561)"
SRLAC129,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,325.1,NA,NA,NA,"c(123756.72247148, -202380.611255286)"
SRLAC130,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,250.9,NA,NA,NA,"c(123760.934166462, -202387.493669482)"
AC047,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,133.7,NA,NA,NA,"c(122834.020374613, -202046.762167687)"
SRLAC230,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,444.3,NA,NA,NA,"c(123835.803835622, -202417.214817413)"
SRLAC231,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,261,NA,NA,NA,"c(123717.792840831, -202413.895398604)"
SRLAC232,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,233,NA,NA,NA,"c(123721.410821286, -202401.757643808)"
AC092,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,103.2,NA,NA,NA,"c(122483.977281555, -201940.483134781)"
SRLAC401,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,185,NA,NA,NA,"c(123089.486144235, -202868.450745025)"
AC108S,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,283.3,NA,NA,NA,"c(122623.83657739, -201587.395148617)"
SRLAC127,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,359.1,NA,NA,NA,"c(123314.640960527, -202654.982272681)"
SRLAC227,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,473.5,NA,NA,NA,"c(123385.984598002, -202667.779241087)"
SRLAC228,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,202.2,NA,NA,NA,"c(123387.078208953, -202702.81632308)"
AC111S,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,110.3,NA,NA,NA,"c(122427.350984835, -201790.948437694)"
SRLAC414,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,431.2,NA,NA,NA,"c(123317.888896302, -202727.027284502)"
AC113S,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,366.1,NA,NA,NA,"c(122267.085947756, -202066.515848183)"
SRLAC411,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,361.8,NA,NA,NA,"c(123190.336288712, -202802.165196264)"
SRLAC236,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,341,NA,NA,NA,"c(122991.422525794, -202511.7897176)"
SRLAC237,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,335.6,NA,NA,NA,"c(123257.920672225, -202502.444250495)"
SRLAC238,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,388.7,NA,NA,NA,"c(123252.210817329, -202479.576143484)"
SRLAC239,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,299.5,NA,NA,NA,"c(123233.055175188, -202442.098428687)"
SRLAC240,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,353.3,NA,NA,NA,"c(123264.000542906, -202441.129585759)"
SRLAC241,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,250.5,NA,NA,NA,"c(123289.737651462, -202465.374755368)"
SRLAC242,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,292.5,NA,NA,NA,"c(123308.610432151, -202461.777768096)"
SRLAC243,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,483.4,NA,NA,NA,"c(123314.695251391, -202496.658597777)"
AC109S,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,124.1,NA,NA,NA,"c(122542.016106387, -201655.089413282)"
AC112S,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,327.9,NA,NA,NA,"c(122331.629014674, -202085.537922576)"
SRLAC303,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,144.5,NA,NA,NA,"c(123260.492593405, -202776.921979534)"
SRLAC304,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,229.1,NA,NA,NA,"c(123258.558606564, -202778.986600647)"
AC116S,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,397.9,NA,NA,NA,"c(122565.743619258, -202031.112600369)"
SRLAC309,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,189.5,NA,NA,NA,"c(123176.170269809, -202732.4661192)"
SRLAC310,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,171.2,NA,NA,NA,"c(123176.326495853, -202737.471412205)"
SRLAC311,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,195,NA,NA,NA,"c(123175.515728662, -202743.509015438)"
SRLAC312,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,171.2,NA,NA,NA,"c(123173.269290562, -202735.56305026)"
SRLAC313,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,218.3,NA,NA,NA,"c(123167.029899348, -202727.742092057)"
SRLAC314,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,152.1,NA,NA,NA,"c(123160.292193095, -202735.969322743)"
SRLAC315,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,127.6,NA,NA,NA,"c(123153.648221734, -202747.199728186)"
SRLAC316,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,199.5,NA,NA,NA,"c(123157.672419886, -202748.07578004)"
SRLAC317,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,444,NA,NA,NA,"c(123229.13777933, -202700.746754954)"
SRLAC216,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,298.6,NA,NA,NA,"c(123168.49197795, -202646.531328382)"
SRLAC217,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,186.3,NA,NA,NA,"c(123129.187367528, -202667.802582168)"
SRLAC218,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,211,NA,NA,NA,"c(123129.374839324, -202673.808933958)"
SRLAC219,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,368.8,NA,NA,NA,"c(123172.951993616, -202629.357067011)"
SRLAC220,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,243.3,NA,NA,NA,"c(123162.40719363, -202611.650528)"
SRLAC221,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,264.4,NA,NA,NA,"c(123175.196812304, -202605.23789566)"
AC114S,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,146.4,NA,NA,NA,"c(122485.602069203, -201992.538177122)"
SRLAC319,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,357.3,NA,NA,NA,"c(123202.682036837, -202653.477228544)"
SRLAC320,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,233.8,NA,NA,NA,"c(123144.629616775, -202682.349683647)"
SRLAC404,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,442.5,NA,NA,NA,"c(123155.901044555, -202883.40615735)"
AC107,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,359.7,NA,NA,NA,"c(122387.623821276, -202086.790972869)"
AC110,Alder Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,299.2,NA,NA,NA,"c(122359.520271383, -202146.790938357)"
AC104,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,184.6,NA,NA,NA,"c(123213.090423589, -202442.723487372)"
BC131S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,319.9,NA,NA,NA,"c(128243.575855642, -208729.355207907)"
BC167S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,222.8,NA,NA,NA,"c(127437.002261674, -208755.599482812)"
AC089,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,249.2,NA,NA,NA,"c(123401.13410675, -202448.860619775)"
AC090,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,195.4,NA,NA,NA,"c(123401.13410675, -202448.860619775)"
AC091,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,336.3,NA,NA,NA,"c(123411.397711773, -202457.557628802)"
BC187S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,226,NA,NA,NA,"c(129040.52504164, -209707.450794896)"
BC189S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,407.4,NA,NA,NA,"c(128672.037571299, -209042.609295033)"
BC153S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,127,NA,NA,NA,"c(127564.259679489, -208222.543331148)"
BC006F,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,493.4,NA,NA,NA,"c(128570.22204221, -207861.387883282)"
BC180S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,280.1,NA,NA,NA,"c(127212.859698408, -208777.644343337)"
BC200S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,289.7,NA,NA,NA,"c(127030.009654474, -209322.458341766)"
SRLAC1111,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,449.8,NA,NA,NA,"c(123683.809508244, -202189.500380148)"
BC178S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,382,NA,NA,NA,"c(126829.709953047, -208763.581666197)"
SRLAC133,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,131.4,NA,NA,NA,"c(123671.519878819, -202211.930057038)"
BC171S,Belknap,2021,D,live,"UCB, Hardlund",post_castle,NA,181.4,NA,NA,NA,"c(127120.546381223, -208669.307737559)"
SRLAC222,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,270.3,NA,NA,NA,"c(123168.17790142, -202604.455602213)"
SRLAC223,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,279.9,NA,NA,NA,"c(123177.037059652, -202600.170096172)"
SRLAC224,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,292.2,NA,NA,NA,"c(123176.78709393, -202592.161623981)"
SRLAC225,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,293.6,NA,NA,NA,"c(123204.112838529, -202571.265375914)"
SRLAC226,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,298.4,NA,NA,NA,"c(123240.051037346, -202602.205436479)"
SRLAC131,Alder Creek,2021,L,live,"UCB, Hardlund",post_castle,NA,452.1,NA,NA,NA,"c(123940.948900856, -202168.422702705)"
FC097F,Freeman Creek,2021,D,live,"UCB, Hardlund",post_castle,NA,203.7,NA,NA,NA,"c(134307.11573153, -207418.236324045)"
