id,grove,survey_year,postfire_status,prefire_status,source,survey_fire,gps_offset_m,dbh_cm,gps_offset_deg,total_offset_m,gps_reset_radians,geometry,tree_number,death_by,pcvs,pcvc,x1999_dbh,x1999_height,x1999_comments,area,perimeter,giant,giant_id,dbh,ht,crowncls,htcb,damdis,folqual,nests,wdpkr,comments,scardbh,scargrnd,scarht,htbranch,toplcrn,leanaz,disth2o,plot,az,dist,gps,distance,az_road,near_fid,near_dist,near_x,near_y,status
GARF2312_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,60.96,NA,NA,NA,"c(115230.288712694, -187948.177917514)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2313_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,60.96,NA,NA,NA,"c(115234.112800335, -187951.345778668)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2234_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115235.012504836, -187954.197475311)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2314_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115232.098695201, -187953.650507154)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2315_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,60.96,NA,NA,NA,"c(115235.466982052, -187956.534044651)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2316_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115234.629808905, -187958.353962098)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2317_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115245.135064905, -187963.884657762)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2151_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,487.68,NA,NA,NA,"c(115235.073141824, -187981.766054342)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2318_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,27.94,NA,NA,NA,"c(115265.146815019, -187977.734005255)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2238_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,60.96,NA,NA,NA,"c(115264.810415811, -187975.112157534)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2237_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115275.955959526, -187967.788488914)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2152_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,335.28,NA,NA,NA,"c(115289.952936811, -187989.407915231)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2319_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,121.92,NA,NA,NA,"c(115264.962447981, -188003.866307652)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2240_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,17.78,NA,NA,NA,"c(115266.214927175, -188031.129977281)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2155_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,396.24,NA,NA,NA,"c(115275.753167106, -188040.832471568)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2241_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,2.54,NA,NA,NA,"c(115263.675485164, -188044.096980223)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2253_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115206.750907556, -188026.89549257)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2356_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,121.92,NA,NA,NA,"c(115033.978284556, -188035.083000173)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2242_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115039.681592362, -188046.924835381)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2354_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,121.92,NA,NA,NA,"c(115048.421932778, -188052.768383678)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2353_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,121.92,NA,NA,NA,"c(115051.5887504, -188059.334764056)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2352_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,60.96,NA,NA,NA,"c(115052.199725045, -188060.469975908)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2351_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115051.229603736, -188061.654749314)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2350_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,60.96,NA,NA,NA,"c(115053.300457502, -188063.465676593)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2243_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115053.7129059, -188065.237402084)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2244_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115052.589115121, -188067.822850563)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2245_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115052.367776686, -188069.30581096)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2349_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,274.32,NA,NA,NA,"c(115030.44718891, -188081.328148311)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2157_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,274.32,NA,NA,NA,"c(115021.69037077, -188077.39402454)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2364_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,426.72,NA,NA,NA,"c(114790.434190354, -187962.355691257)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2363_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,365.76,NA,NA,NA,"c(114777.240161546, -188018.13058446)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2362_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,15.24,NA,NA,NA,"c(114797.876151726, -188014.602832155)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2248_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(114770.384703203, -188124.94062025)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2250_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(114766.386271593, -188129.764568051)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2251_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,60.96,NA,NA,NA,"c(114754.183260802, -188133.187298691)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2249_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,2.54,NA,NA,NA,"c(114764.175657179, -188127.55118991)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2247_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(114757.388151566, -188120.556198766)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2361_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(114760.787258269, -188118.452565267)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF2246_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(114741.660492445, -188067.943520274)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3602_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,457.2,NA,NA,NA,"c(115336.728076845, -187471.097302394)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3601_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,396.24,NA,NA,NA,"c(115373.76241869, -187462.600261529)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4255_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,20.32,NA,NA,NA,"c(115382.27454829, -187440.863385217)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4256_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,20.32,NA,NA,NA,"c(115382.65198123, -187443.950908633)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4535_T,Garfield,2023,Dead,Dead,"USGS, mortality",post_castle,NA,243.84,NA,NA,NA,"c(115393.541022763, -187477.28860757)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3600_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,335.28,NA,NA,NA,"c(115412.968028483, -187447.04681639)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3603_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,304.8,NA,NA,NA,"c(115413.834073783, -187501.252881434)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4526_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,25.4,NA,NA,NA,"c(115422.11458004, -187540.791904133)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4529_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115423.16256796, -187543.496664207)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4528_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,10.16,NA,NA,NA,"c(115421.237403954, -187543.557016299)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4527_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,22.86,NA,NA,NA,"c(115419.763402406, -187542.63724412)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3604_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,365.76,NA,NA,NA,"c(115374.516429543, -187528.470737693)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4418_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,182.88,NA,NA,NA,"c(115275.506262726, -187478.92266121)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4419_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,213.36,NA,NA,NA,"c(115280.691373663, -187491.021249987)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4420_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,365.76,NA,NA,NA,"c(115298.856205741, -187541.8261238)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4525_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,213.36,NA,NA,NA,"c(115397.463043666, -187549.737463919)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3605_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,213.36,NA,NA,NA,"c(115410.572981511, -187554.069205071)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3606_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,213.36,NA,NA,NA,"c(115418.72948721, -187561.80088447)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3607_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,396.24,NA,NA,NA,"c(115432.043623592, -187576.680866481)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4532_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,12.7,NA,NA,NA,"c(115420.686205696, -187546.474242195)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4531_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115422.275450918, -187545.940428433)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4530_T,Garfield,2023,Tree Not Found,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115423.729371002, -187546.217511029)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4524_T,Garfield,2023,Alive,Alive,"USGS, mortality",post_castle,NA,335.28,NA,NA,NA,"c(115476.822860061, -187567.643428379)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4523_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,22.86,NA,NA,NA,"c(115433.666239576, -187585.231636365)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4522_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,213.36,NA,NA,NA,"c(115422.481552667, -187639.967771384)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3609_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,304.8,NA,NA,NA,"c(115415.761772431, -187631.841334774)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4423_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115343.29300922, -187620.210631849)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4290_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115344.547327111, -187618.035933203)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4421_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,12.7,NA,NA,NA,"c(115342.925847204, -187616.543600891)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4422_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,30.48,NA,NA,NA,"c(115341.763381779, -187618.453883947)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF4289_T,Garfield,2023,Dead,unknown,"USGS, mortality",post_castle,NA,91.44,NA,NA,NA,"c(115337.844996217, -187618.267085167)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3608_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,274.32,NA,NA,NA,"c(115302.449144627, -187602.986096377)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3610_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,426.72,NA,NA,NA,"c(115306.88733157, -187659.128331903)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARF3611_T,Garfield,2023,Dead,Alive,"USGS, mortality",post_castle,NA,182.88,NA,NA,NA,"c(115328.134569233, -187666.541826198)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
