id,tree_id,grove_name,survey_year,dbh_cm,prefire_status,postfire_status,measure_delay,fire_id,fire_year,fire_name,cbi,rdnbr,unit_name,source,geometry
5796,AC009,Alder Creek,2021,226,1,1,4,2017PIER,2017,Pier,2,333,Giant Sequoia National Monument,"UCB, Hardlund","c(122380.173931888, -202200.254256124)"
5797,AC010,Alder Creek,2021,128,1,0,4,2017PIER,2017,Pier,2,333,Giant Sequoia National Monument,"UCB, Hardlund","c(122401.730493954, -202218.618059439)"
5798,AC046,Alder Creek,2021,439.3,1,1,4,2017PIER,2017,Pier,1,100,Giant Sequoia National Monument,"UCB, Hardlund","c(122645.802844672, -202291.139706256)"
5799,AC107S,Alder Creek,2021,218.6,1,1,4,2017PIER,2017,Pier,2,-44,Giant Sequoia National Monument,"UCB, Hardlund","c(122569.188715067, -202301.554574459)"
5800,AC110,Alder Creek,2021,299.2,1,0,4,2017PIER,2017,Pier,1,569,Giant Sequoia National Monument,"UCB, Hardlund","c(122359.520271383, -202146.790938357)"
1412,BC153S,Belknap Camp,2021,127,1,0,1,2020CASTLE,2020,Castle,4,1249,Giant Sequoia National Monument,"UCB, Hardlund","c(127564.259679489, -208222.543331148)"
1454,BC154S,Belknap Camp,2021,414.1,1,1,1,2020CASTLE,2020,Castle,3,581,Giant Sequoia National Monument,"UCB, Hardlund","c(127648.128724923, -207836.138963268)"
1492,BC018,Belknap Camp,2021,200.5,1,1,1,2020CASTLE,2020,Castle,3,530,Giant Sequoia National Monument,"UCB, Hardlund","c(127838.57377587, -207694.903297356)"
1547,BC001,Belknap Camp,2021,141.5,1,1,1,2020CASTLE,2020,Castle,1,137,Giant Sequoia National Monument,"UCB, Hardlund","c(126950.140504573, -207595.451460508)"
1642,BC070S,Belknap Camp,2021,321.5,1,0,1,2020CASTLE,2020,Castle,3,572,Giant Sequoia National Monument,"UCB, Hardlund","c(127579.750810252, -207918.441927838)"
1643,BC071S,Belknap Camp,2021,359.7,1,0,1,2020CASTLE,2020,Castle,3,572,Giant Sequoia National Monument,"UCB, Hardlund","c(127588.735238593, -207918.160732895)"
1669,BC031S,Belknap Camp,2021,331,1,1,1,2020CASTLE,2020,Castle,4,1115,Giant Sequoia National Monument,"UCB, Hardlund","c(127594.764548558, -208111.364812333)"
1670,BC032S,Belknap Camp,2021,194.2,1,1,1,2020CASTLE,2020,Castle,4,718,Giant Sequoia National Monument,"UCB, Hardlund","c(127628.640457434, -208044.170270304)"
1671,BC033S,Belknap Camp,2021,235.5,1,1,1,2020CASTLE,2020,Castle,4,718,Giant Sequoia National Monument,"UCB, Hardlund","c(127635.409670111, -208036.944163097)"
889,BM014,Black Mountain,2020,331,1,1,3,2017PIER,2017,Pier,3,708,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(118254.450691604, -209587.126182837)"
890,BM015,Black Mountain,2020,267.7,1,1,3,2017PIER,2017,Pier,4,772,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(118105.414927503, -209546.053918593)"
891,BM016,Black Mountain,2020,339.6,1,1,3,2017PIER,2017,Pier,3,565,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(117901.484459711, -209561.025258099)"
892,BM018,Black Mountain,2020,239.4,1,0,3,2017PIER,2017,Pier,4,843,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119328.255203046, -209429.778243404)"
893,BM019,Black Mountain,2020,170.3,1,0,3,2017PIER,2017,Pier,4,843,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119333.521469965, -209432.136691261)"
894,BM020,Black Mountain,2020,262,1,1,3,2017PIER,2017,Pier,4,843,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119319.847053867, -209450.776774904)"
895,BM020a,Black Mountain,2020,262,1,0,3,2017PIER,2017,Pier,4,843,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119319.845328652, -209450.53234086)"
896,BM021,Black Mountain,2020,388.3,1,0,3,2017PIER,2017,Pier,4,1122,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119367.182826749, -209469.40090703)"
897,BM022,Black Mountain,2020,232,1,0,3,2017PIER,2017,Pier,4,1015,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119343.278567303, -209480.257926006)"
898,BM023,Black Mountain,2020,128.9,1,0,3,2017PIER,2017,Pier,4,843,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119333.772759956, -209431.931138212)"
899,BM024,Black Mountain,2020,372.1,1,0,3,2017PIER,2017,Pier,4,1164,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119290.484007229, -209500.707842386)"
900,BM025,Black Mountain,2020,261,1,1,3,2017PIER,2017,Pier,3,706,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119104.457063098, -209716.607369593)"
901,BM027,Black Mountain,2020,198.9,1,1,3,2017PIER,2017,Pier,4,826,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119182.588140469, -209695.186494944)"
902,BM027a,Black Mountain,2020,198.9,1,1,3,2017PIER,2017,Pier,4,826,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119184.727005736, -209697.960176469)"
903,BM028,Black Mountain,2020,168.4,1,0,3,2017PIER,2017,Pier,4,909,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119193.381241332, -209715.970113329)"
904,BM029,Black Mountain,2020,177,1,0,3,2017PIER,2017,Pier,4,1037,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119196.783268609, -209715.863929179)"
905,BM030,Black Mountain,2020,185.6,1,0,3,2017PIER,2017,Pier,4,1037,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119195.552824131, -209719.52723648)"
906,BM031,Black Mountain,2020,381,1,1,3,2017PIER,2017,Pier,4,738,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119335.652178143, -209698.233933432)"
907,BM032,Black Mountain,2020,205,1,1,3,2017PIER,2017,Pier,3,603,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119347.346210349, -209749.383627088)"
908,BM033,Black Mountain,2020,388.3,1,1,3,2017PIER,2017,Pier,3,607,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119353.965447164, -209777.617977865)"
909,BM034,Black Mountain,2020,168.4,1,1,3,2017PIER,2017,Pier,3,500,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119368.633342787, -209698.087532673)"
910,BM035,Black Mountain,2020,174.8,1,1,3,2017PIER,2017,Pier,3,500,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119372.456514884, -209698.83620906)"
911,BM036,Black Mountain,2020,203.4,1,1,3,2017PIER,2017,Pier,3,500,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119379.3041375, -209699.357742011)"
912,BM037,Black Mountain,2020,222.8,1,1,3,2017PIER,2017,Pier,3,766,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119379.610603662, -209685.7586419)"
913,BM038,Black Mountain,2020,210.4,1,1,3,2017PIER,2017,Pier,3,528,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119399.574413464, -209725.880348881)"
914,BM040,Black Mountain,2020,329.8,1,1,3,2017PIER,2017,Pier,4,728,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119438.404045132, -209640.902427546)"
915,BM041,Black Mountain,2020,253.7,1,1,3,2017PIER,2017,Pier,4,820,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119436.375581251, -209620.26344297)"
916,BM042,Black Mountain,2020,283.9,1,1,3,2017PIER,2017,Pier,4,820,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119438.468166085, -209619.142296843)"
917,BM043,Black Mountain,2020,439.3,1,1,3,2017PIER,2017,Pier,4,926,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119480.942675471, -209586.168368671)"
918,BM044,Black Mountain,2020,281.4,1,1,3,2017PIER,2017,Pier,3,638,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119673.801228066, -209498.061617268)"
919,BM045,Black Mountain,2020,302.4,1,0,3,2017PIER,2017,Pier,3,704,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119728.073844376, -209515.899567842)"
920,BM046,Black Mountain,2020,257.8,1,0,3,2017PIER,2017,Pier,3,704,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119731.153419981, -209514.889334862)"
921,BM047,Black Mountain,2020,231.1,1,0,3,2017PIER,2017,Pier,3,704,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119737.991725789, -209514.836201402)"
922,BM048,Black Mountain,2020,278.8,1,0,3,2017PIER,2017,Pier,3,704,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119740.209125872, -209516.099919173)"
923,BM049,Black Mountain,2020,488,1,0,3,2017PIER,2017,Pier,3,704,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119727.378279329, -209534.843713357)"
924,BM049a,Black Mountain,2020,488,1,0,3,2017PIER,2017,Pier,3,534,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119723.748542263, -209541.209713378)"
925,BM050,Black Mountain,2020,331.4,1,1,3,2017PIER,2017,Pier,3,534,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119721.025807907, -209540.845664019)"
926,BM051,Black Mountain,2020,297.6,1,0,3,2017PIER,2017,Pier,4,1003,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119759.998771023, -209555.68042903)"
927,BM052,Black Mountain,2020,307.5,1,0,3,2017PIER,2017,Pier,4,987,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119766.380977959, -209572.464259396)"
928,BM053,Black Mountain,2020,317.7,1,0,3,2017PIER,2017,Pier,4,1106,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119804.369431659, -209561.861844883)"
929,BM054,Black Mountain,2020,181.4,1,1,3,2017PIER,2017,Pier,3,787,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119728.594539395, -209626.861620804)"
930,BM055,Black Mountain,2020,386.4,1,1,3,2017PIER,2017,Pier,3,787,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119726.297886153, -209631.574711249)"
931,BM056,Black Mountain,2020,294.1,1,1,3,2017PIER,2017,Pier,3,421,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119721.222326194, -209638.990428186)"
932,BM057,Black Mountain,2020,223.8,1,0,3,2017PIER,2017,Pier,4,919,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119877.610831257, -209517.012936417)"
933,BM058,Black Mountain,2020,438.3,1,0,3,2017PIER,2017,Pier,4,780,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119876.915092241, -209572.035272595)"
934,BM059,Black Mountain,2020,399.8,1,0,3,2017PIER,2017,Pier,4,780,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119881.878780461, -209571.130144347)"
935,BM060,Black Mountain,2020,436.1,1,0,3,2017PIER,2017,Pier,4,780,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119891.857821477, -209575.668958767)"
936,BM061,Black Mountain,2020,141.6,1,1,3,2017PIER,2017,Pier,3,707,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119927.163554067, -209537.391465936)"
937,BM062,Black Mountain,2020,299.2,1,1,3,2017PIER,2017,Pier,3,707,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119961.342003315, -209538.75645113)"
938,BM063,Black Mountain,2020,307.8,1,0,3,2017PIER,2017,Pier,3,821,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119993.142671639, -209620.562674554)"
939,BM070,Black Mountain,2020,483.8,1,1,3,2017PIER,2017,Pier,3,724,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119903.901364859, -209688.634026132)"
940,BM071,Black Mountain,2020,180.5,1,1,3,2017PIER,2017,Pier,2,557,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119857.611229983, -209709.001329504)"
941,BM072,Black Mountain,2020,170.9,1,1,3,2017PIER,2017,Pier,2,557,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119853.633674609, -209709.438642822)"
942,BM073,Black Mountain,2020,417,1,1,3,2017PIER,2017,Pier,2,661,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119844.719870515, -209698.822141328)"
943,BM074,Black Mountain,2020,310,1,0,3,2017PIER,2017,Pier,3,640,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119809.291019784, -209700.739808289)"
944,BM075,Black Mountain,2020,330.4,1,0,3,2017PIER,2017,Pier,3,640,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119804.482310287, -209695.007440906)"
945,BM076,Black Mountain,2020,374.3,1,0,3,2017PIER,2017,Pier,3,640,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119798.712372169, -209700.352194093)"
946,BM079,Black Mountain,2020,198.6,1,1,3,2017PIER,2017,Pier,2,425,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119842.432287118, -209753.198928219)"
947,BM081,Black Mountain,2020,511.8,1,0,3,2017PIER,2017,Pier,2,571,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119812.90931385, -209766.093284046)"
948,BM082,Black Mountain,2020,433.9,1,0,3,2017PIER,2017,Pier,4,705,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119783.270827716, -209613.985147266)"
949,BM083,Black Mountain,2020,350.1,1,0,3,2017PIER,2017,Pier,3,705,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119807.477832363, -209616.266495157)"
950,BM084,Black Mountain,2020,393.1,1,1,3,2017PIER,2017,Pier,3,473,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119745.328667131, -209703.908898692)"
951,BM085,Black Mountain,2020,487.7,1,0,3,2017PIER,2017,Pier,3,776,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(119621.995033217, -209591.591170945)"
956,BM090,Black Mountain,2020,154.1,1,0,3,2017PIER,2017,Pier,3,760,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120649.797034617, -210167.519500881)"
957,BM091,Black Mountain,2020,209.4,1,1,3,2017PIER,2017,Pier,3,606,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120689.594384446, -210076.894872152)"
958,BM092,Black Mountain,2020,175.1,1,1,3,2017PIER,2017,Pier,3,810,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120767.176879158, -210050.753497983)"
959,BM093,Black Mountain,2020,143.2,1,1,3,2017PIER,2017,Pier,3,624,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120734.933568248, -210028.223698539)"
960,BM094,Black Mountain,2020,148.7,1,1,3,2017PIER,2017,Pier,3,624,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120743.014804896, -210019.564262012)"
961,BM095,Black Mountain,2020,144.8,1,1,3,2017PIER,2017,Pier,3,805,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120775.994825057, -209986.906620387)"
962,BM096,Black Mountain,2020,370.2,1,0,3,2017PIER,2017,Pier,4,774,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120797.481689766, -210014.96188867)"
963,BM097,Black Mountain,2020,348.2,1,1,3,2017PIER,2017,Pier,4,679,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120825.464608237, -209900.891280916)"
964,BM098,Black Mountain,2020,491.8,1,0,3,2017PIER,2017,Pier,4,1055,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120877.208655869, -209816.756155755)"
965,BM099,Black Mountain,2020,431,1,0,3,2017PIER,2017,Pier,4,908,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120849.469209362, -209805.169582275)"
966,BM100,Black Mountain,2020,378.2,1,0,3,2017PIER,2017,Pier,4,759,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120840.553463446, -209783.53918954)"
967,BM101,Black Mountain,2020,304.3,1,1,3,2017PIER,2017,Pier,3,640,Giant Sequoia National Monument,"Shive etal, Mortality Study","c(120764.761633842, -209564.079349912)"
