tree_id,grove,postfire_status,prefire_status,survey_year,fire_yr,measure_delay,fire_id,burnsev,source,geometry
AC281,Alder Creek,1,1,2021,2020,1,2020CASTLE,1,"UCB, Hardlund","c(123904.755282948, -202033.278304843)"
AC282,Alder Creek,1,1,2021,2020,1,2020CASTLE,1,"UCB, Hardlund","c(123904.474033171, -202024.268735353)"
AC283,Alder Creek,1,1,2021,2020,1,2020CASTLE,1,"UCB, Hardlund","c(123149.318303373, -202256.336931529)"
AC284,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123491.090451198, -202257.660844532)"
AC318,Alder Creek,1,1,2021,2020,1,2020CASTLE,3,"UCB, Hardlund","c(123185.151187828, -202668.054590198)"
AC319,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123202.682036837, -202653.477228544)"
AC320,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123144.629616775, -202682.349683647)"
AC321,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123336.353873452, -202678.35139704)"
GARF2080_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115184.036181561, -187476.303906628)"
GARF2081_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115202.532989903, -187479.420629532)"
GARF2102_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115267.988660478, -187537.151217682)"
GARF2097_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115238.1397381, -187515.92150872)"
GARF2090_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115231.803862237, -187494.816460668)"
GARF2095_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115157.012580613, -187496.856454941)"
GARF2092_T,Garfield,0,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(115137.114139025, -187494.944047705)"
GARF2101_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115134.275643175, -187533.226307912)"
GARF2329_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115151.044287556, -187571.590337237)"
GARF2328_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115190.367229833, -187554.28267586)"
GARF2193_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115185.471108184, -187560.600797158)"
GARF2197_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115190.211473263, -187577.508150612)"
GARF2196_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115204.041882373, -187575.156656946)"
GARF2104_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115232.104558376, -187547.276588943)"
GARF2105_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115234.232618829, -187556.424765427)"
GARF2302_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115264.584984171, -187554.553372845)"
GARF2115_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115259.721473576, -187601.53182114)"
GARF2303_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115272.223346458, -187616.691783073)"
GARF2206_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115263.753278259, -187644.351455409)"
GARF2325_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115213.201456888, -187619.925863204)"
GARF2119_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115174.354003106, -187643.050560083)"
GARF2120_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115179.012662953, -187651.507148629)"
GARF2118_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115211.359920813, -187645.3475745)"
GARF2304_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115235.270382114, -187658.802133445)"
GARF2121_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115262.363963363, -187663.160469497)"
GARF2307_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115286.715291223, -187675.813595143)"
GARF2207_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115279.835968537, -187682.246993831)"
GARF2306_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115284.862724572, -187683.13154973)"
GARF2122_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115284.703549455, -187688.823194803)"
GARF2124_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115275.20562792, -187710.31036546)"
GARF2125_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115264.458883854, -187713.599305705)"
GARF2128_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115275.301767139, -187740.149510863)"
GARF2305_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115252.990839509, -187713.261377694)"
GARF2123_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115192.206573069, -187701.770392697)"
GARF2127_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115181.558800118, -187735.446500266)"
GARF2126_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115174.959576708, -187732.617150491)"
GARF2131_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115181.459612687, -187786.161516252)"
GARF2129_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115225.104467139, -187752.627438992)"
GARF2308_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115266.389198136, -187746.535416448)"
GARF2130_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115272.343400465, -187773.150689696)"
GARF2309_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115285.475749505, -187780.914772853)"
GARF2310_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115284.897232247, -187854.691052564)"
GARF2135_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115283.668902973, -187859.302928881)"
GARF2133_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115227.378146566, -187800.681777664)"
GARF2132_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115217.413058947, -187791.209110525)"
GARF2137_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115199.141799393, -187839.63992712)"
GARF2224_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115191.910926835, -187869.799921911)"
GARF2225_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115198.431990262, -187872.868208604)"
GARF2138_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115279.146978256, -187869.005270152)"
GARF2142_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115280.22160075, -187890.054782708)"
GARF2230_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115221.683071491, -187933.477010729)"
GARF2144_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115207.636581425, -187921.039947794)"
GARF2323_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115186.11592827, -187941.308697326)"
GARF2143_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115173.761876757, -187909.424854591)"
GARF2151_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115235.073141824, -187981.766054342)"
GARF2152_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115289.952936811, -187989.407915231)"
GARF2319_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115264.962447981, -188003.866307652)"
GARF2155_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115275.753167106, -188040.832471568)"
GARF2356_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115033.978284556, -188035.083000173)"
GARF2354_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115048.421932778, -188052.768383678)"
GARF2353_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115051.5887504, -188059.334764056)"
GARF2349_T,Garfield,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(115030.44718891, -188081.328148311)"
GARF2157_T,Garfield,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(115021.69037077, -188077.39402454)"
GARF2364_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(114790.434190354, -187962.355691257)"
GARF2363_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(114777.240161546, -188018.13058446)"
GARF3602_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115336.728076845, -187471.097302394)"
GARF3601_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115373.76241869, -187462.600261529)"
GARF3600_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115412.968028483, -187447.04681639)"
GARF3603_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115413.834073783, -187501.252881434)"
GARF3604_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115374.516429543, -187528.470737693)"
GARF4418_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115275.506262726, -187478.92266121)"
GARF4419_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115280.691373663, -187491.021249987)"
GARF4420_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115298.856205741, -187541.8261238)"
GARF4525_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115397.463043666, -187549.737463919)"
GARF3605_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115410.572981511, -187554.069205071)"
GARF3606_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115418.72948721, -187561.80088447)"
GARF3607_T,Garfield,0,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(115432.043623592, -187576.680866481)"
GARF4524_T,Garfield,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(115476.822860061, -187567.643428379)"
GARF4522_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115422.481552667, -187639.967771384)"
GARF3609_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115415.761772431, -187631.841334774)"
GARF3608_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115302.449144627, -187602.986096377)"
GARF3610_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115306.88733157, -187659.128331903)"
GARF3611_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115328.134569233, -187666.541826198)"
GARF4424_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115332.097298995, -187641.859260094)"
GARF4153_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115378.192554458, -187680.33207211)"
GARF4159_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115425.336184369, -187731.255616108)"
GARF4155_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115412.069944117, -187688.518026355)"
GARF4157_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115333.113970726, -187731.237658187)"
GARF4294_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115311.085500275, -187726.507098922)"
GARF4158_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115304.681026481, -187738.516068279)"
GARF4156_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115298.068046737, -187703.115393111)"
GARF4162_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115292.554224378, -187785.002709871)"
GARF4160_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115353.689784551, -187753.821254873)"
GARF4177_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115403.604314357, -187850.9778743)"
GARF4175_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115351.086988392, -187850.342499545)"
GARF4173_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115341.931974889, -187832.366060393)"
GARF4169_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115349.305097446, -187805.032384438)"
GARF4165_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115347.466947912, -187795.387120695)"
GARF4166_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115319.540100351, -187803.702816824)"
GARF4172_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115310.828823265, -187829.562330635)"
GARF4427_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115288.077074416, -187823.185016143)"
GARF4428_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115287.1354509, -187837.820463792)"
GARF4429_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115287.671966847, -187839.575275593)"
GARF4178_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115345.652095747, -187866.934523992)"
GARF4182_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115346.535341595, -187882.121014112)"
GARF4185_T,Garfield,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(115447.28363615, -187897.994795208)"
GARF4187_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115329.869200217, -187916.168153542)"
GARF4186_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115322.623514384, -187913.949275119)"
GARF4433_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115319.207806695, -187912.390936249)"
GARF4434_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115315.800327889, -187926.10663669)"
GARF4435_T,Garfield,1,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115300.31615103, -187940.320152307)"
GARF4438_T,Garfield,0,1,2023,2020,3,2020CASTLE,3,"USGS, mortality","c(115335.863565962, -187969.421748276)"
GARF4436_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115341.410470616, -187945.516242058)"
GARF4439_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115366.060191609, -187989.790843158)"
GARF4348_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115369.93091516, -187944.536024662)"
GARF4437_T,Garfield,1,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115382.119227345, -187950.98094243)"
GARF4216_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115320.500637771, -188046.171589539)"
GARF4442_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115326.320665347, -188042.657323794)"
GARF4441_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115333.290641833, -188042.987961402)"
GARF4214_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115333.666510444, -188029.575725034)"
GARF4440_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115331.726626881, -188017.45758269)"
GARF4205_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115296.617938189, -187998.940945495)"
GARF4213_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115305.246033072, -188023.506361529)"
GARF4223_T,Garfield,0,1,2023,2020,3,2020CASTLE,4,"USGS, mortality","c(115314.179373537, -188058.487566343)"
GARF1843_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114382.56527483, -186370.771567487)"
GARF1842_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114413.969869282, -186348.367065625)"
GARF1121_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114417.549861096, -186369.044446739)"
GARF1481_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114401.489967347, -186410.146177011)"
GARF1487_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114396.71400517, -186432.318052743)"
GARF1844_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114403.753095365, -186441.039696649)"
GARF1515_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114393.303946599, -186502.308201805)"
GARF1846_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114402.587675822, -186491.178930958)"
GARF1503_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114416.772635993, -186472.662171024)"
GARF1492_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114431.715122488, -186452.635611938)"
GARF1845_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114438.786530668, -186461.016547077)"
GARF1527_T,Garfield,0,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114442.209838705, -186517.633495207)"
GARF1613_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114419.546842276, -186523.368306248)"
GARF3527_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114367.23274369, -186342.02736045)"
GARF3575_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114323.584093925, -186347.199619982)"
GARF3529_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114277.556988152, -186339.626166537)"
GARF3576_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114272.743183904, -186342.799281514)"
GARF3528_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114272.794300325, -186335.725183215)"
GARF4038_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114251.340631052, -186351.085894255)"
GARF3530_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114264.412717895, -186354.580065)"
GARF4037_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114269.123291984, -186348.071343842)"
GARF3536_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114263.335890038, -186378.399573542)"
GARF4045_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114271.796597756, -186383.839009318)"
GARF3534_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114281.402544087, -186369.256578938)"
GARF4040_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114340.109693011, -186351.233845275)"
GARF4046_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114361.721372652, -186384.706283627)"
GARF4047_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114364.990551364, -186398.282828713)"
GARF4048_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114313.56765116, -186399.066317397)"
GARF3539_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114295.489564078, -186399.443703953)"
GARF3541_T,Garfield,1,1,2022,2020,2,2020CASTLE,2,"USGS, mortality","c(114277.98380263, -186409.474968302)"
GARF3542_T,Garfield,1,1,2022,2020,2,2020CASTLE,2,"USGS, mortality","c(114267.708807236, -186417.018903588)"
GARF3548_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114254.555321176, -186471.247564034)"
GARF3580_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114265.632577213, -186482.762587595)"
GARF3550_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114267.823874223, -186475.810783443)"
GARF4056_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114268.45050564, -186463.157248511)"
GARF3543_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114276.268763383, -186438.597309088)"
GARF3544_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114283.485258376, -186449.939770852)"
GARF3546_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114282.128471109, -186469.030342554)"
GARF3581_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114295.158640249, -186477.782604559)"
GARF3547_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114298.83527535, -186469.037652967)"
GARF3552_T,Garfield,1,1,2022,2020,2,2020CASTLE,2,"USGS, mortality","c(114316.374730308, -186520.476310517)"
GARF3551_T,Garfield,1,1,2022,2020,2,2020CASTLE,1,"USGS, mortality","c(114293.91350928, -186495.74937919)"
GARF3579_T,Garfield,1,1,2022,2020,2,2020CASTLE,2,"USGS, mortality","c(114287.884834721, -186499.315304543)"
CEFL175_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113608.371517147, -183364.364772569)"
CEFL177_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,1,"USGS, mortality","c(113601.388751384, -183371.458898926)"
CEFL184_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113629.329335688, -183386.437210722)"
CEFL189_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113643.634005746, -183410.176303929)"
CEFL188_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113638.035374771, -183395.698769195)"
CEFL180_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113618.41992842, -183403.898540563)"
CEFL179_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113616.79353907, -183401.293087355)"
CEFL268_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113636.567807266, -183441.298428291)"
CEFL271_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113627.265709089, -183467.176748471)"
CEFL272_T,Cedar Flat,0,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(113628.65110845, -183464.456798849)"
CEFL277_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,1,"USGS, mortality","c(113621.360737087, -183483.880889348)"
CEFL279_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,1,"USGS, mortality","c(113612.816384916, -183496.295818992)"
CEFL283_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,1,"USGS, mortality","c(113611.216900494, -183506.602058941)"
CEFL284_T,Cedar Flat,1,1,2023,2020,3,2020CASTLE,1,"USGS, mortality","c(113613.574710881, -183527.38497667)"
BOCA65_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115203.94134514, -182563.979964012)"
BOCA66_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115219.513408644, -182561.119601274)"
BOCA67_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115247.241514568, -182568.738340051)"
BOCA68_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115257.575275831, -182564.115315091)"
BOCA74_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115458.213834195, -182568.46156405)"
BOCA73_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115477.923967932, -182539.359467358)"
BOCA76_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115500.90374533, -182579.575154058)"
BOCA75_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115501.442472655, -182572.550784806)"
BOCA79_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115536.600059402, -182557.537209974)"
BOCA5_T,Board Camp,0,1,2022,2020,2,2020CASTLE,3,"USGS, mortality","c(114975.433952636, -182700.428451091)"
BOCA8_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115147.109956862, -182601.179743655)"
BOCA9_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(115052.707340481, -182652.035760976)"
BOCA1_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(114979.669792172, -182639.931070509)"
BOCA13_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(114863.947345226, -182842.406008594)"
BOCA27_T,Board Camp,1,1,2022,2020,2,2020CASTLE,3,"USGS, mortality","c(114869.630077342, -182891.626608412)"
BOCA30_T,Board Camp,1,1,2022,2020,2,2020CASTLE,3,"USGS, mortality","c(114851.804171119, -182912.333276195)"
BOCA62_T,Board Camp,1,1,2022,2020,2,2020CASTLE,2,"USGS, mortality","c(114755.024172745, -183104.76621391)"
BOCA34_T,Board Camp,1,1,2022,2020,2,2020CASTLE,3,"USGS, mortality","c(114849.254090959, -182935.865609326)"
BOCA44_T,Board Camp,1,1,2022,2020,2,2020CASTLE,3,"USGS, mortality","c(114857.641554271, -182967.495272618)"
BOCA35_T,Board Camp,1,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(114886.14835241, -182945.701041818)"
BOCA36_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(114903.085058199, -182949.90155807)"
BOCA37_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(114929.323329656, -182990.231408168)"
BOCA38_T,Board Camp,0,1,2022,2020,2,2020CASTLE,4,"USGS, mortality","c(114901.333480066, -182996.464376851)"
BOCA40_T,Board Camp,1,1,2022,2020,2,2020CASTLE,3,"USGS, mortality","c(114850.13622147, -182989.606778821)"
BOCA48_T,Board Camp,1,1,2022,2020,2,2020CASTLE,2,"USGS, mortality","c(114799.681694483, -183027.176498807)"
BOCA47_T,Board Camp,1,1,2022,2020,2,2020CASTLE,2,"USGS, mortality","c(114798.365084708, -183029.92337132)"
SOFO545_T,South Fork,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(116432.909065745, -183625.877816069)"
SOFO571_T,South Fork,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(116259.903009835, -183565.915304026)"
SOFO570_T,South Fork,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(116257.117125996, -183577.002401288)"
SOFO567_T,South Fork,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(116277.302500759, -183622.908369933)"
SOFO580_T,South Fork,1,1,2023,2020,3,2020CASTLE,2,"USGS, mortality","c(116345.508574302, -183661.891944319)"
