TreeNumber,YrsPostFire,Fire,GroveBasic,Grove_Name,Catface.ht.m,Catface.width.m,Aspect,DBH_cm,Height_m,HLC_m,CrnLength,CrnPercentOf,Scorch_.,Torch_.,Final_LiveDead,Green20,Yellow20,Brown20,MaxCharHt_m,Catface,LD,InSummaryStats,ForModelling,TPI4_10cel,TPI4_5cell,TPI6_5cell,GIS_Aspect_KS,GIS_Elev_KS,GIS_SlopeP_KS,GIS_CBI4_KS,PercentBasalChar5cm,Notes,CircCatface,Cat1_area,EpiPres,EpiPercents,Ht_Scorch,Ht_Torch,ScorchTorchTotal,LiveStatus2018,LiveStatus2019,LiveStatus2020,AvgCharHt_m,CircCharred_.,AvgCharDepth_cm,Prefire_TreeVigor,VigorCode,Chimney,Broken.Top,Fire.Severity,InterCrnsCnt,InflCrnsCnt,FrstStructreTree,AllTrees,Con,Hrdwd,UNKNOWN,PreDead,PreLive,Con.PreDead,Con.PreLive,Hrdwd.PreDead,Hrdwd.PreLive,UNKNOWN.PreDead,ABCO,CADE,CONU,PILA,PIPO,QUKE,SEGI,ALRH,PINUS.all,CADE.SEGI.Total,AvgHeight,SDht,SEht,ConAvgHeight,ConSDht,ConSEht,PercPreDead,Avg_Ht_diff,ConAvg_Ht_diff,YearDead,SurrScorchAvg,SurrTorchAvg,UNKNOWN.PreLive,QUCH,QUWI,TOCA,Avg_HtLive_diff,ConAvg_HtLive_diff,EnoughVisits,Basal_Char_Circumference_m.Percent,LMU,PatchType,PatchRank,AET,CWD
BM257,3,Pier,Black Mountain,Black Mountain,5.4,4.15,NA,392,62.8,26.2,36.6,0.582802548,40,0,Live,60,0,0,34,Yes,0,Yes,Yes,1,3,1,340.1700134,1866.76001,62.72430038,2,NA,NA,40,22.41,Yes,20,41.2,0,40,Live,Live,Live,25.6,100,7,Healthy/Full,1,No,No,Very High scorch,2,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,70,30,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,366.8829956,700.3330078
BNW01,5,Rough,Rough Fire Groves,Kennedy,4.5,3.6,80,255.4,64.9,21.9,43,0.66,10,0,Live,90,0,0,19,Yes,0,Yes,Yes,1,1,1,124.8479996,2048.73999,16.00060081,3,2,BNW1 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,309.2099915,526.7470093
BNW02,5,Rough,Rough Fire Groves,Kennedy,5.5,3.2,80,286.9,70.5,22.3,48.2,0.68,5,0,Live,95,0,0,22.6,Yes,0,Yes,Yes,1,1,1,135.4949951,2050.090088,24.70059967,3,3,BNW2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,309.2099915,526.7470093
BNW03,5,Rough,Rough Fire Groves,Kennedy,2.5,3.6,80,229.9,49.4,11.9,37.5,0.76,1,0,Live,99,0,0,16.9,Yes,0,Yes,Yes,1,1,1,124.7070007,2047.75,11.62380028,4,2,BNW3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,309.2099915,526.7470093
BNW04,5,Rough,Rough Fire Groves,Kennedy,2.5,1.41,30,342.1,62.8,25.7,37.1,0.59,1,0,Live,99,0,0,13.9,Yes,0,Yes,Yes,3,3,4,97.13790131,2044.099976,7.374340057,3,20,BNW4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,309.2099915,526.7470093
BNW05,5,Rough,Rough Fire Groves,Kennedy,NA,NA,63,130,31.8,24.7,7.1,0.22,0,100,Dead,0,0,0,31.8,No,1,Yes,Yes,3,3,4,132.2290039,2047.209961,8.404009819,4,75,BNW5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,309.2099915,526.7470093
BNW06,5,Rough,Rough Fire Groves,Kennedy,NA,NA,119,132.4,37.3,17.2,20.1,0.54,10,90,Dead,0,0,0,37.3,No,1,Yes,Yes,1,3,1,119.2099991,2053.370117,23.6534996,4,10,BNW6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,309.2099915,526.7470093
BNW07,5,Rough,Rough Fire Groves,Kennedy,4,1.15,110,156.1,34.4,11.3,23.1,0.67,5,95,Dead,0,0,0,34.4,Yes,1,Yes,Yes,1,3,1,134.1130066,2057.040039,28.36100006,4,10, BNW7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,309.2099915,526.7470093
BNW08,5,Rough,Rough Fire Groves,Kennedy,1.5,1.1,350,133.1,39.3,15,24.3,0.62,100,0,Dead,0,0,0,39.3,Yes,1,Yes,Yes,4,4,6,69.46839905,2131.909912,30.75749969,4,5,BNW8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,305.1270142,540.1729736
BNW09,5,Rough,Rough Fire Groves,Kennedy,11.9,6,60,364.9,61.2,16.6,44.6,0.73,30,70,Dead,0,0,0,40.9,Yes,1,Yes,Yes,1,1,1,89.97419739,2113.649902,34.92910004,4,5,BNW9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,305.1270142,540.1729736
BNW10,5,Rough,Rough Fire Groves,Kennedy,5.3,1.55,74,313.9,67.7,23.8,43.9,0.65,30,20,Live,50,0,0,28.2,Yes,0,Yes,Yes,1,1,1,121.2750015,2107.840088,27.84930038,4,5,BNW10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,305.1270142,540.1729736
BNW11,5,Rough,Rough Fire Groves,Kennedy,2.3,0.5,70,386.6,66.7,19.5,47.2,0.71,80,10,Dead,0,0,10,31,Yes,1,Yes,Yes,1,3,1,118.9079971,2113.780029,35.21030045,4,5,BNW11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,305.1270142,540.1729736
BNW12,5,Rough,Rough Fire Groves,Kennedy,6.1,3.5,68,429.9,64,27.5,36.5,0.57,85,10,Dead,0,0,5,34.9,Yes,1,Yes,Yes,1,3,1,121.5699997,2108.320068,26.68190002,4,10,BMW12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,305.1270142,540.1729736
BNW13,5,Rough,Rough Fire Groves,Kennedy,NA,NA,90,197.7,69.6,25.8,43.8,0.63,100,0,Dead,0,0,0,37.3,No,1,Yes,Yes,1,1,1,119.9869995,2112.459961,33.10210037,4,5,BNW13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,305.1270142,540.1729736
BNW14,5,Rough,Rough Fire Groves,Kennedy,5.4,3.5,68,429.6,57.7,22,35.7,0.62,100,0,Dead,0,0,0,25.6,Yes,1,Yes,Yes,1,1,1,120.3560028,2109.76001,28.29500008,4,10,BNW14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,305.1270142,540.1729736
BNW15,5,Rough,Rough Fire Groves,Kennedy,NA,NA,110,308.6,71.9,30.2,41.7,0.58,100,0,Dead,0,0,0,29.8,No,1,Yes,Yes,1,1,1,120.3560028,2109.76001,28.29500008,4,2, BNW15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,309.0629883,543.5830078
